,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora
948,1.305,0.0,0.954,Medium,2021-11-07 12:00:00
949,0.763,0.0,0.685,Medium,2021-11-07 13:00:00
950,0.012,0.0,0.368,High,2021-11-07 14:00:00
951,0.016,0.0,0.301,Medium,2021-11-07 15:00:00
952,0.341,0.0,0.061,None,2021-11-07 16:00:00
953,0.801,0.0,0.0,None,2021-11-07 17:00:00
954,0.804,0.0,0.0,None,2021-11-07 18:00:00
955,1.649,0.0,0.0,None,2021-11-07 19:00:00
956,0.859,0.0,0.0,None,2021-11-07 20:00:00
957,0.472,0.0,0.0,None,2021-11-07 21:00:00
958,0.0,0.435,0.0,None,2021-11-07 22:00:00
959,0.0,0.388,0.0,None,2021-11-07 23:00:00
960,0.0,0.382,0.0,None,2021-11-08 00:00:00
961,0.0,0.396,0.0,None,2021-11-08 01:00:00
962,0.0,0.383,0.0,None,2021-11-08 02:00:00
963,0.0,0.387,0.0,None,2021-11-08 03:00:00
964,0.0,0.285,0.0,None,2021-11-08 04:00:00
965,0.0,0.272,0.0,None,2021-11-08 05:00:00
966,0.0,0.255,0.0,None,2021-11-08 06:00:00
967,0.0,0.977,0.014,None,2021-11-08 07:00:00
968,0.647,0.0,0.101,None,2021-11-08 08:00:00
969,0.065,0.0,0.297,Medium,2021-11-08 09:00:00
970,0.0,0.0,0.287,Medium,2021-11-08 10:00:00
971,0.0,0.0,0.281,Very High,2021-11-08 11:00:00
972,0.0,0.0,0.274,Very High,2021-11-08 12:00:00
973,0.0,0.0,0.259,High,2021-11-08 13:00:00
974,0.0,0.0,0.258,High,2021-11-08 14:00:00
975,0.0,0.0,0.266,Medium,2021-11-08 15:00:00
976,0.211,0.0,0.058,None,2021-11-08 16:00:00
977,0.296,0.0,0.0,None,2021-11-08 17:00:00
978,0.413,0.0,0.0,None,2021-11-08 18:00:00
979,0.689,0.0,0.0,None,2021-11-08 19:00:00
980,0.864,0.0,0.0,None,2021-11-08 20:00:00
981,0.656,0.0,0.0,None,2021-11-08 21:00:00
982,0.0,0.512,0.0,None,2021-11-08 22:00:00
983,0.0,0.448,0.0,None,2021-11-08 23:00:00
984,0.0,1.19,0.0,None,2021-11-09 00:00:00
985,0.0,0.292,0.0,None,2021-11-09 01:00:00
986,0.0,0.264,0.0,None,2021-11-09 02:00:00
987,0.0,0.305,0.0,None,2021-11-09 03:00:00
988,0.0,0.259,0.0,None,2021-11-09 04:00:00
989,0.0,0.261,0.0,None,2021-11-09 05:00:00
990,0.0,0.297,0.0,None,2021-11-09 06:00:00
991,0.0,1.134,0.039,None,2021-11-09 07:00:00
992,0.427,0.0,0.399,Low,2021-11-09 08:00:00
993,0.008,0.0,0.363,High,2021-11-09 09:00:00
994,0.0,0.0,0.256,High,2021-11-09 10:00:00
995,0.082,0.0,0.578,High,2021-11-09 11:00:00
996,0.0,0.0,0.281,Very High,2021-11-09 12:00:00
997,0.0,0.0,0.261,High,2021-11-09 13:00:00
998,0.0,0.0,0.256,High,2021-11-09 14:00:00
999,0.007,0.0,0.246,Medium,2021-11-09 15:00:00
1000,0.233,0.0,0.055,None,2021-11-09 16:00:00
1001,0.239,0.0,0.0,None,2021-11-09 17:00:00
1002,0.407,0.0,0.0,None,2021-11-09 18:00:00
1003,0.843,0.0,0.0,None,2021-11-09 19:00:00
1004,0.743,0.0,0.0,None,2021-11-09 20:00:00
1005,0.576,0.0,0.0,None,2021-11-09 21:00:00
1006,0.0,0.759,0.0,None,2021-11-09 22:00:00
1007,0.0,0.411,0.0,None,2021-11-09 23:00:00
1008,0.0,0.369,0.0,None,2021-11-10 00:00:00
1009,0.0,0.317,0.0,None,2021-11-10 01:00:00
1010,0.0,0.292,0.0,None,2021-11-10 02:00:00
1011,0.0,0.262,0.0,None,2021-11-10 03:00:00
1012,0.0,0.263,0.0,None,2021-11-10 04:00:00
1013,0.0,0.281,0.0,None,2021-11-10 05:00:00
1014,0.0,0.256,0.0,None,2021-11-10 06:00:00
1015,0.0,1.797,0.035,None,2021-11-10 07:00:00
1016,0.271,0.0,0.365,Medium,2021-11-10 08:00:00
1017,0.0,0.0,0.264,High,2021-11-10 09:00:00
1018,0.0,0.0,0.263,High,2021-11-10 10:00:00
1019,0.0,0.0,0.271,Very High,2021-11-10 11:00:00
1020,0.0,0.0,0.282,Very High,2021-11-10 12:00:00
1021,0.0,0.0,0.277,High,2021-11-10 13:00:00
1022,0.0,0.0,0.271,High,2021-11-10 14:00:00
1023,0.014,0.0,0.247,Medium,2021-11-10 15:00:00
1024,0.197,0.0,0.057,None,2021-11-10 16:00:00
1025,0.255,0.0,0.0,None,2021-11-10 17:00:00
1026,1.125,0.0,0.0,None,2021-11-10 18:00:00
1027,1.481,0.0,0.0,None,2021-11-10 19:00:00
1028,1.26,0.0,0.0,None,2021-11-10 20:00:00
1029,1.078,0.0,0.0,None,2021-11-10 21:00:00
1030,0.0,1.018,0.0,None,2021-11-10 22:00:00
1031,0.0,0.686,0.0,None,2021-11-10 23:00:00
1032,0.0,0.566,0.0,None,2021-11-11 00:00:00
1033,0.0,0.547,0.0,None,2021-11-11 01:00:00
1034,0.0,0.515,0.0,None,2021-11-11 02:00:00
1035,0.0,0.465,0.0,None,2021-11-11 03:00:00
1036,0.0,0.461,0.0,None,2021-11-11 04:00:00
1037,0.0,0.448,0.0,None,2021-11-11 05:00:00
1038,0.0,0.442,0.0,None,2021-11-11 06:00:00
1039,0.0,1.874,0.024,None,2021-11-11 07:00:00
1040,0.395,0.0,0.345,None,2021-11-11 08:00:00
1041,0.438,0.0,0.611,Medium,2021-11-11 09:00:00
1042,0.152,0.0,0.641,Medium,2021-11-11 10:00:00
1043,0.396,0.0,0.779,Medium,2021-11-11 11:00:00
1044,0.0,0.0,0.484,High,2021-11-11 12:00:00
1045,0.0,0.0,0.465,High,2021-11-11 13:00:00
1046,0.0,0.0,0.476,Medium,2021-11-11 14:00:00
1047,0.107,0.0,0.358,None,2021-11-11 15:00:00
1048,0.403,0.0,0.059,None,2021-11-11 16:00:00
1049,0.454,0.0,0.0,None,2021-11-11 17:00:00
1050,0.61,0.0,0.0,None,2021-11-11 18:00:00
1051,0.485,0.0,0.0,None,2021-11-11 19:00:00
1052,0.445,0.0,0.0,None,2021-11-11 20:00:00
1053,0.516,0.0,0.0,None,2021-11-11 21:00:00
1054,0.0,0.581,0.0,None,2021-11-11 22:00:00
1055,0.0,0.587,0.0,None,2021-11-11 23:00:00
1056,0.0,0.578,0.0,None,2021-11-12 00:00:00
1057,0.0,0.556,0.0,None,2021-11-12 01:00:00
1058,0.0,0.517,0.0,None,2021-11-12 02:00:00
1059,0.0,0.539,0.0,None,2021-11-12 03:00:00
1060,0.0,0.484,0.0,None,2021-11-12 04:00:00
1061,0.0,0.528,0.0,None,2021-11-12 05:00:00
1062,0.0,0.502,0.0,None,2021-11-12 06:00:00
1063,0.0,1.451,0.006,None,2021-11-12 07:00:00
1064,0.33,0.0,0.302,Medium,2021-11-12 08:00:00
1065,0.26,0.0,0.339,Low,2021-11-12 09:00:00
1066,0.0,0.0,0.258,High,2021-11-12 10:00:00
1067,0.0,0.0,0.317,Very High,2021-11-12 11:00:00
1068,0.0,0.0,0.323,High,2021-11-12 12:00:00
1069,0.0,0.0,0.311,High,2021-11-12 13:00:00
1070,0.0,0.0,0.312,High,2021-11-12 14:00:00
1071,0.051,0.0,0.309,Medium,2021-11-12 15:00:00
1072,0.31,0.0,0.054,None,2021-11-12 16:00:00
1073,0.445,0.0,0.0,None,2021-11-12 17:00:00
1074,1.242,0.0,0.0,None,2021-11-12 18:00:00
1075,0.902,0.0,0.0,None,2021-11-12 19:00:00
1076,0.341,0.0,0.0,None,2021-11-12 20:00:00
1077,0.514,0.0,0.0,None,2021-11-12 21:00:00
1078,0.0,0.557,0.0,None,2021-11-12 22:00:00
1079,0.0,0.449,0.0,None,2021-11-12 23:00:00
1080,0.0,0.34,0.0,None,2021-11-13 00:00:00
1081,0.0,0.356,0.0,None,2021-11-13 01:00:00
1082,0.0,0.457,0.0,None,2021-11-13 02:00:00
1083,0.0,0.379,0.0,None,2021-11-13 03:00:00
1084,0.0,0.347,0.0,None,2021-11-13 04:00:00
1085,0.0,0.337,0.0,None,2021-11-13 05:00:00
1086,0.0,0.292,0.0,None,2021-11-13 06:00:00
1087,0.0,0.293,0.023,None,2021-11-13 07:00:00
1088,0.005,0.0,0.321,Medium,2021-11-13 08:00:00
1089,0.0,0.0,0.432,Medium,2021-11-13 09:00:00
1090,0.427,0.0,0.763,Medium,2021-11-13 10:00:00
1091,0.287,0.0,0.666,High,2021-11-13 11:00:00
1092,0.0,0.0,0.36,High,2021-11-13 12:00:00
1093,0.0,0.0,0.276,High,2021-11-13 13:00:00
1094,0.217,0.0,0.356,High,2021-11-13 14:00:00
1095,1.477,0.0,0.388,None,2021-11-13 15:00:00
1096,1.66,0.0,0.053,None,2021-11-13 16:00:00
1097,0.756,0.0,0.0,None,2021-11-13 17:00:00
1098,0.804,0.0,0.0,None,2021-11-13 18:00:00
1099,0.583,0.0,0.0,None,2021-11-13 19:00:00
1100,0.545,0.0,0.0,None,2021-11-13 20:00:00
1101,0.894,0.0,0.0,None,2021-11-13 21:00:00
1102,0.0,0.559,0.0,None,2021-11-13 22:00:00
1103,0.0,0.411,0.0,None,2021-11-13 23:00:00
1104,0.0,0.488,0.0,None,2021-11-14 00:00:00
1105,0.0,0.461,0.0,None,2021-11-14 01:00:00
1106,0.0,0.333,0.0,None,2021-11-14 02:00:00
1107,0.0,0.317,0.0,None,2021-11-14 03:00:00
1108,0.0,0.315,0.0,None,2021-11-14 04:00:00
1109,0.0,0.326,0.0,None,2021-11-14 05:00:00
1110,0.0,0.323,0.0,None,2021-11-14 06:00:00
1111,0.0,0.204,0.022,None,2021-11-14 07:00:00
1112,0.312,0.0,0.374,Medium,2021-11-14 08:00:00
1113,0.236,0.0,0.58,Medium,2021-11-14 09:00:00
1114,0.081,0.0,0.922,None,2021-11-14 10:00:00
1115,0.213,0.0,0.994,None,2021-11-14 11:00:00
1116,0.724,0.0,0.941,Medium,2021-11-14 12:00:00
1117,0.0,0.0,0.363,High,2021-11-14 13:00:00
1118,0.0,0.0,0.349,High,2021-11-14 14:00:00
1119,0.258,0.0,0.313,Medium,2021-11-14 15:00:00
1120,0.245,0.0,0.049,None,2021-11-14 16:00:00
1121,0.404,0.0,0.0,None,2021-11-14 17:00:00
1122,1.603,0.0,0.0,None,2021-11-14 18:00:00
1123,1.238,0.0,0.0,None,2021-11-14 19:00:00
1124,0.825,0.0,0.0,None,2021-11-14 20:00:00
1125,0.549,0.0,0.0,None,2021-11-14 21:00:00
1126,0.0,0.665,0.0,None,2021-11-14 22:00:00
1127,0.0,0.491,0.0,None,2021-11-14 23:00:00
1128,0.0,0.398,0.0,None,2021-11-15 00:00:00
1129,0.0,0.249,0.0,None,2021-11-15 01:00:00
1130,0.0,0.279,0.0,None,2021-11-15 02:00:00
1131,0.0,0.3,0.0,None,2021-11-15 03:00:00
1132,0.0,0.239,0.0,None,2021-11-15 04:00:00
1133,0.0,0.25,0.0,None,2021-11-15 05:00:00
1134,0.0,0.294,0.0,None,2021-11-15 06:00:00
1135,0.0,1.685,0.016,None,2021-11-15 07:00:00
1136,0.449,0.0,0.343,Medium,2021-11-15 08:00:00
1137,0.0,0.0,0.259,High,2021-11-15 09:00:00
1138,0.0,0.0,0.261,High,2021-11-15 10:00:00
1139,0.0,0.0,0.25,Very High,2021-11-15 11:00:00
1140,0.0,0.0,0.252,Very High,2021-11-15 12:00:00
1141,0.0,0.0,0.262,High,2021-11-15 13:00:00
1142,0.0,0.0,0.256,High,2021-11-15 14:00:00
1143,0.007,0.0,0.25,Medium,2021-11-15 15:00:00
1144,0.173,0.0,0.073,None,2021-11-15 16:00:00
1145,0.236,0.0,0.0,None,2021-11-15 17:00:00
1146,0.249,0.0,0.0,None,2021-11-15 18:00:00
1147,0.874,0.0,0.0,None,2021-11-15 19:00:00
1148,0.739,0.0,0.0,None,2021-11-15 20:00:00
1149,0.49,0.0,0.0,None,2021-11-15 21:00:00
1150,0.0,0.369,0.0,None,2021-11-15 22:00:00
1151,0.0,0.369,0.0,None,2021-11-15 23:00:00
1152,0.0,0.304,0.0,None,2021-11-16 00:00:00
1153,0.0,0.281,0.0,None,2021-11-16 01:00:00
1154,0.0,0.255,0.0,None,2021-11-16 02:00:00
1155,0.0,0.266,0.0,None,2021-11-16 03:00:00
1156,0.0,0.29,0.0,None,2021-11-16 04:00:00
1157,0.0,0.278,0.0,None,2021-11-16 05:00:00
1158,0.0,0.298,0.0,None,2021-11-16 06:00:00
1159,0.0,0.998,0.016,None,2021-11-16 07:00:00
1160,0.264,0.0,0.375,Low,2021-11-16 08:00:00
1161,0.365,0.0,0.381,High,2021-11-16 09:00:00
1162,0.0,0.0,0.226,High,2021-11-16 10:00:00
1163,0.0,0.0,0.303,High,2021-11-16 11:00:00
1164,0.0,0.0,0.208,Very High,2021-11-16 12:00:00
1165,0.0,0.0,0.208,High,2021-11-16 13:00:00
1166,0.0,0.0,0.21,High,2021-11-16 14:00:00
1167,0.0,0.0,0.207,Medium,2021-11-16 15:00:00
1168,0.138,0.0,0.066,None,2021-11-16 16:00:00
1169,0.193,0.0,0.0,None,2021-11-16 17:00:00
1170,0.438,0.0,0.0,None,2021-11-16 18:00:00
1171,1.74,0.0,0.0,None,2021-11-16 19:00:00
1172,0.772,0.0,0.0,None,2021-11-16 20:00:00
1173,0.409,0.0,0.0,None,2021-11-16 21:00:00
1174,0.0,0.558,0.0,None,2021-11-16 22:00:00
1175,0.0,0.261,0.0,None,2021-11-16 23:00:00
1176,0.0,0.255,0.0,None,2021-11-17 00:00:00
1177,0.0,0.323,0.0,None,2021-11-17 01:00:00
1178,0.0,0.241,0.0,None,2021-11-17 02:00:00
1179,0.0,0.315,0.0,None,2021-11-17 03:00:00
1180,0.0,0.282,0.0,None,2021-11-17 04:00:00
1181,0.0,0.27,0.0,None,2021-11-17 05:00:00
1182,0.0,0.274,0.0,None,2021-11-17 06:00:00
1183,0.0,1.717,0.005,None,2021-11-17 07:00:00
1184,0.708,0.0,0.247,Medium,2021-11-17 08:00:00
1185,0.0,0.0,0.28,High,2021-11-17 09:00:00
1186,0.173,0.0,0.607,Medium,2021-11-17 10:00:00
1187,0.382,0.0,0.676,High,2021-11-17 11:00:00
1188,0.0,0.0,0.27,Very High,2021-11-17 12:00:00
1189,0.0,0.0,0.257,High,2021-11-17 13:00:00
1190,0.0,0.0,0.247,High,2021-11-17 14:00:00
1191,0.0,0.0,0.247,Medium,2021-11-17 15:00:00
1192,0.219,0.0,0.039,None,2021-11-17 16:00:00
1193,0.278,0.0,0.0,None,2021-11-17 17:00:00
1194,0.39,0.0,0.0,None,2021-11-17 18:00:00
1195,0.326,0.0,0.0,None,2021-11-17 19:00:00
1196,0.346,0.0,0.0,None,2021-11-17 20:00:00
1197,0.423,0.0,0.0,None,2021-11-17 21:00:00
1198,0.0,1.079,0.0,None,2021-11-17 22:00:00
1199,0.0,0.389,0.0,None,2021-11-17 23:00:00
1200,0.0,0.341,0.0,None,2021-11-18 00:00:00
1201,0.0,0.316,0.0,None,2021-11-18 01:00:00
1202,0.0,0.257,0.0,None,2021-11-18 02:00:00
1203,0.0,0.304,0.0,None,2021-11-18 03:00:00
1204,0.0,0.308,0.0,None,2021-11-18 04:00:00
1205,0.0,0.29,0.0,None,2021-11-18 05:00:00
1206,0.0,1.905,0.0,None,2021-11-18 06:00:00
1207,0.0,2.151,0.002,None,2021-11-18 07:00:00
1208,0.072,0.0,0.284,Medium,2021-11-18 08:00:00
1209,0.0,0.0,0.272,High,2021-11-18 09:00:00
1210,0.0,0.0,0.278,High,2021-11-18 10:00:00
1211,0.0,0.0,0.255,Very High,2021-11-18 11:00:00
1212,0.035,0.0,0.659,High,2021-11-18 12:00:00
1213,0.0,0.0,0.249,High,2021-11-18 13:00:00
1214,0.0,0.0,0.355,High,2021-11-18 14:00:00
1215,0.0,0.0,0.254,Medium,2021-11-18 15:00:00
1216,0.221,0.0,0.036,None,2021-11-18 16:00:00
1217,0.256,0.0,0.0,None,2021-11-18 17:00:00
1218,0.535,0.0,0.0,None,2021-11-18 18:00:00
1219,0.952,0.0,0.0,None,2021-11-18 19:00:00
1220,0.834,0.0,0.0,None,2021-11-18 20:00:00
1221,0.638,0.0,0.0,None,2021-11-18 21:00:00
1222,0.0,0.769,0.0,None,2021-11-18 22:00:00
1223,0.0,1.118,0.0,None,2021-11-18 23:00:00
1224,0.0,1.716,0.0,None,2021-11-19 00:00:00
1225,0.0,1.601,0.0,None,2021-11-19 01:00:00
1226,0.0,1.35,0.0,None,2021-11-19 02:00:00
1227,0.0,0.377,0.0,None,2021-11-19 03:00:00
1228,0.0,0.409,0.0,None,2021-11-19 04:00:00
1229,0.0,0.37,0.0,None,2021-11-19 05:00:00
1230,0.0,0.382,0.0,None,2021-11-19 06:00:00
1231,0.0,1.314,0.002,None,2021-11-19 07:00:00
1232,0.227,0.0,0.316,Medium,2021-11-19 08:00:00
1233,0.0,0.0,0.348,High,2021-11-19 09:00:00
1234,0.323,0.0,0.615,Medium,2021-11-19 10:00:00
1235,0.0,0.0,0.462,High,2021-11-19 11:00:00
1236,0.368,0.0,0.698,Medium,2021-11-19 12:00:00
1237,0.0,0.0,0.346,High,2021-11-19 13:00:00
1238,0.0,0.0,0.358,Medium,2021-11-19 14:00:00
1239,0.065,0.0,0.333,Low,2021-11-19 15:00:00
1240,0.413,0.0,0.05,None,2021-11-19 16:00:00
1241,0.563,0.0,0.0,None,2021-11-19 17:00:00
1242,1.087,0.0,0.0,None,2021-11-19 18:00:00
1243,1.61,0.0,0.0,None,2021-11-19 19:00:00
1244,1.807,0.0,0.0,None,2021-11-19 20:00:00
1245,1.63,0.0,0.0,None,2021-11-19 21:00:00
1246,0.0,0.807,0.0,None,2021-11-19 22:00:00
1247,0.0,0.405,0.0,None,2021-11-19 23:00:00
1248,0.0,0.473,0.0,None,2021-11-20 00:00:00
1249,0.0,0.289,0.0,None,2021-11-20 01:00:00
1250,0.0,0.294,0.0,None,2021-11-20 02:00:00
1251,0.0,0.297,0.0,None,2021-11-20 03:00:00
1252,0.0,0.375,0.0,None,2021-11-20 04:00:00
1253,0.0,0.304,0.0,None,2021-11-20 05:00:00
1254,0.0,0.29,0.0,None,2021-11-20 06:00:00
1255,0.0,0.425,0.002,None,2021-11-20 07:00:00
1256,0.235,0.0,0.112,None,2021-11-20 08:00:00
1257,0.0,0.0,0.291,High,2021-11-20 09:00:00
1258,0.284,0.0,0.265,Medium,2021-11-20 10:00:00
1259,0.683,0.0,0.567,Medium,2021-11-20 11:00:00
1260,0.504,0.0,0.565,None,2021-11-20 12:00:00
1261,0.821,0.0,0.485,None,2021-11-20 13:00:00
1262,0.787,0.0,0.358,Low,2021-11-20 14:00:00
1263,0.035,0.0,0.22,Low,2021-11-20 15:00:00
1264,0.197,0.0,0.052,None,2021-11-20 16:00:00
1265,0.242,0.0,0.0,None,2021-11-20 17:00:00
1266,0.554,0.0,0.0,None,2021-11-20 18:00:00
1267,0.507,0.0,0.0,None,2021-11-20 19:00:00
1268,0.885,0.0,0.0,None,2021-11-20 20:00:00
1269,0.417,0.0,0.0,None,2021-11-20 21:00:00
1270,0.0,0.37,0.0,None,2021-11-20 22:00:00
1271,0.0,0.385,0.0,None,2021-11-20 23:00:00
1272,0.0,0.323,0.0,None,2021-11-21 00:00:00
1273,0.0,0.334,0.0,None,2021-11-21 01:00:00
1274,0.0,0.293,0.0,None,2021-11-21 02:00:00
1275,0.0,0.326,0.0,None,2021-11-21 03:00:00
1276,0.0,0.276,0.0,None,2021-11-21 04:00:00
1277,0.0,0.265,0.0,None,2021-11-21 05:00:00
1278,0.0,0.247,0.0,None,2021-11-21 06:00:00
1279,0.0,0.238,0.003,None,2021-11-21 07:00:00
1280,0.551,0.0,0.107,None,2021-11-21 08:00:00
1281,0.458,0.0,0.377,Medium,2021-11-21 09:00:00
1282,0.0,0.0,0.491,Medium,2021-11-21 10:00:00
1283,0.999,0.0,0.799,None,2021-11-21 11:00:00
1284,0.555,0.0,0.808,None,2021-11-21 12:00:00
1285,0.298,0.0,0.666,Medium,2021-11-21 13:00:00
1286,0.887,0.0,0.516,None,2021-11-21 14:00:00
1287,0.698,0.0,0.275,None,2021-11-21 15:00:00
1288,0.753,0.0,0.038,None,2021-11-21 16:00:00
1289,0.879,0.0,0.0,None,2021-11-21 17:00:00
1290,0.818,0.0,0.0,None,2021-11-21 18:00:00
1291,1.547,0.0,0.0,None,2021-11-21 19:00:00
1292,0.713,0.0,0.0,None,2021-11-21 20:00:00
1293,1.058,0.0,0.0,None,2021-11-21 21:00:00
1294,0.0,0.7,0.0,None,2021-11-21 22:00:00
1295,0.0,0.514,0.0,None,2021-11-21 23:00:00
1296,0.0,0.369,0.0,None,2021-11-22 00:00:00
1297,0.0,0.321,0.0,None,2021-11-22 01:00:00
1298,0.0,0.323,0.0,None,2021-11-22 02:00:00
1299,0.0,0.267,0.0,None,2021-11-22 03:00:00
1300,0.0,0.249,0.0,None,2021-11-22 04:00:00
1301,0.0,0.246,0.0,None,2021-11-22 05:00:00
1302,0.0,0.306,0.0,None,2021-11-22 06:00:00
1303,0.0,1.489,0.002,None,2021-11-22 07:00:00
1304,0.751,0.0,0.263,Medium,2021-11-22 08:00:00
1305,0.0,0.0,0.28,High,2021-11-22 09:00:00
1306,0.204,0.0,0.481,High,2021-11-22 10:00:00
1307,0.076,0.0,0.504,High,2021-11-22 11:00:00
1308,0.0,0.0,0.275,Very High,2021-11-22 12:00:00
1309,0.0,0.0,0.257,High,2021-11-22 13:00:00
1310,0.003,0.0,0.255,High,2021-11-22 14:00:00
1311,0.087,0.0,0.177,Low,2021-11-22 15:00:00
1312,0.23,0.0,0.037,None,2021-11-22 16:00:00
1313,0.273,0.0,0.0,None,2021-11-22 17:00:00
1314,0.326,0.0,0.0,None,2021-11-22 18:00:00
1315,1.653,0.0,0.0,None,2021-11-22 19:00:00
1316,0.994,0.0,0.0,None,2021-11-22 20:00:00
1317,0.482,0.0,0.0,None,2021-11-22 21:00:00
1318,0.0,0.698,0.0,None,2021-11-22 22:00:00
1319,0.0,0.466,0.0,None,2021-11-22 23:00:00
1320,0.0,0.411,0.0,None,2021-11-23 00:00:00
1321,0.0,0.374,0.0,None,2021-11-23 01:00:00
1322,0.0,0.373,0.0,None,2021-11-23 02:00:00
1323,0.0,0.33,0.0,None,2021-11-23 03:00:00
1324,0.0,0.202,0.0,None,2021-11-23 04:00:00
1325,0.0,0.26,0.0,None,2021-11-23 05:00:00
1326,0.0,0.257,0.0,None,2021-11-23 06:00:00
1327,0.0,1.063,0.001,None,2021-11-23 07:00:00
1328,0.472,0.0,0.074,None,2021-11-23 08:00:00
1329,0.265,0.0,0.308,Medium,2021-11-23 09:00:00
1330,0.0,0.0,0.267,High,2021-11-23 10:00:00
1331,0.0,0.0,0.262,Very High,2021-11-23 11:00:00
1332,0.0,0.0,0.258,Very High,2021-11-23 12:00:00
1333,0.0,0.0,0.255,High,2021-11-23 13:00:00
1334,0.0,0.0,0.259,High,2021-11-23 14:00:00
1335,0.034,0.0,0.332,Low,2021-11-23 15:00:00
1336,0.225,0.0,0.026,None,2021-11-23 16:00:00
1337,0.259,0.0,0.0,None,2021-11-23 17:00:00
1338,0.308,0.0,0.0,None,2021-11-23 18:00:00
1339,0.992,0.0,0.0,None,2021-11-23 19:00:00
1340,0.629,0.0,0.0,None,2021-11-23 20:00:00
1341,0.462,0.0,0.0,None,2021-11-23 21:00:00
1342,0.0,0.43,0.0,None,2021-11-23 22:00:00
1343,0.0,0.407,0.0,None,2021-11-23 23:00:00
1344,0.0,0.326,0.0,None,2021-11-24 00:00:00
1345,0.0,0.248,0.0,None,2021-11-24 01:00:00
1346,0.0,0.236,0.0,None,2021-11-24 02:00:00
1347,0.0,0.246,0.0,None,2021-11-24 03:00:00
1348,0.0,0.235,0.0,None,2021-11-24 04:00:00
1349,0.0,0.233,0.0,None,2021-11-24 05:00:00
1350,0.0,0.23,0.0,None,2021-11-24 06:00:00
1351,0.0,1.216,0.007,None,2021-11-24 07:00:00
1352,0.74,0.0,0.298,Low,2021-11-24 08:00:00
1353,0.0,0.0,0.236,High,2021-11-24 09:00:00
1354,0.031,0.0,0.286,Medium,2021-11-24 10:00:00
1355,0.006,0.0,0.231,Medium,2021-11-24 11:00:00
1356,0.026,0.0,0.213,Low,2021-11-24 12:00:00
1357,0.04,0.0,0.203,None,2021-11-24 13:00:00
1358,0.07,0.0,0.223,Low,2021-11-24 14:00:00
1359,0.107,0.0,0.118,None,2021-11-24 15:00:00
1360,0.179,0.0,0.044,None,2021-11-24 16:00:00
1361,0.516,0.0,0.0,None,2021-11-24 17:00:00
1362,1.468,0.0,0.0,None,2021-11-24 18:00:00
1363,0.776,0.0,0.0,None,2021-11-24 19:00:00
1364,0.475,0.0,0.0,None,2021-11-24 20:00:00
1365,0.396,0.0,0.0,None,2021-11-24 21:00:00
1366,0.0,0.334,0.0,None,2021-11-24 22:00:00
1367,0.0,0.467,0.0,None,2021-11-24 23:00:00
1368,0.0,2.362,0.0,None,2021-11-25 00:00:00
1369,0.0,0.435,0.0,None,2021-11-25 01:00:00
1370,0.0,0.279,0.0,None,2021-11-25 02:00:00
1371,0.0,0.243,0.0,None,2021-11-25 03:00:00
1372,0.0,0.267,0.0,None,2021-11-25 04:00:00
1373,0.0,0.233,0.0,None,2021-11-25 05:00:00
1374,0.0,0.265,0.0,None,2021-11-25 06:00:00
1375,0.0,1.34,0.002,None,2021-11-25 07:00:00
1376,0.457,0.0,0.028,None,2021-11-25 08:00:00
1377,0.052,0.0,0.178,Low,2021-11-25 09:00:00
1378,0.011,0.0,0.252,Low,2021-11-25 10:00:00
1379,0.023,0.0,0.431,Medium,2021-11-25 11:00:00
1380,0.234,0.0,0.434,High,2021-11-25 12:00:00
1381,0.0,0.0,0.239,High,2021-11-25 13:00:00
1382,0.0,0.0,0.268,High,2021-11-25 14:00:00
1383,0.001,0.0,0.229,Medium,2021-11-25 15:00:00
1384,0.244,0.0,0.018,None,2021-11-25 16:00:00
1385,0.307,0.0,0.0,None,2021-11-25 17:00:00
1386,0.288,0.0,0.0,None,2021-11-25 18:00:00
1387,0.365,0.0,0.0,None,2021-11-25 19:00:00
1388,0.378,0.0,0.0,None,2021-11-25 20:00:00
1389,0.374,0.0,0.0,None,2021-11-25 21:00:00
1390,0.0,0.866,0.0,None,2021-11-25 22:00:00
1391,0.0,0.555,0.0,None,2021-11-25 23:00:00
1392,0.0,0.284,0.0,None,2021-11-26 00:00:00
1393,0.0,0.3,0.0,None,2021-11-26 01:00:00
1394,0.0,0.383,0.0,None,2021-11-26 02:00:00
1395,0.0,0.301,0.0,None,2021-11-26 03:00:00
1396,0.0,0.241,0.0,None,2021-11-26 04:00:00
1397,0.0,0.293,0.0,None,2021-11-26 05:00:00
1398,0.0,0.293,0.0,None,2021-11-26 06:00:00
1399,0.0,1.513,0.0,None,2021-11-26 07:00:00
1400,1.062,0.0,0.283,None,2021-11-26 08:00:00
1401,0.006,0.0,0.345,High,2021-11-26 09:00:00
1402,0.0,0.0,0.383,High,2021-11-26 10:00:00
1403,0.0,0.0,0.287,Very High,2021-11-26 11:00:00
1404,0.053,0.0,0.504,High,2021-11-26 12:00:00
1405,0.0,0.0,0.287,High,2021-11-26 13:00:00
1406,0.211,0.0,0.331,Medium,2021-11-26 14:00:00
1407,0.098,0.0,0.239,Low,2021-11-26 15:00:00
1408,0.389,0.0,0.037,None,2021-11-26 16:00:00
1409,0.414,0.0,0.0,None,2021-11-26 17:00:00
