,Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
1554,2021-11-04 18:00:00,11.86,11.01,11.82,12.88,1021,73,3.25,0,sky is clear
1555,2021-11-04 19:00:00,10.71,9.79,10.7,11.78,1022,75,3.27,0,sky is clear
1556,2021-11-04 20:00:00,10.68,9.71,9.72,11.21,1023,73,3.44,0,sky is clear
1557,2021-11-04 21:00:00,9.6,7.8,9.59,10.67,1023,76,3.41,0,sky is clear
1558,2021-11-04 22:00:00,10.13,9.16,8.9,10.15,1024,75,3.2,0,sky is clear
1559,2021-11-04 23:00:00,9.56,7.99,8.72,9.59,1024,77,2.99,0,sky is clear
1560,2021-11-05 00:00:00,8.96,7.51,7.72,9.04,1024,76,2.61,0,sky is clear
1561,2021-11-05 01:00:00,8.38,6.82,6.72,8.68,1024,80,2.62,0,sky is clear
1562,2021-11-05 02:00:00,7.93,6.33,7.57,7.93,1025,82,2.55,0,sky is clear
1563,2021-11-05 03:00:00,8.31,6.78,5.72,8.48,1025,80,2.55,0,sky is clear
1564,2021-11-05 04:00:00,7.85,6.18,6.72,8.12,1025,80,2.63,0,sky is clear
1565,2021-11-05 05:00:00,7.27,5.62,5.72,7.57,1025,81,2.46,0,sky is clear
1566,2021-11-05 06:00:00,8.32,7.02,6.21,8.48,1026,78,2.26,0,sky is clear
1567,2021-11-05 07:00:00,8.21,7.05,4.72,8.48,1026,77,2.06,0,sky is clear
1568,2021-11-05 08:00:00,8.8,7.53,5.66,9.04,1027,74,2.32,0,sky is clear
1569,2021-11-05 09:00:00,11.59,10.53,7.72,11.82,1028,66,2.57,0,sky is clear
1570,2021-11-05 10:00:00,11.72,10.83,10.57,11.82,1028,72,3.09,0,sky is clear
1571,2021-11-05 11:00:00,13.43,12.5,12.01,13.48,1028,64,2.96,1,sky is clear
1572,2021-11-05 12:00:00,14.55,13.71,13.12,14.59,1028,63,2.98,2,sky is clear
1573,2021-11-05 13:00:00,15.75,14.92,13.12,17.88,1027,59,3.06,1,sky is clear
1574,2021-11-05 14:00:00,15.71,14.77,15.57,16.77,1027,55,3.4,16,few clouds
1575,2021-11-05 15:00:00,15.2,14.21,15.15,16.72,1026,55,3.91,60,broken clouds
1576,2021-11-05 16:00:00,14.63,13.69,14.59,15.72,1026,59,3.23,39,scattered clouds
1577,2021-11-05 17:00:00,13.6,12.61,12.01,15.1,1026,61,3.0,13,few clouds
1578,2021-11-05 18:00:00,12.89,11.91,10.9,13.43,1027,64,3.61,9,sky is clear
1579,2021-11-05 19:00:00,11.59,10.68,10.72,12.88,1027,72,3.67,6,sky is clear
1580,2021-11-05 20:00:00,11.14,10.29,10.34,11.77,1028,76,3.53,0,sky is clear
1581,2021-11-05 21:00:00,10.04,9.16,9.72,11.12,1028,79,3.3,0,sky is clear
1582,2021-11-05 22:00:00,10.63,9.6,9.72,10.7,1028,71,2.98,0,sky is clear
1583,2021-11-05 23:00:00,8.68,7.08,7.72,10.11,1029,81,2.76,0,sky is clear
1584,2021-11-06 00:00:00,9.57,8.33,8.99,9.59,1028,77,2.48,2,sky is clear
1585,2021-11-06 01:00:00,9.57,8.52,8.99,9.59,1029,78,2.21,0,sky is clear
1586,2021-11-06 02:00:00,8.97,7.83,7.72,9.04,1029,79,2.2,0,sky is clear
1587,2021-11-06 03:00:00,8.91,7.81,6.72,9.04,1029,78,2.14,0,sky is clear
1588,2021-11-06 04:00:00,9.35,8.27,5.72,9.59,1029,76,2.2,0,sky is clear
1589,2021-11-06 05:00:00,8.9,7.72,5.9,9.04,1029,77,2.23,0,sky is clear
1590,2021-11-06 06:00:00,8.76,7.53,3.72,9.04,1030,77,2.26,0,sky is clear
1591,2021-11-06 07:00:00,8.24,6.8,3.72,8.48,1030,77,2.42,0,sky is clear
1592,2021-11-06 08:00:00,9.02,7.28,7.88,9.04,1030,78,3.09,1,sky is clear
1593,2021-11-06 09:00:00,10.13,9.1,9.54,10.67,1031,73,2.47,1,sky is clear
1594,2021-11-06 10:00:00,11.82,10.78,11.12,11.82,1031,66,1.68,0,sky is clear
1595,2021-11-06 11:00:00,12.37,11.23,12.23,12.89,1031,60,1.67,0,sky is clear
1596,2021-11-06 12:00:00,13.5,12.34,13.48,14.54,1031,55,1.44,0,sky is clear
1597,2021-11-06 13:00:00,14.6,13.4,14.55,15.1,1030,49,1.16,0,sky is clear
1598,2021-11-06 14:00:00,15.16,13.93,14.23,15.72,1030,46,1.22,0,sky is clear
1599,2021-11-06 15:00:00,15.11,13.88,14.54,15.15,1029,46,1.16,6,sky is clear
1600,2021-11-06 16:00:00,15.09,13.88,13.72,15.67,1029,47,0.58,60,broken clouds
1601,2021-11-06 17:00:00,14.01,12.82,12.72,15.11,1028,52,1.34,83,broken clouds
1602,2021-11-06 18:00:00,12.86,11.77,10.72,13.99,1029,60,2.0,64,broken clouds
1603,2021-11-06 19:00:00,11.8,10.55,9.79,12.88,1029,58,1.76,10,sky is clear
1604,2021-11-06 20:00:00,9.74,9.06,8.68,11.22,1030,83,1.8,2,sky is clear
1605,2021-11-06 21:00:00,9.2,8.14,7.57,11.22,1030,87,2.15,29,scattered clouds
1606,2021-11-06 22:00:00,9.25,8.17,6.45,10.67,1030,89,2.18,21,few clouds
1607,2021-11-06 23:00:00,8.54,7.65,5.9,10.67,1030,91,1.83,53,broken clouds
1608,2021-11-07 00:00:00,8.2,7.21,5.9,9.55,1029,92,1.88,0,sky is clear
1609,2021-11-07 01:00:00,7.21,5.98,5.34,7.88,1029,92,1.96,0,sky is clear
1610,2021-11-07 02:00:00,7.6,6.43,7.32,7.79,1028,89,1.96,0,sky is clear
1611,2021-11-07 03:00:00,6.32,4.88,4.79,8.9,1028,89,2.03,0,sky is clear
1612,2021-11-07 04:00:00,6.08,4.63,4.79,8.34,1028,91,2.0,0,sky is clear
1613,2021-11-07 05:00:00,5.51,3.97,4.23,8.34,1028,92,1.99,0,sky is clear
1614,2021-11-07 06:00:00,4.51,2.76,3.72,8.34,1028,92,2.04,0,sky is clear
1615,2021-11-07 07:00:00,5.54,3.87,4.72,8.34,1028,93,2.13,0,sky is clear
1616,2021-11-07 08:00:00,9.44,8.17,4.72,9.59,1028,69,2.49,0,sky is clear
1617,2021-11-07 09:00:00,12.29,11.25,9.54,12.37,1028,64,2.01,0,sky is clear
1618,2021-11-07 10:00:00,12.38,11.37,12.33,12.88,1028,65,1.3,0,sky is clear
1619,2021-11-07 11:00:00,15.1,14.18,12.79,15.15,1028,58,1.36,0,sky is clear
1620,2021-11-07 12:00:00,16.2,15.23,14.45,16.26,1027,52,1.76,0,sky is clear
1621,2021-11-07 13:00:00,16.76,15.93,14.72,16.82,1026,55,1.58,0,sky is clear
1622,2021-11-07 14:00:00,17.74,16.93,14.72,17.93,1025,52,1.08,0,sky is clear
1623,2021-11-07 15:00:00,16.71,15.85,14.72,17.79,1025,54,1.09,2,sky is clear
1624,2021-11-07 16:00:00,16.65,15.83,13.72,17.79,1024,56,1.23,48,scattered clouds
1625,2021-11-07 17:00:00,15.52,14.69,12.72,15.7,1025,60,1.54,86,overcast clouds
1626,2021-11-07 18:00:00,14.35,13.56,10.72,14.59,1025,66,1.68,94,overcast clouds
1627,2021-11-07 19:00:00,13.81,13.02,10.72,14.04,1025,68,1.68,76,broken clouds
1628,2021-11-07 20:00:00,10.65,9.86,9.72,12.33,1025,80,1.74,76,broken clouds
1629,2021-11-07 21:00:00,11.05,10.46,10.34,12.89,1025,86,1.63,58,broken clouds
1630,2021-11-07 22:00:00,12.68,11.7,8.72,13.44,1025,65,1.72,100,overcast clouds
1631,2021-11-07 23:00:00,11.45,10.87,9.79,12.33,1025,85,1.61,99,overcast clouds
1632,2021-11-08 00:00:00,11.7,11.09,9.79,12.79,1025,83,1.71,99,overcast clouds
1633,2021-11-08 01:00:00,12.26,11.32,9.23,12.37,1024,68,1.87,88,overcast clouds
1634,2021-11-08 02:00:00,12.68,11.67,8.68,12.93,1024,64,1.96,85,overcast clouds
1635,2021-11-08 03:00:00,10.03,9.33,8.68,12.23,1024,86,2.23,65,broken clouds
1636,2021-11-08 04:00:00,10.03,9.36,8.68,12.23,1023,87,2.11,26,scattered clouds
1637,2021-11-08 05:00:00,11.73,10.73,8.72,12.23,1023,68,1.93,60,broken clouds
1638,2021-11-08 06:00:00,12.31,11.37,10.72,12.37,1023,68,1.75,48,scattered clouds
1639,2021-11-08 07:00:00,12.14,11.16,8.68,12.37,1023,67,1.85,75,broken clouds
1640,2021-11-08 08:00:00,11.78,10.87,10.66,11.82,1023,71,2.06,87,overcast clouds
1641,2021-11-08 09:00:00,13.4,12.49,10.66,13.48,1023,65,2.1,76,broken clouds
1642,2021-11-08 10:00:00,12.92,12.12,12.23,13.44,1024,71,1.25,56,broken clouds
1643,2021-11-08 11:00:00,16.22,15.65,13.99,16.26,1023,67,0.76,15,few clouds
1644,2021-11-08 12:00:00,16.75,16.07,15.01,17.57,1023,61,0.3,13,few clouds
1645,2021-11-08 13:00:00,18.34,17.8,16.72,18.68,1022,60,0.63,8,sky is clear
1646,2021-11-08 14:00:00,18.95,18.47,17.72,20.34,1022,60,1.09,42,scattered clouds
1647,2021-11-08 15:00:00,18.89,18.43,16.72,20.34,1021,61,1.58,63,broken clouds
1648,2021-11-08 16:00:00,18.31,17.76,15.72,19.79,1021,60,1.37,44,scattered clouds
1649,2021-11-08 17:00:00,17.73,17.2,14.72,18.68,1021,63,1.58,18,few clouds
1650,2021-11-08 18:00:00,16.21,15.66,15.01,17.01,1021,68,1.87,21,few clouds
1651,2021-11-08 19:00:00,15.64,15.06,13.9,15.9,1021,69,1.53,18,few clouds
1652,2021-11-08 20:00:00,15.6,15.07,13.34,15.7,1021,71,1.68,16,few clouds
1653,2021-11-08 21:00:00,14.86,14.31,10.72,15.15,1021,73,1.94,13,few clouds
1654,2021-11-08 22:00:00,13.95,13.46,11.77,14.04,1021,79,1.94,0,sky is clear
1655,2021-11-08 23:00:00,14.9,14.43,10.72,15.15,1021,76,1.95,4,sky is clear
1656,2021-11-09 00:00:00,14.88,14.38,9.72,15.15,1020,75,1.87,8,sky is clear
1657,2021-11-09 01:00:00,10.88,10.48,10.72,12.23,1020,94,1.78,19,few clouds
1658,2021-11-09 02:00:00,9.93,9.47,9.72,11.68,1020,93,1.6,29,scattered clouds
1659,2021-11-09 03:00:00,11.78,11.44,10.9,12.23,1020,93,1.71,44,scattered clouds
1660,2021-11-09 04:00:00,9.99,9.25,9.72,12.23,1019,94,1.92,18,few clouds
1661,2021-11-09 05:00:00,8.27,7.04,7.72,12.79,1019,95,2.16,8,sky is clear
1662,2021-11-09 06:00:00,10.11,9.6,9.72,13.34,1019,93,2.01,11,few clouds
1663,2021-11-09 07:00:00,9.75,8.99,8.72,13.34,1019,96,1.9,2,sky is clear
1664,2021-11-09 08:00:00,7.94,6.59,7.72,13.44,1020,95,2.24,0,sky is clear
1665,2021-11-09 09:00:00,16.71,16.19,12.72,16.82,1020,67,2.08,0,sky is clear
1666,2021-11-09 10:00:00,17.86,17.42,14.54,17.93,1020,66,1.84,0,sky is clear
1667,2021-11-09 11:00:00,19.01,18.56,17.32,19.04,1019,61,1.7,0,sky is clear
1668,2021-11-09 12:00:00,20.13,19.69,18.9,20.15,1019,57,1.88,0,sky is clear
1669,2021-11-09 13:00:00,20.69,20.41,20.01,20.72,1018,61,1.82,0,sky is clear
1670,2021-11-09 14:00:00,20.67,20.33,19.23,21.22,1018,59,1.32,0,sky is clear
1671,2021-11-09 15:00:00,20.58,20.21,18.72,21.12,1017,58,0.55,0,sky is clear
1672,2021-11-09 16:00:00,20.57,20.33,18.72,20.7,1017,63,0.66,0,sky is clear
1673,2021-11-09 17:00:00,19.59,19.33,18.68,19.59,1017,66,1.24,0,sky is clear
1674,2021-11-09 18:00:00,17.93,17.61,17.57,17.93,1017,70,1.35,0,sky is clear
1675,2021-11-09 19:00:00,17.34,16.85,15.34,17.37,1017,66,1.42,0,sky is clear
1676,2021-11-09 20:00:00,16.8,16.23,14.23,16.82,1017,65,1.8,0,sky is clear
1677,2021-11-09 21:00:00,13.11,12.8,10.72,16.78,1018,89,1.69,0,sky is clear
1678,2021-11-09 22:00:00,12.33,12.02,9.72,16.22,1018,92,1.73,0,sky is clear
1679,2021-11-09 23:00:00,12.89,12.64,11.45,15.67,1018,92,1.64,0,sky is clear
1680,2021-11-10 00:00:00,12.09,11.78,11.72,13.9,1018,93,1.53,0,sky is clear
1681,2021-11-10 01:00:00,12.6,12.32,12.23,12.72,1017,92,1.54,0,sky is clear
1682,2021-11-10 02:00:00,10.88,10.45,10.72,13.34,1017,93,1.67,0,sky is clear
1683,2021-11-10 03:00:00,10.7,10.28,10.66,13.34,1017,94,1.93,0,sky is clear
1684,2021-11-10 04:00:00,8.8,7.69,8.09,12.79,1017,94,2.12,0,sky is clear
1685,2021-11-10 05:00:00,12.24,11.9,11.21,12.79,1017,91,2.25,17,few clouds
1686,2021-11-10 06:00:00,12.24,11.87,11.21,12.72,1018,90,2.24,19,few clouds
1687,2021-11-10 07:00:00,11.56,11.12,11.21,12.23,1018,90,2.15,0,sky is clear
1688,2021-11-10 08:00:00,13.94,13.11,10.66,14.04,1019,66,2.42,0,sky is clear
1689,2021-11-10 09:00:00,15.67,14.86,13.9,15.7,1019,60,2.34,0,sky is clear
1690,2021-11-10 10:00:00,16.76,15.95,14.54,16.82,1020,56,2.09,0,sky is clear
1691,2021-11-10 11:00:00,18.44,17.72,16.68,18.48,1019,53,1.63,0,sky is clear
1692,2021-11-10 12:00:00,19.55,18.89,17.79,19.59,1019,51,1.31,0,sky is clear
1693,2021-11-10 13:00:00,19.58,18.98,18.72,20.66,1019,53,1.04,0,sky is clear
1694,2021-11-10 14:00:00,20.14,19.49,18.68,20.15,1018,49,1.26,4,sky is clear
1695,2021-11-10 15:00:00,19.06,18.27,18.68,19.54,1018,48,1.52,9,sky is clear
1696,2021-11-10 16:00:00,19.0,18.34,17.89,19.04,1018,53,1.06,15,few clouds
1697,2021-11-10 17:00:00,17.82,17.17,15.72,18.43,1018,58,0.88,29,scattered clouds
1698,2021-11-10 18:00:00,16.14,15.64,13.72,16.77,1018,70,0.93,38,scattered clouds
1699,2021-11-10 19:00:00,15.12,14.65,13.9,15.15,1019,75,1.03,27,scattered clouds
1700,2021-11-10 20:00:00,14.55,14.02,13.12,14.59,1019,75,0.95,19,few clouds
1701,2021-11-10 21:00:00,13.9,13.46,11.72,14.04,1019,81,1.45,3,sky is clear
1702,2021-11-10 22:00:00,13.99,13.53,12.01,14.04,1019,80,1.49,72,broken clouds
1703,2021-11-10 23:00:00,13.81,13.26,10.72,14.04,1019,77,1.61,80,broken clouds
1704,2021-11-11 00:00:00,13.79,13.31,10.72,14.04,1019,80,1.45,85,overcast clouds
1705,2021-11-11 01:00:00,13.81,13.26,10.34,14.04,1019,77,1.22,77,broken clouds
1706,2021-11-11 02:00:00,13.22,12.58,9.72,13.48,1019,76,1.24,85,overcast clouds
1707,2021-11-11 03:00:00,12.78,12.18,9.23,12.93,1019,79,1.42,81,broken clouds
1708,2021-11-11 04:00:00,12.29,11.69,8.68,12.37,1019,81,1.76,72,broken clouds
1709,2021-11-11 05:00:00,11.82,11.2,8.72,11.82,1019,82,1.94,82,broken clouds
1710,2021-11-11 06:00:00,12.37,11.78,7.72,12.37,1019,81,2.0,97,overcast clouds
1711,2021-11-11 07:00:00,12.37,11.75,7.72,12.37,1020,80,2.1,100,overcast clouds
1712,2021-11-11 08:00:00,12.93,12.32,7.72,12.93,1020,78,1.97,62,broken clouds
1713,2021-11-11 09:00:00,15.15,14.6,11.72,15.15,1021,72,1.42,9,sky is clear
1714,2021-11-11 10:00:00,16.7,16.23,12.79,16.82,1021,69,1.04,0,sky is clear
1715,2021-11-11 11:00:00,16.81,16.37,15.01,16.82,1021,70,0.56,0,sky is clear
1716,2021-11-11 12:00:00,16.82,16.44,15.72,19.54,1020,72,0.18,0,sky is clear
1717,2021-11-11 13:00:00,17.91,17.53,15.72,20.66,1020,68,1.0,0,sky is clear
1718,2021-11-11 14:00:00,17.97,17.65,17.57,18.99,1019,70,1.95,0,sky is clear
1719,2021-11-11 15:00:00,17.92,17.65,17.33,17.93,1019,72,1.95,0,sky is clear
1720,2021-11-11 16:00:00,17.21,16.89,14.72,17.57,1019,73,1.65,1,sky is clear
1721,2021-11-11 17:00:00,16.24,16.01,15.11,16.45,1019,80,1.7,1,sky is clear
1722,2021-11-11 18:00:00,14.48,14.2,12.72,14.79,1019,85,1.76,1,sky is clear
1723,2021-11-11 19:00:00,13.39,13.11,11.72,13.48,1020,89,1.62,0,sky is clear
1724,2021-11-11 20:00:00,12.8,12.49,10.72,12.93,1020,90,1.66,0,sky is clear
1725,2021-11-11 21:00:00,11.82,11.46,11.12,12.33,1020,92,2.29,7,sky is clear
1726,2021-11-11 22:00:00,11.76,11.39,9.72,11.82,1020,92,1.94,64,broken clouds
1727,2021-11-11 23:00:00,11.73,11.39,8.72,11.82,1020,93,1.77,71,broken clouds
1728,2021-11-12 00:00:00,11.77,11.43,9.72,11.82,1020,93,1.2,66,broken clouds
1729,2021-11-12 01:00:00,11.17,10.77,8.72,11.26,1020,93,1.52,45,scattered clouds
1730,2021-11-12 02:00:00,11.25,10.86,8.72,11.26,1020,93,1.56,1,sky is clear
1731,2021-11-12 03:00:00,11.71,11.36,8.72,11.82,1019,93,1.65,0,sky is clear
1732,2021-11-12 04:00:00,11.17,10.77,8.72,11.26,1019,93,1.64,0,sky is clear
1733,2021-11-12 05:00:00,11.17,10.72,8.34,11.26,1019,91,1.77,1,sky is clear
1734,2021-11-12 06:00:00,10.6,10.04,7.72,10.7,1019,89,1.35,2,sky is clear
1735,2021-11-12 07:00:00,9.53,9.1,7.72,9.59,1020,89,1.51,2,sky is clear
1736,2021-11-12 08:00:00,10.09,9.4,7.72,10.15,1020,86,1.62,1,sky is clear
1737,2021-11-12 09:00:00,13.48,13.02,8.72,13.48,1020,82,1.64,1,sky is clear
1738,2021-11-12 10:00:00,14.04,13.61,9.72,14.04,1020,81,1.03,0,sky is clear
1739,2021-11-12 11:00:00,15.09,14.72,12.72,15.15,1020,79,0.63,0,sky is clear
1740,2021-11-12 12:00:00,16.19,15.74,13.72,16.26,1019,72,0.65,20,few clouds
1741,2021-11-12 13:00:00,17.4,16.87,16.12,18.43,1019,64,0.56,1,sky is clear
1742,2021-11-12 14:00:00,17.93,17.45,17.23,19.23,1018,64,1.23,2,sky is clear
1743,2021-11-12 15:00:00,17.8,17.33,15.72,18.68,1018,65,1.83,46,scattered clouds
1744,2021-11-12 16:00:00,17.73,17.28,14.72,18.12,1018,66,1.78,6,sky is clear
1745,2021-11-12 17:00:00,16.61,16.21,13.72,17.01,1018,72,1.72,12,few clouds
1746,2021-11-12 18:00:00,14.95,14.59,11.72,15.15,1019,80,1.8,4,sky is clear
1747,2021-11-12 19:00:00,14.54,14.14,12.79,14.59,1019,80,1.83,0,sky is clear
1748,2021-11-12 20:00:00,14.29,13.92,9.72,14.59,1019,82,2.21,0,sky is clear
1749,2021-11-12 21:00:00,13.25,12.82,9.72,13.48,1019,84,2.06,0,sky is clear
1750,2021-11-12 22:00:00,11.12,10.66,10.34,12.33,1019,91,1.99,0,sky is clear
1751,2021-11-12 23:00:00,10.34,9.78,9.23,11.78,1019,90,2.01,0,sky is clear
1752,2021-11-13 00:00:00,9.21,8.34,8.72,11.22,1019,89,1.92,0,sky is clear
1753,2021-11-13 01:00:00,8.48,7.55,7.72,11.68,1020,89,1.86,0,sky is clear
1754,2021-11-13 02:00:00,8.3,7.22,7.72,12.23,1019,90,1.99,0,sky is clear
1755,2021-11-13 03:00:00,8.92,7.76,6.72,10.01,1019,91,2.21,4,sky is clear
1756,2021-11-13 04:00:00,8.71,7.41,6.72,10.57,1019,92,2.35,2,sky is clear
1757,2021-11-13 05:00:00,8.5,7.11,7.72,10.57,1019,94,2.41,17,few clouds
1758,2021-11-13 06:00:00,8.35,6.94,6.72,10.57,1019,95,2.41,17,few clouds
1759,2021-11-13 07:00:00,7.44,5.88,6.72,10.57,1020,95,2.39,16,few clouds
1760,2021-11-13 08:00:00,13.28,12.54,7.72,13.48,1020,72,2.57,5,sky is clear
1761,2021-11-13 09:00:00,12.66,12.31,11.22,12.79,1021,89,2.35,0,sky is clear
1762,2021-11-13 10:00:00,16.77,16.2,13.44,16.82,1021,65,2.22,0,sky is clear
1763,2021-11-13 11:00:00,18.44,17.91,16.12,18.48,1021,60,1.61,0,sky is clear
1764,2021-11-13 12:00:00,19.56,18.98,17.79,19.59,1020,54,1.09,1,sky is clear
1765,2021-11-13 13:00:00,19.55,19.15,17.72,20.66,1020,61,0.52,1,sky is clear
1766,2021-11-13 14:00:00,20.14,19.65,19.54,20.67,1019,55,0.68,4,sky is clear
1767,2021-11-13 15:00:00,19.49,18.93,17.72,20.57,1019,55,1.2,14,few clouds
1768,2021-11-13 16:00:00,19.48,18.97,17.72,20.01,1019,57,1.3,5,sky is clear
1769,2021-11-13 17:00:00,18.46,17.98,17.33,18.48,1019,62,1.44,2,sky is clear
1770,2021-11-13 18:00:00,17.18,16.76,13.72,17.37,1019,69,1.59,0,sky is clear
1771,2021-11-13 19:00:00,16.19,15.74,13.68,16.26,1020,72,2.0,0,sky is clear
1772,2021-11-13 20:00:00,15.41,14.94,10.72,15.7,1019,74,2.18,0,sky is clear
1773,2021-11-13 21:00:00,14.88,14.46,10.72,15.15,1020,78,1.81,0,sky is clear
1774,2021-11-13 22:00:00,11.41,11.03,9.72,13.9,1020,93,1.98,28,scattered clouds
1775,2021-11-13 23:00:00,10.81,10.37,9.72,14.0,1020,93,1.9,50,scattered clouds
1776,2021-11-14 00:00:00,10.14,9.59,8.72,14.0,1020,91,1.9,36,scattered clouds
1777,2021-11-14 01:00:00,10.72,10.2,9.72,13.34,1020,90,2.25,13,few clouds
1778,2021-11-14 02:00:00,13.91,13.26,9.72,14.04,1019,73,2.65,5,sky is clear
1779,2021-11-14 03:00:00,9.86,8.35,8.72,12.79,1020,92,2.99,17,few clouds
1780,2021-11-14 04:00:00,9.86,8.34,8.72,12.32,1020,91,3.0,17,few clouds
1781,2021-11-14 05:00:00,12.81,12.08,8.72,12.93,1019,74,3.06,18,few clouds
1782,2021-11-14 06:00:00,9.0,7.27,7.72,12.23,1020,91,3.07,0,sky is clear
1783,2021-11-14 07:00:00,8.14,6.41,6.72,11.68,1020,92,2.8,2,sky is clear
1784,2021-11-14 08:00:00,8.14,6.26,6.72,11.68,1020,90,3.03,0,sky is clear
1785,2021-11-14 09:00:00,10.61,10.08,9.72,13.34,1020,90,2.79,0,sky is clear
1786,2021-11-14 10:00:00,16.22,15.49,14.54,16.26,1021,61,2.44,0,sky is clear
1787,2021-11-14 11:00:00,17.94,17.36,16.12,18.72,1021,60,1.69,0,sky is clear
1788,2021-11-14 12:00:00,17.96,17.3,17.79,18.72,1020,57,0.78,0,sky is clear
1789,2021-11-14 13:00:00,19.55,19.0,17.72,20.66,1020,55,0.34,1,sky is clear
1790,2021-11-14 14:00:00,20.03,19.45,17.72,20.67,1019,52,1.11,6,sky is clear
1791,2021-11-14 15:00:00,19.04,18.33,18.9,19.79,1019,51,1.55,11,few clouds
1792,2021-11-14 16:00:00,19.0,18.29,17.89,19.23,1019,51,1.3,2,sky is clear
1793,2021-11-14 17:00:00,17.9,17.21,15.67,17.93,1019,56,1.86,0,sky is clear
1794,2021-11-14 18:00:00,13.0,12.52,10.72,16.21,1019,83,1.85,0,sky is clear
1795,2021-11-14 19:00:00,15.08,14.45,12.57,15.15,1020,69,1.76,0,sky is clear
1796,2021-11-14 20:00:00,13.79,13.18,9.72,14.04,1020,75,1.99,0,sky is clear
1797,2021-11-14 21:00:00,13.94,13.32,10.9,14.04,1020,74,1.94,0,sky is clear
1798,2021-11-14 22:00:00,13.67,13.0,8.72,14.04,1021,73,2.32,0,sky is clear
1799,2021-11-14 23:00:00,12.66,11.97,8.72,12.93,1021,76,2.35,0,sky is clear
1800,2021-11-15 00:00:00,8.03,6.76,7.72,10.57,1020,88,2.16,0,sky is clear
1801,2021-11-15 01:00:00,7.08,5.66,6.72,10.01,1021,88,2.14,0,sky is clear
1802,2021-11-15 02:00:00,5.17,3.37,4.72,9.23,1020,87,2.2,0,sky is clear
1803,2021-11-15 03:00:00,7.78,6.41,5.72,9.23,1020,86,2.23,0,sky is clear
1804,2021-11-15 04:00:00,7.51,6.12,4.72,9.23,1020,88,2.19,0,sky is clear
1805,2021-11-15 05:00:00,10.42,9.21,4.72,10.7,1020,65,2.26,0,sky is clear
1806,2021-11-15 06:00:00,7.06,5.4,6.45,9.23,1020,89,2.43,2,sky is clear
1807,2021-11-15 07:00:00,5.94,3.94,5.72,8.68,1020,89,2.59,2,sky is clear
1808,2021-11-15 08:00:00,7.01,4.91,6.72,8.12,1021,88,3.02,2,sky is clear
1809,2021-11-15 09:00:00,13.21,12.28,8.72,13.48,1022,65,3.23,0,sky is clear
1810,2021-11-15 10:00:00,14.46,13.66,10.9,14.59,1022,65,2.93,0,sky is clear
1811,2021-11-15 11:00:00,15.58,14.79,12.57,15.7,1022,61,2.63,0,sky is clear
1812,2021-11-15 12:00:00,16.8,16.05,15.57,17.32,1021,58,2.19,0,sky is clear
1813,2021-11-15 13:00:00,16.86,16.12,16.68,17.88,1021,58,1.93,0,sky is clear
1814,2021-11-15 14:00:00,16.87,16.1,15.9,17.72,1021,57,1.96,0,sky is clear
1815,2021-11-15 15:00:00,16.82,16.02,16.72,17.33,1020,56,2.2,3,sky is clear
1816,2021-11-15 16:00:00,16.8,16.0,15.9,17.33,1020,56,1.34,18,few clouds
1817,2021-11-15 17:00:00,16.18,15.45,14.72,16.26,1020,61,2.06,25,scattered clouds
1818,2021-11-15 18:00:00,15.07,14.25,13.12,15.67,1020,62,2.05,64,broken clouds
1819,2021-11-15 19:00:00,14.42,13.61,11.72,14.59,1021,65,2.24,95,overcast clouds
1820,2021-11-15 20:00:00,13.87,13.06,10.72,14.55,1021,67,2.39,98,overcast clouds
1821,2021-11-15 21:00:00,13.3,12.51,9.72,14.0,1021,70,2.18,99,overcast clouds
1822,2021-11-15 22:00:00,13.31,12.55,10.34,13.48,1021,71,2.24,96,overcast clouds
1823,2021-11-15 23:00:00,13.25,12.46,9.72,13.48,1021,70,2.08,97,overcast clouds
1824,2021-11-16 00:00:00,13.25,12.41,9.72,13.48,1021,68,2.21,97,overcast clouds
1825,2021-11-16 01:00:00,12.79,11.9,10.34,12.93,1021,68,2.43,100,overcast clouds
1826,2021-11-16 02:00:00,11.68,10.76,8.72,12.23,1021,71,2.49,92,overcast clouds
1827,2021-11-16 03:00:00,12.15,11.25,8.72,12.37,1021,70,2.48,86,overcast clouds
1828,2021-11-16 04:00:00,11.78,10.89,10.34,11.82,1021,72,2.45,35,scattered clouds
1829,2021-11-16 05:00:00,11.7,10.83,9.54,11.82,1021,73,2.46,67,broken clouds
1830,2021-11-16 06:00:00,11.18,10.31,9.54,11.26,1021,75,2.48,66,broken clouds
1831,2021-11-16 07:00:00,10.09,9.43,6.45,10.72,1021,87,2.42,27,scattered clouds
1832,2021-11-16 08:00:00,11.22,10.33,9.45,11.26,1022,74,2.49,3,sky is clear
1833,2021-11-16 09:00:00,12.35,11.49,11.68,12.37,1022,71,2.6,1,sky is clear
1834,2021-11-16 10:00:00,13.49,12.7,13.34,14.0,1022,69,1.78,0,sky is clear
1835,2021-11-16 11:00:00,14.6,13.84,13.9,15.11,1022,66,1.7,2,sky is clear
1836,2021-11-16 12:00:00,15.2,14.42,15.01,16.72,1021,63,1.85,1,sky is clear
1837,2021-11-16 13:00:00,15.73,14.93,15.57,16.72,1021,60,1.78,0,sky is clear
