,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
997,0.338,0.0,0.9,2023-02-11 13:00:00,12.48,10.93,11.21,13.82,1028.0,44.0,4.71,0.0,sky is clear
998,0.159,0.0,0.644,2023-02-11 14:00:00,13.6,12.01,13.34,14.82,1027.0,38.0,4.38,0.0,sky is clear
999,0.01,0.0,0.496,2023-02-11 15:00:00,14.16,12.62,12.32,15.82,1027.0,38.0,3.99,0.0,sky is clear
1000,0.434,0.0,0.242,2023-02-11 16:00:00,14.07,12.52,12.32,15.26,1027.0,38.0,3.63,0.0,sky is clear
1001,0.596,0.0,0.004,2023-02-11 17:00:00,13.46,11.85,12.23,13.82,1027.0,38.0,2.44,0.0,sky is clear
1002,0.566,0.0,0.0,2023-02-11 18:00:00,12.58,11.15,11.68,12.82,1027.0,48.0,2.58,2.0,sky is clear
1003,0.977,0.0,0.0,2023-02-11 19:00:00,10.85,9.32,10.72,11.21,1027.0,51.0,2.77,12.0,few clouds
1004,0.393,0.0,0.0,2023-02-11 20:00:00,9.13,7.64,8.04,10.66,1028.0,56.0,2.73,20.0,few clouds
1005,0.465,0.0,0.0,2023-02-11 21:00:00,10.29,8.94,8.04,10.82,1028.0,60.0,2.46,26.0,scattered clouds
1006,0.0,1.345,0.0,2023-02-11 22:00:00,9.86,8.58,9.72,10.1,1028.0,56.0,2.62,13.0,few clouds
1007,0.0,0.496,0.0,2023-02-11 23:00:00,7.9,6.23,5.26,10.01,1028.0,58.0,2.64,5.0,sky is clear
1008,0.0,0.599,0.0,2023-02-12 00:00:00,6.31,4.21,4.71,9.45,1028.0,59.0,2.82,11.0,few clouds
1009,0.0,0.494,0.0,2023-02-12 01:00:00,6.36,4.0,5.26,8.9,1028.0,62.0,3.21,9.0,sky is clear
1010,0.0,0.352,0.0,2023-02-12 02:00:00,9.21,7.3,5.9,9.82,1028.0,62.0,3.47,24.0,few clouds
1011,0.0,0.36,0.0,2023-02-12 03:00:00,10.31,8.99,7.01,10.82,1028.0,61.0,3.64,47.0,scattered clouds
1012,0.0,0.338,0.0,2023-02-12 04:00:00,10.77,9.44,9.54,10.82,1028.0,59.0,3.68,57.0,broken clouds
1013,0.0,0.605,0.0,2023-02-12 05:00:00,10.48,9.12,6.45,10.82,1028.0,59.0,3.71,66.0,broken clouds
1014,0.0,1.04,0.0,2023-02-12 06:00:00,10.14,8.78,6.93,10.82,1028.0,60.0,3.79,53.0,broken clouds
1015,0.0,0.391,0.002,2023-02-12 07:00:00,10.28,8.96,7.01,10.82,1028.0,61.0,3.86,39.0,scattered clouds
1016,0.087,0.0,0.248,2023-02-12 08:00:00,10.28,8.98,7.01,10.82,1028.0,62.0,3.94,42.0,scattered clouds
1017,0.017,0.0,0.436,2023-02-12 09:00:00,10.43,9.1,9.23,10.82,1028.0,60.0,4.4,40.0,scattered clouds
1018,0.625,0.0,0.791,2023-02-12 10:00:00,10.76,9.35,9.54,11.82,1028.0,56.0,4.22,51.0,broken clouds
1019,0.03,0.0,0.695,2023-02-12 11:00:00,11.96,10.65,10.1,13.82,1028.0,55.0,4.8,54.0,broken clouds
1020,0.386,0.0,0.718,2023-02-12 12:00:00,13.08,11.75,11.77,14.82,1028.0,50.0,4.86,54.0,broken clouds
1021,0.077,0.0,0.337,2023-02-12 13:00:00,14.17,12.92,12.88,15.82,1027.0,49.0,4.94,36.0,scattered clouds
1022,0.0,0.0,0.294,2023-02-12 14:00:00,14.27,12.98,13.43,16.82,1027.0,47.0,4.75,49.0,scattered clouds
1023,0.44,0.0,0.206,2023-02-12 15:00:00,14.27,12.98,13.43,16.82,1027.0,47.0,4.32,51.0,broken clouds
1024,1.742,0.0,0.08,2023-02-12 16:00:00,14.18,12.85,13.43,15.82,1026.0,46.0,3.73,45.0,scattered clouds
1025,1.619,0.0,0.014,2023-02-12 17:00:00,14.17,12.9,13.43,15.82,1027.0,48.0,2.73,33.0,scattered clouds
1026,0.578,0.0,0.0,2023-02-12 18:00:00,14.42,13.22,12.88,14.82,1027.0,50.0,2.6,21.0,few clouds
1027,1.861,0.0,0.0,2023-02-12 19:00:00,14.42,13.28,12.79,14.82,1027.0,52.0,2.66,13.0,few clouds
1028,1.039,0.0,0.0,2023-02-12 20:00:00,12.65,11.38,12.01,12.82,1027.0,54.0,2.74,21.0,few clouds
1029,0.537,0.0,0.0,2023-02-12 21:00:00,12.99,11.83,10.26,13.82,1028.0,57.0,2.62,34.0,scattered clouds
1030,0.0,1.115,0.0,2023-02-12 22:00:00,12.24,10.93,10.26,12.82,1028.0,54.0,2.63,55.0,broken clouds
1031,0.0,2.7,0.0,2023-02-12 23:00:00,12.22,10.96,10.26,12.82,1028.0,56.0,2.71,74.0,broken clouds
1032,0.0,2.029,0.0,2023-02-13 00:00:00,11.67,10.38,10.26,11.82,1028.0,57.0,2.69,60.0,broken clouds
1033,0.0,0.431,0.0,2023-02-13 01:00:00,11.66,10.4,11.21,12.23,1028.0,58.0,2.65,67.0,broken clouds
1034,0.0,0.383,0.0,2023-02-13 02:00:00,12.15,10.94,9.71,12.82,1028.0,58.0,2.84,63.0,broken clouds
1035,0.0,0.34,0.0,2023-02-13 03:00:00,11.58,10.39,10.26,11.82,1028.0,61.0,2.86,70.0,broken clouds
1036,0.0,0.328,0.0,2023-02-13 04:00:00,11.65,10.52,10.34,11.82,1028.0,63.0,3.1,56.0,broken clouds
1037,0.0,0.313,0.0,2023-02-13 05:00:00,11.51,10.34,9.71,11.82,1028.0,62.0,3.16,62.0,broken clouds
1038,0.0,0.315,0.0,2023-02-13 06:00:00,11.51,10.36,9.71,11.82,1028.0,63.0,3.2,47.0,scattered clouds
1039,0.0,1.475,0.0,2023-02-13 07:00:00,12.22,11.12,10.26,12.82,1028.0,62.0,3.22,55.0,broken clouds
1040,0.506,0.0,0.066,2023-02-13 08:00:00,11.38,10.27,9.71,11.82,1029.0,65.0,3.3,76.0,broken clouds
1041,0.122,0.0,0.185,2023-02-13 09:00:00,12.34,11.35,11.21,12.82,1029.0,66.0,3.71,60.0,broken clouds
1042,0.03,0.0,0.272,2023-02-13 10:00:00,13.55,12.45,12.32,14.82,1029.0,57.0,3.35,50.0,scattered clouds
1043,0.0,0.0,0.296,2023-02-13 11:00:00,15.19,14.17,14.45,15.82,1029.0,54.0,3.48,73.0,broken clouds
1044,0.0,0.0,0.315,2023-02-13 12:00:00,16.29,15.33,15.57,16.82,1029.0,52.0,3.92,93.0,overcast clouds
1045,0.0,0.0,0.292,2023-02-13 13:00:00,16.91,15.96,16.45,17.82,1029.0,50.0,3.85,95.0,overcast clouds
1046,0.0,0.0,0.3,2023-02-13 14:00:00,16.41,15.41,15.66,18.04,1028.0,50.0,3.69,94.0,overcast clouds
1047,0.0,0.0,0.399,2023-02-13 15:00:00,16.93,15.96,16.21,19.15,1027.0,49.0,3.47,81.0,broken clouds
1048,0.126,0.0,0.27,2023-02-13 16:00:00,16.84,15.86,16.72,18.34,1027.0,49.0,2.8,66.0,broken clouds
1049,0.376,0.0,0.025,2023-02-13 17:00:00,16.74,15.75,15.72,18.04,1027.0,49.0,1.59,75.0,broken clouds
1050,1.585,0.0,0.0,2023-02-13 18:00:00,14.13,13.3,13.72,15.66,1027.0,65.0,2.62,86.0,overcast clouds
1051,2.533,0.0,0.0,2023-02-13 19:00:00,13.1,12.14,12.72,14.54,1028.0,64.0,2.67,93.0,overcast clouds
1052,1.498,0.0,0.0,2023-02-13 20:00:00,12.25,11.25,11.72,13.99,1028.0,66.0,2.32,79.0,broken clouds
1053,1.158,0.0,0.0,2023-02-13 21:00:00,13.68,12.85,13.12,13.82,1028.0,67.0,2.0,80.0,broken clouds
1054,0.0,1.171,0.0,2023-02-13 22:00:00,12.92,12.17,12.01,13.43,1028.0,73.0,1.95,23.0,few clouds
1055,0.0,0.907,0.0,2023-02-13 23:00:00,12.77,12.06,12.01,12.88,1028.0,75.0,1.8,50.0,scattered clouds
1056,0.0,0.549,0.0,2023-02-14 00:00:00,11.79,11.01,11.45,12.23,1027.0,76.0,1.89,71.0,broken clouds
1057,0.0,0.374,0.0,2023-02-14 01:00:00,11.64,10.79,10.9,11.82,1027.0,74.0,2.18,73.0,broken clouds
1058,0.0,0.325,0.0,2023-02-14 02:00:00,11.51,10.57,10.66,11.82,1027.0,71.0,2.36,75.0,broken clouds
1059,0.0,0.312,0.0,2023-02-14 03:00:00,11.51,10.57,10.66,11.82,1026.0,71.0,2.65,77.0,broken clouds
1060,0.0,0.315,0.0,2023-02-14 04:00:00,11.36,10.41,9.79,11.82,1026.0,71.0,2.9,45.0,scattered clouds
1061,0.0,0.312,0.0,2023-02-14 05:00:00,11.01,10.02,7.49,11.82,1025.0,71.0,3.11,78.0,broken clouds
1062,0.0,0.298,0.0,2023-02-14 06:00:00,11.01,10.05,7.49,11.82,1025.0,72.0,3.32,39.0,scattered clouds
1063,0.0,1.017,0.0,2023-02-14 07:00:00,11.06,10.08,8.04,11.82,1025.0,71.0,3.37,14.0,few clouds
1064,0.143,0.0,0.181,2023-02-14 08:00:00,11.49,10.52,10.66,11.82,1025.0,70.0,3.57,23.0,few clouds
1065,0.906,0.0,0.411,2023-02-14 09:00:00,12.25,11.33,11.21,12.82,1026.0,69.0,3.9,20.0,few clouds
1066,0.0,0.0,0.284,2023-02-14 10:00:00,14.49,13.4,13.04,14.59,1025.0,54.0,3.45,47.0,scattered clouds
1067,0.0,0.0,0.298,2023-02-14 11:00:00,15.52,14.49,12.88,16.45,1025.0,52.0,3.68,19.0,few clouds
1068,0.0,0.0,0.284,2023-02-14 12:00:00,15.97,14.95,15.57,17.01,1024.0,51.0,4.36,3.0,sky is clear
1069,0.0,0.0,0.29,2023-02-14 13:00:00,17.31,16.35,16.68,17.49,1023.0,48.0,4.75,0.0,sky is clear
1070,0.178,0.0,0.474,2023-02-14 14:00:00,17.51,16.52,17.37,18.82,1022.0,46.0,4.88,2.0,sky is clear
1071,0.0,0.0,0.277,2023-02-14 15:00:00,17.93,16.98,17.01,18.9,1021.0,46.0,4.78,36.0,scattered clouds
1072,0.129,0.0,0.171,2023-02-14 16:00:00,17.93,17.03,17.72,18.6,1021.0,48.0,4.14,69.0,broken clouds
1073,0.295,0.0,0.024,2023-02-14 17:00:00,17.3,16.34,16.21,18.04,1021.0,48.0,2.76,79.0,broken clouds
1074,0.54,0.0,0.0,2023-02-14 18:00:00,14.99,14.03,14.71,16.12,1021.0,57.0,2.87,92.0,overcast clouds
1075,0.808,0.0,0.0,2023-02-14 19:00:00,12.29,11.19,11.72,15.01,1021.0,62.0,2.82,73.0,broken clouds
1076,0.735,0.0,0.0,2023-02-14 20:00:00,12.34,11.27,11.72,15.01,1022.0,63.0,2.77,77.0,broken clouds
1077,0.837,0.0,0.0,2023-02-14 21:00:00,13.0,11.95,12.72,13.99,1021.0,61.0,3.11,80.0,broken clouds
1078,0.0,0.566,0.0,2023-02-14 22:00:00,14.52,13.54,13.43,14.82,1022.0,58.0,3.07,52.0,broken clouds
1079,0.0,0.616,0.0,2023-02-14 23:00:00,13.55,12.55,11.38,13.82,1022.0,61.0,3.1,42.0,scattered clouds
1080,0.0,0.605,0.0,2023-02-15 00:00:00,13.23,12.25,10.26,13.82,1022.0,63.0,3.09,28.0,scattered clouds
1081,0.0,0.512,0.0,2023-02-15 01:00:00,13.05,12.13,9.71,13.82,1022.0,66.0,3.09,31.0,scattered clouds
1082,0.0,0.433,0.0,2023-02-15 02:00:00,12.39,11.49,9.71,12.88,1023.0,69.0,3.16,51.0,broken clouds
1083,0.0,0.416,0.0,2023-02-15 03:00:00,11.69,10.79,9.15,12.88,1023.0,72.0,3.21,54.0,broken clouds
1084,0.0,0.267,0.0,2023-02-15 04:00:00,10.78,9.82,8.04,12.32,1023.0,73.0,3.19,60.0,broken clouds
1085,0.0,0.263,0.0,2023-02-15 05:00:00,10.01,9.0,8.04,11.77,1023.0,74.0,3.12,76.0,broken clouds
1086,0.0,0.309,0.0,2023-02-15 06:00:00,11.28,10.34,8.04,11.82,1024.0,72.0,3.12,81.0,broken clouds
1087,0.0,1.326,0.007,2023-02-15 07:00:00,11.21,10.27,7.49,11.82,1024.0,72.0,3.07,49.0,scattered clouds
1088,0.429,0.0,0.214,2023-02-15 08:00:00,11.24,10.3,7.49,11.82,1025.0,72.0,3.15,41.0,scattered clouds
1089,0.0,0.0,0.245,2023-02-15 09:00:00,12.67,11.82,12.32,12.82,1026.0,70.0,3.53,27.0,scattered clouds
1090,0.0,0.0,0.329,2023-02-15 10:00:00,15.04,14.04,12.57,15.15,1026.0,55.0,2.95,22.0,few clouds
1091,0.325,0.0,0.782,2023-02-15 11:00:00,16.29,15.33,15.57,16.82,1027.0,52.0,3.01,5.0,sky is clear
1092,0.507,0.0,0.803,2023-02-15 12:00:00,17.26,16.35,16.68,18.82,1027.0,50.0,2.86,3.0,sky is clear
1093,0.0,0.0,0.312,2023-02-15 13:00:00,18.61,17.75,18.34,19.82,1026.0,47.0,2.17,2.0,sky is clear
1094,0.268,0.0,0.697,2023-02-15 14:00:00,19.11,18.23,18.9,19.82,1026.0,44.0,1.12,2.0,sky is clear
1095,0.0,0.0,0.36,2023-02-15 15:00:00,19.53,18.64,18.72,20.26,1026.0,42.0,0.42,25.0,scattered clouds
1096,0.157,0.0,0.25,2023-02-15 16:00:00,18.9,18.02,17.32,20.26,1026.0,45.0,1.14,31.0,scattered clouds
1097,0.39,0.0,0.029,2023-02-15 17:00:00,18.28,17.42,16.72,18.68,1026.0,48.0,1.3,0.0,sky is clear
1098,0.564,0.0,0.0,2023-02-15 18:00:00,15.04,14.06,14.72,16.21,1026.0,56.0,1.87,14.0,few clouds
1099,0.456,0.0,0.0,2023-02-15 19:00:00,12.52,11.47,11.72,15.1,1027.0,63.0,1.96,2.0,sky is clear
1100,0.59,0.0,0.0,2023-02-15 20:00:00,11.72,10.67,10.72,14.54,1028.0,66.0,1.89,1.0,sky is clear
1101,0.583,0.0,0.0,2023-02-15 21:00:00,10.88,9.98,9.72,13.99,1028.0,75.0,1.98,0.0,sky is clear
1102,0.0,0.612,0.0,2023-02-15 22:00:00,10.11,9.27,8.72,13.99,1029.0,80.0,2.19,0.0,sky is clear
1103,0.0,0.624,0.0,2023-02-15 23:00:00,10.5,9.8,9.15,13.43,1029.0,84.0,1.81,0.0,sky is clear
1104,0.0,0.572,0.0,2023-02-16 00:00:00,11.98,11.14,8.04,12.37,1029.0,73.0,1.81,4.0,sky is clear
1105,0.0,0.498,0.0,2023-02-16 01:00:00,11.63,10.75,7.49,12.37,1029.0,73.0,1.79,20.0,few clouds
1106,0.0,0.32,0.0,2023-02-16 02:00:00,10.31,9.75,6.93,11.21,1029.0,90.0,1.79,56.0,broken clouds
1107,0.0,0.267,0.0,2023-02-16 03:00:00,8.86,8.0,6.38,10.66,1028.0,92.0,1.85,93.0,overcast clouds
1108,0.0,0.314,0.0,2023-02-16 04:00:00,7.4,6.24,6.72,10.1,1028.0,91.0,1.92,94.0,overcast clouds
1109,0.0,0.243,0.0,2023-02-16 05:00:00,7.4,6.21,6.72,10.1,1028.0,91.0,1.95,80.0,broken clouds
1110,0.0,0.271,0.0,2023-02-16 06:00:00,7.29,6.09,6.72,10.01,1028.0,90.0,1.94,0.0,sky is clear
1111,0.0,0.767,0.004,2023-02-16 07:00:00,7.29,6.17,6.72,9.54,1029.0,91.0,1.86,0.0,sky is clear
1112,0.124,0.0,0.194,2023-02-16 08:00:00,6.38,4.9,5.72,8.99,1029.0,89.0,2.08,0.0,sky is clear
1113,0.0,0.0,0.234,2023-02-16 09:00:00,10.41,9.75,8.6,10.82,1030.0,86.0,2.46,0.0,sky is clear
1114,0.474,0.0,0.494,2023-02-16 10:00:00,16.72,15.86,13.9,16.82,1030.0,54.0,1.7,0.0,sky is clear
1115,0.0,0.0,0.257,2023-02-16 11:00:00,17.54,16.68,13.6,17.93,1030.0,51.0,1.23,0.0,sky is clear
1116,0.0,0.0,0.254,2023-02-16 12:00:00,18.96,18.03,16.38,19.04,1030.0,43.0,1.01,0.0,sky is clear
1117,0.0,0.0,0.255,2023-02-16 13:00:00,19.42,18.46,17.72,19.71,1029.0,40.0,0.5,0.0,sky is clear
1118,0.0,0.0,0.249,2023-02-16 14:00:00,20.21,19.33,15.66,20.7,1028.0,40.0,0.35,0.0,sky is clear
1119,0.0,0.0,0.247,2023-02-16 15:00:00,20.25,19.48,16.72,20.82,1028.0,44.0,0.64,0.0,sky is clear
1120,0.091,0.0,0.222,2023-02-16 16:00:00,19.7,18.9,15.72,21.38,1028.0,45.0,0.98,0.0,sky is clear
1121,0.251,0.0,0.031,2023-02-16 17:00:00,19.17,18.42,15.72,19.59,1027.0,49.0,1.09,0.0,sky is clear
1122,0.849,0.0,0.0,2023-02-16 18:00:00,14.23,13.22,13.72,16.68,1028.0,58.0,1.6,1.0,sky is clear
1123,1.41,0.0,0.0,2023-02-16 19:00:00,13.27,12.35,12.72,15.57,1028.0,65.0,1.7,0.0,sky is clear
1124,1.102,0.0,0.0,2023-02-16 20:00:00,11.81,11.06,10.72,14.54,1028.0,77.0,2.0,0.0,sky is clear
1125,0.536,0.0,0.0,2023-02-16 21:00:00,11.58,10.88,10.72,15.01,1029.0,80.0,2.2,0.0,sky is clear
1126,0.0,2.162,0.0,2023-02-16 22:00:00,10.04,9.29,8.72,14.45,1029.0,84.0,1.85,0.0,sky is clear
1127,0.0,0.711,0.0,2023-02-16 23:00:00,10.48,9.86,9.15,13.9,1029.0,87.0,1.87,0.0,sky is clear
1128,0.0,1.039,0.0,2023-02-17 00:00:00,10.91,10.3,8.6,13.34,1029.0,86.0,1.96,0.0,sky is clear
1129,0.0,0.419,0.0,2023-02-17 01:00:00,10.09,9.4,6.93,13.9,1029.0,86.0,2.11,0.0,sky is clear
1130,0.0,0.446,0.0,2023-02-17 02:00:00,9.87,8.88,6.38,12.79,1029.0,85.0,2.2,0.0,sky is clear
1131,0.0,0.408,0.0,2023-02-17 03:00:00,10.35,9.66,6.38,11.68,1029.0,85.0,2.27,0.0,sky is clear
1132,0.0,0.264,0.0,2023-02-17 04:00:00,10.08,9.36,8.12,12.23,1029.0,85.0,2.3,0.0,sky is clear
1133,0.0,0.256,0.0,2023-02-17 05:00:00,9.94,8.77,9.72,11.12,1029.0,85.0,2.48,0.0,sky is clear
1134,0.0,0.256,0.0,2023-02-17 06:00:00,9.94,8.56,9.72,11.68,1029.0,84.0,2.8,0.0,sky is clear
1135,0.0,1.149,0.006,2023-02-17 07:00:00,11.67,11.06,11.21,11.82,1029.0,83.0,2.63,0.0,sky is clear
1136,0.078,0.0,0.235,2023-02-17 08:00:00,11.99,11.33,5.26,12.82,1029.0,80.0,2.78,0.0,sky is clear
1137,0.0,0.0,0.247,2023-02-17 09:00:00,13.14,12.39,9.71,13.82,1030.0,72.0,3.25,0.0,sky is clear
1138,0.0,0.0,0.254,2023-02-17 10:00:00,16.18,14.98,12.88,16.26,1030.0,43.0,2.83,0.0,sky is clear
1139,0.0,0.0,0.256,2023-02-17 11:00:00,17.52,16.35,15.26,17.93,1029.0,39.0,2.75,0.0,sky is clear
1140,0.0,0.0,0.26,2023-02-17 12:00:00,18.51,17.41,17.79,19.79,1029.0,38.0,3.21,0.0,sky is clear
1141,0.0,0.0,0.336,2023-02-17 13:00:00,19.72,18.66,19.45,21.38,1028.0,35.0,3.3,0.0,sky is clear
1142,0.434,0.0,0.612,2023-02-17 14:00:00,20.3,19.2,20.01,21.82,1027.0,31.0,3.25,0.0,sky is clear
1143,0.108,0.0,0.545,2023-02-17 15:00:00,20.61,19.51,17.32,22.01,1026.0,30.0,2.93,0.0,sky is clear
1144,0.071,0.0,0.306,2023-02-17 16:00:00,20.47,19.25,16.72,21.12,1026.0,26.0,1.53,0.0,sky is clear
1145,0.233,0.0,0.026,2023-02-17 17:00:00,17.08,16.25,16.72,20.01,1026.0,54.0,0.48,0.0,sky is clear
1146,0.345,0.0,0.0,2023-02-17 18:00:00,14.14,12.55,13.72,17.88,1026.0,36.0,0.62,0.0,sky is clear
1147,0.403,0.0,0.0,2023-02-17 19:00:00,12.83,11.13,11.72,17.32,1027.0,37.0,0.98,0.0,sky is clear
1148,0.429,0.0,0.0,2023-02-17 20:00:00,12.17,10.9,11.38,16.21,1027.0,56.0,1.85,0.0,sky is clear
1149,0.538,0.0,0.0,2023-02-17 21:00:00,10.6,9.23,8.72,15.66,1027.0,58.0,2.27,0.0,sky is clear
1150,0.0,0.579,0.0,2023-02-17 22:00:00,10.91,9.75,9.72,14.54,1027.0,65.0,2.25,0.0,sky is clear
1151,0.0,0.568,0.0,2023-02-17 23:00:00,11.67,10.54,10.72,14.54,1028.0,63.0,2.25,0.0,sky is clear
1152,0.0,0.529,0.0,2023-02-18 00:00:00,12.2,11.07,11.45,13.43,1027.0,61.0,2.42,0.0,sky is clear
1153,0.0,0.476,0.0,2023-02-18 01:00:00,11.19,9.98,10.34,12.32,1027.0,62.0,2.45,0.0,sky is clear
1154,0.0,0.421,0.0,2023-02-18 02:00:00,9.66,8.41,8.72,13.34,1027.0,66.0,2.51,0.0,sky is clear
1155,0.0,0.275,0.0,2023-02-18 03:00:00,12.52,11.58,10.9,12.82,1027.0,67.0,2.7,0.0,sky is clear
1156,0.0,0.268,0.0,2023-02-18 04:00:00,13.12,12.24,10.9,13.82,1027.0,67.0,2.85,0.0,sky is clear
1157,0.0,0.265,0.0,2023-02-18 05:00:00,11.66,10.6,10.9,12.23,1027.0,66.0,2.98,0.0,sky is clear
1158,0.0,1.387,0.0,2023-02-18 06:00:00,12.39,11.36,9.23,12.82,1027.0,64.0,3.07,0.0,sky is clear
1159,0.0,0.481,0.005,2023-02-18 07:00:00,11.54,10.45,8.12,12.23,1027.0,65.0,3.11,0.0,sky is clear
1160,0.016,0.0,0.238,2023-02-18 08:00:00,10.99,9.82,6.38,11.82,1027.0,64.0,3.3,0.0,sky is clear
1161,0.0,0.0,0.26,2023-02-18 09:00:00,12.76,11.66,9.15,13.82,1028.0,60.0,3.76,1.0,sky is clear
1162,0.222,0.0,0.564,2023-02-18 10:00:00,16.44,15.08,11.38,16.82,1028.0,36.0,3.29,4.0,sky is clear
1163,1.301,0.0,0.954,2023-02-18 11:00:00,17.52,16.32,15.26,17.93,1028.0,38.0,3.53,6.0,sky is clear
1164,2.131,0.0,0.995,2023-02-18 12:00:00,18.48,17.32,17.23,20.34,1028.0,36.0,3.49,8.0,sky is clear
1165,0.004,0.0,0.584,2023-02-18 13:00:00,19.57,18.55,17.79,20.34,1027.0,37.0,2.91,10.0,sky is clear
1166,0.86,0.0,0.448,2023-02-18 14:00:00,19.56,18.56,16.21,20.82,1027.0,38.0,2.26,13.0,few clouds
1167,0.024,0.0,0.282,2023-02-18 15:00:00,19.34,18.37,16.77,20.34,1026.0,40.0,1.62,26.0,scattered clouds
1168,0.237,0.0,0.18,2023-02-18 16:00:00,18.79,17.82,16.72,20.34,1026.0,42.0,0.79,45.0,scattered clouds
1169,0.843,0.0,0.02,2023-02-18 17:00:00,18.11,17.13,14.72,19.79,1026.0,44.0,0.45,66.0,broken clouds
1170,0.883,0.0,0.0,2023-02-18 18:00:00,14.94,13.77,14.72,15.66,1026.0,49.0,1.49,62.0,broken clouds
1171,0.514,0.0,0.0,2023-02-18 19:00:00,14.02,12.91,13.72,15.1,1026.0,55.0,1.69,33.0,scattered clouds
1172,0.643,0.0,0.0,2023-02-18 20:00:00,14.02,13.2,13.72,15.1,1027.0,66.0,1.67,73.0,broken clouds
1173,0.601,0.0,0.0,2023-02-18 21:00:00,13.92,13.2,13.72,14.54,1027.0,70.0,1.91,88.0,overcast clouds
1174,0.0,0.586,0.0,2023-02-18 22:00:00,12.45,11.58,11.72,14.79,1027.0,70.0,1.88,71.0,broken clouds
1175,0.0,0.582,0.0,2023-02-18 23:00:00,14.72,13.68,10.72,15.15,1027.0,55.0,1.57,34.0,scattered clouds
1176,0.0,1.6,0.0,2023-02-19 00:00:00,10.76,9.95,9.72,13.68,1026.0,79.0,1.65,3.0,sky is clear
1177,0.0,0.541,0.0,2023-02-19 01:00:00,9.91,9.24,8.72,13.34,1026.0,82.0,1.82,5.0,sky is clear
1178,0.0,0.344,0.0,2023-02-19 02:00:00,10.36,9.54,9.72,12.79,1026.0,80.0,2.02,5.0,sky is clear
1179,0.0,0.357,0.0,2023-02-19 03:00:00,9.48,8.44,8.72,12.23,1026.0,80.0,2.18,4.0,sky is clear
1180,0.0,0.3,0.0,2023-02-19 04:00:00,10.94,10.05,10.72,12.23,1025.0,75.0,2.22,3.0,sky is clear
1181,0.0,0.332,0.0,2023-02-19 05:00:00,10.79,9.86,10.66,11.68,1025.0,74.0,2.36,5.0,sky is clear
1182,0.0,0.328,0.0,2023-02-19 06:00:00,10.08,9.08,9.72,12.23,1025.0,74.0,2.41,10.0,sky is clear
1183,0.0,0.348,0.011,2023-02-19 07:00:00,9.83,8.68,9.72,12.23,1025.0,72.0,2.42,12.0,few clouds
1184,0.103,0.0,0.211,2023-02-19 08:00:00,8.55,6.93,7.72,13.34,1026.0,70.0,2.75,35.0,scattered clouds
1185,0.19,0.0,0.282,2023-02-19 09:00:00,11.89,10.96,11.72,13.9,1026.0,70.0,3.09,57.0,broken clouds
1186,0.0,0.0,0.331,2023-02-19 10:00:00,15.73,14.98,13.68,15.82,1026.0,62.0,2.54,41.0,light rain
1187,0.224,0.0,0.514,2023-02-19 11:00:00,16.73,15.89,16.12,17.01,1026.0,55.0,2.3,39.0,scattered clouds
1188,1.068,0.0,0.976,2023-02-19 12:00:00,17.74,16.95,17.23,18.68,1025.0,53.0,2.56,22.0,light rain
1189,0.297,0.0,0.54,2023-02-19 13:00:00,18.78,18.07,18.72,21.45,1024.0,52.0,2.49,45.0,light rain
1190,0.423,0.0,0.498,2023-02-19 14:00:00,19.55,18.92,18.6,22.01,1024.0,52.0,2.03,58.0,light rain
1191,0.781,0.0,0.249,2023-02-19 15:00:00,18.01,17.2,17.32,21.45,1023.0,51.0,1.64,37.0,scattered clouds
1192,0.146,0.0,0.235,2023-02-19 16:00:00,17.51,16.65,16.72,20.9,1022.0,51.0,1.16,11.0,few clouds
1193,0.245,0.0,0.062,2023-02-19 17:00:00,17.51,16.78,16.72,20.82,1023.0,56.0,0.52,2.0,sky is clear
1194,0.472,0.0,0.0,2023-02-19 18:00:00,16.06,15.29,15.72,18.9,1023.0,60.0,1.08,2.0,sky is clear
1195,0.968,0.0,0.0,2023-02-19 19:00:00,15.15,14.37,14.72,16.77,1023.0,63.0,1.79,21.0,few clouds
1196,0.705,0.0,0.0,2023-02-19 20:00:00,14.31,13.6,13.72,16.12,1023.0,69.0,2.01,19.0,few clouds
1197,0.573,0.0,0.0,2023-02-19 21:00:00,13.58,12.87,12.72,16.12,1023.0,72.0,1.96,50.0,scattered clouds
1198,0.0,0.484,0.0,2023-02-19 22:00:00,13.09,12.44,11.72,16.12,1023.0,76.0,1.95,1.0,sky is clear
1199,0.0,0.524,0.0,2023-02-19 23:00:00,12.47,11.78,10.72,16.12,1023.0,77.0,2.19,21.0,few clouds
1200,0.0,0.52,0.0,2023-02-20 00:00:00,13.38,12.76,12.01,15.57,1022.0,76.0,2.32,53.0,broken clouds
1201,0.0,0.443,0.0,2023-02-20 01:00:00,12.56,11.86,11.72,15.01,1022.0,76.0,2.43,40.0,scattered clouds
1202,0.0,0.274,0.0,2023-02-20 02:00:00,11.38,10.53,9.72,14.45,1021.0,75.0,2.51,45.0,scattered clouds
1203,0.0,0.312,0.0,2023-02-20 03:00:00,12.4,11.71,11.45,15.57,1021.0,77.0,2.62,94.0,overcast clouds
