,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
206772,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Business,8.92,2,59976
55382,Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Economy,22.33,16,8539
120578,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,16.08,8,17082
71522,GO_FIRST,G8-7546,Mumbai,Evening,one,Morning,Hyderabad,Economy,14.5,11,4262
264441,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,6.83,9,56991
22095,Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,13,12150
15823,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.17,30,4272
18864,AirAsia,I5-791,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.67,44,3090
281749,Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Business,26.25,28,38099
48141,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Economy,13.83,27,6345
50972,GO_FIRST,G8-391,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.25,41,2339
164282,AirAsia,I5-974,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,9.08,41,2250
107111,GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Kolkata,Economy,7.5,32,6186
246418,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,7.83,22,42521
131080,GO_FIRST,G8-7560,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.33,24,5790
106039,GO_FIRST,G8-7547,Bangalore,Morning,one,Night,Kolkata,Economy,13.58,25,5177
124332,Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.5,31,3962
106811,Air_India,AI-503,Bangalore,Evening,one,Morning,Kolkata,Economy,15.17,30,6584
283572,Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Business,13.0,14,61899
248244,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Business,14.0,44,57081
126355,AirAsia,I5-991,Kolkata,Evening,one,Late_Night,Delhi,Economy,9.08,43,3014
135495,GO_FIRST,G8-789,Kolkata,Morning,one,Late_Night,Mumbai,Economy,14.75,49,5507
98488,Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Economy,14.25,26,6578
83885,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Chennai,Economy,14.25,48,4348
57609,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,8.25,28,6082
70428,Air_India,AI-442,Mumbai,Afternoon,one,Night,Hyderabad,Economy,29.25,2,10777
101747,Air_India,AI-9517,Bangalore,Evening,one,Morning,Mumbai,Economy,14.83,44,3709
215546,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Business,22.5,45,42457
256236,Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Business,13.5,6,56476
85929,GO_FIRST,G8-118,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.92,12,7487
50815,GO_FIRST,G8-364,Mumbai,Evening,one,Night,Delhi,Economy,4.25,40,3324
127013,Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.5,47,3016
286557,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Business,9.33,28,51707
46497,AirAsia,I5-942,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,12.25,20,2336
153145,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,13.42,8,10438
48508,GO_FIRST,G8-306,Mumbai,Morning,one,Evening,Delhi,Economy,9.33,29,4979
58285,Indigo,6E-5371,Mumbai,Evening,one,Late_Night,Bangalore,Economy,5.17,32,2124
152330,Vistara,UK-706,Kolkata,Morning,one,Morning,Chennai,Economy,23.67,47,5660
295443,Air_India,AI-538,Chennai,Night,one,Evening,Bangalore,Business,19.92,40,60260
36211,Indigo,6E-6205,Delhi,Afternoon,one,Night,Chennai,Economy,7.17,9,7950
298525,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,12.17,14,51457
109754,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,16.83,2,12385
86979,AirAsia,I5-819,Bangalore,Morning,one,Evening,Delhi,Economy,10.75,17,2723
211958,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Business,14.92,49,53164
295398,Air_India,AI-569,Chennai,Early_Morning,one,Evening,Bangalore,Business,12.17,40,43729
148364,AirAsia,I5-588,Kolkata,Evening,one,Morning,Chennai,Economy,14.67,6,6487
219076,Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Business,12.58,49,53209
277014,Air_India,AI-780,Hyderabad,Afternoon,one,Morning,Delhi,Business,20.17,45,47586
192894,Indigo,6E-6137,Chennai,Morning,one,Afternoon,Mumbai,Economy,5.5,42,2792
136575,Indigo,6E-7177,Kolkata,Morning,one,Night,Bangalore,Economy,10.5,10,8930
152631,GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,10.83,2,19573
15441,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,11.17,28,4496
26407,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,37,2480
223505,Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Business,6.33,27,53512
25312,Indigo,6E-398,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.33,31,3754
19207,SpiceJet,SG-8905,Delhi,Night,zero,Night,Bangalore,Economy,2.75,45,4500
205950,Indigo,6E-6219,Chennai,Morning,two_or_more,Night,Hyderabad,Economy,14.17,41,2932
158246,GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,10.75,47,5029
41233,SpiceJet,SG-8107,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,39,2637
163957,Indigo,6E-7136,Hyderabad,Morning,one,Evening,Mumbai,Economy,5.92,38,13529
26081,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,8.58,35,4748
30159,Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Economy,7.08,13,10155
212497,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,9,32859
52770,Vistara,UK-852,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.17,49,5896
214137,Air_India,AI-764,Delhi,Evening,one,Late_Night,Bangalore,Business,8.92,28,52522
274301,Air_India,AI-424,Kolkata,Afternoon,one,Morning,Chennai,Business,19.42,39,55983
247962,Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,Business,13.08,41,42521
64846,Indigo,6E-354,Mumbai,Afternoon,one,Evening,Kolkata,Economy,6.5,20,6611
130762,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.58,22,6048
112948,Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,29,5322
4482,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,24,2476
280113,Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Business,6.17,46,58315
247079,Air_India,AI-573,Bangalore,Afternoon,one,Night,Delhi,Business,8.08,30,45435
40579,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Chennai,Economy,4.83,35,3869
182714,SpiceJet,SG-678,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,6.25,19,4048
177999,Air_India,AI-541,Hyderabad,Evening,one,Night,Chennai,Economy,7.33,22,5909
267064,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.0,45,64831
228254,Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Business,14.17,33,50957
242163,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Chennai,Business,12.58,11,69407
20257,SpiceJet,SG-480,Delhi,Evening,one,Night,Kolkata,Economy,4.25,2,6270
294570,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Business,11.17,24,44144
77322,Indigo,6E-5366,Mumbai,Morning,one,Afternoon,Chennai,Economy,6.42,1,11561
132716,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.83,33,6067
46211,Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16.0,18,6215
262197,Vistara,UK-706,Kolkata,Morning,zero,Afternoon,Delhi,Business,2.33,18,28510
194741,Air_India,AI-539,Chennai,Evening,one,Late_Night,Bangalore,Economy,7.17,14,16593
75061,Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,18.5,34,4593
20160,Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,1,11678
102985,Vistara,UK-820,Bangalore,Evening,one,Morning,Kolkata,Economy,15.75,3,15889
223881,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Business,5.58,33,45672
154493,Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Economy,6.83,19,6292
166858,Air_India,AI-840,Hyderabad,Night,one,Evening,Bangalore,Economy,19.42,15,13110
15836,AirAsia,I5-787,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.17,30,4019
99460,GO_FIRST,G8-285,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.92,31,9306
8302,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,41,7575
273593,Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Business,7.42,24,55983
268121,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,9.83,15,60978
37810,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Chennai,Economy,4.92,19,3349
220366,Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.5,24,39377
173791,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Economy,11.42,28,7767
203610,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Economy,17.25,13,13089
291755,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,9.58,24,49553
212343,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Business,16.17,7,42457
31318,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,22,2098
234569,Vistara,UK-944,Mumbai,Afternoon,one,Night,Kolkata,Business,8.08,7,87581
25008,GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9.0,29,5954
187778,Air_India,AI-430,Chennai,Morning,one,Morning,Mumbai,Economy,23.17,4,10643
259893,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Chennai,Business,8.33,23,60396
68927,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.25,42,4977
26320,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.33,36,6578
260343,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Business,12.92,32,44280
141400,GO_FIRST,G8-519,Kolkata,Evening,one,Late_Night,Bangalore,Economy,7.08,42,6109
250937,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,28,54684
78934,AirAsia,I5-336,Mumbai,Night,one,Morning,Chennai,Economy,12.33,14,5939
58104,Indigo,6E-5208,Mumbai,Evening,one,Late_Night,Bangalore,Economy,7.92,31,2124
223658,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,29,71376
29614,Vistara,UK-953,Delhi,Night,one,Early_Morning,Hyderabad,Economy,11.17,9,9840
43223,Air_India,AI-9657,Mumbai,Evening,one,Evening,Delhi,Economy,21.67,2,21063
28591,SpiceJet,SG-8903,Delhi,Morning,one,Morning,Kolkata,Economy,25.25,48,9100
117826,GO_FIRST,G8-241,Bangalore,Evening,one,Late_Night,Chennai,Economy,8.0,29,3336
83674,Vistara,UK-863,Mumbai,Morning,two_or_more,Night,Chennai,Economy,11.17,46,8130
281580,Vistara,UK-830,Hyderabad,Morning,one,Evening,Bangalore,Business,6.67,25,56702
210316,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Business,2.33,35,29992
180707,Indigo,6E-6219,Chennai,Morning,one,Evening,Delhi,Economy,9.17,4,13741
233793,Air_India,AI-660,Mumbai,Evening,one,Morning,Bangalore,Business,14.92,45,54608
135326,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.25,48,5102
264047,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.42,3,76255
287088,Vistara,UK-830,Hyderabad,Morning,one,Evening,Chennai,Business,9.58,38,69515
230381,Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,12.92,6,69168
253205,Vistara,UK-864,Bangalore,Evening,one,Morning,Kolkata,Business,14.67,8,57529
48357,Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,28,6169
285151,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,23.5,45,51819
68020,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Kolkata,Economy,16.5,37,5685
185983,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,30.75,39,7639
241786,Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Business,21.83,6,64173
199791,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,9.83,21,8816
28455,Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.0,48,3610
158379,Indigo,6E-6062,Hyderabad,Morning,one,Evening,Delhi,Economy,5.67,48,4506
286057,Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Business,24.33,18,41314
287197,Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Business,11.25,41,41314
179620,Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Chennai,Economy,14.75,39,7363
292981,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,16.92,42,56273
85411,GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Delhi,Economy,15.0,9,10611
192407,Air_India,AI-539,Chennai,Evening,one,Night,Mumbai,Economy,28.25,38,5617
219678,Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,12,24056
68217,GO_FIRST,G8-345,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.33,38,5817
248754,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.42,3,59265
10590,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,5,7425
173872,Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,Economy,16.75,29,5734
276055,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,12.0,27,39499
164347,GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.08,41,4165
109387,Indigo,6E-676,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,48,3393
103437,Air_India,AI-640,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,16.92,7,12214
173575,Indigo,6E-283,Hyderabad,Evening,zero,Evening,Kolkata,Economy,2.0,27,3298
71950,AirAsia,I5-767,Mumbai,Early_Morning,two_or_more,Night,Hyderabad,Economy,12.75,14,4259
61330,Air_India,AI-660,Mumbai,Evening,one,Night,Bangalore,Economy,26.08,48,6502
124280,Indigo,6E-6891,Kolkata,Morning,one,Evening,Delhi,Economy,7.42,30,8463
171184,SpiceJet,SG-517,Hyderabad,Evening,zero,Night,Kolkata,Economy,1.75,7,5292
42178,Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Economy,5.58,44,4979
100258,GO_FIRST,G8-803,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.17,36,4354
216724,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Business,23.08,14,76505
20097,Air_India,AI-409,Delhi,Morning,one,Late_Night,Bangalore,Economy,14.17,49,5623
92542,GO_FIRST,G8-873,Bangalore,Morning,one,Evening,Delhi,Economy,6.0,42,6245
181760,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.92,12,16140
289317,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,12.17,31,68112
238947,Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,10.5,15,53645
75663,Indigo,6E-932,Mumbai,Morning,one,Evening,Hyderabad,Economy,8.67,38,4768
80554,Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Economy,8.33,25,4348
233784,Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Bangalore,Business,8.25,45,54608
254883,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.08,33,60508
3450,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,19,4118
118768,Air_India,AI-505,Bangalore,Morning,one,Evening,Chennai,Economy,8.58,39,6024
46301,Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,19,2464
111890,Indigo,6E-638,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.08,21,2343
92918,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,44,4500
31287,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.33,21,5989
109370,Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Kolkata,Economy,11.25,47,9017
270539,Air_India,AI-402,Kolkata,Morning,one,Night,Hyderabad,Business,13.17,8,52063
230179,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,Business,18.25,4,54608
143738,Indigo,6E-375,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,6.33,13,11004
298815,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,Business,9.42,21,51345
69053,AirAsia,I5-1569,Mumbai,Night,one,Morning,Kolkata,Economy,11.67,43,2836
6323,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,32,4979
180456,Vistara,UK-830,Hyderabad,Morning,one,Night,Chennai,Economy,12.67,49,4359
126516,Indigo,6E-294,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,44,2994
214241,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,11.75,29,57017
107947,AirAsia,I5-1564,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.83,38,3845
147033,Indigo,6E-725,Kolkata,Evening,zero,Night,Hyderabad,Economy,2.17,41,2750
197748,Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Economy,14.25,49,4755
197468,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,10.75,46,4755
276594,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,Business,12.0,37,47586
17591,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,38,4496
289423,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,10.0,33,61392
207273,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,7.58,7,53164
67141,Vistara,UK-613,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,7.33,32,7768
157519,GO_FIRST,G8-7556,Hyderabad,Afternoon,zero,Evening,Delhi,Economy,2.17,42,2276
5619,Air_India,AI-542,Delhi,Morning,one,Morning,Mumbai,Economy,23.92,29,3831
298913,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,23,58032
40858,SpiceJet,SG-8645,Delhi,Evening,one,Evening,Chennai,Economy,26.08,36,6897
146518,Air_India,AI-9720,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,15.83,36,7116
251409,Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Business,24.67,33,54684
198798,SpiceJet,SG-388,Chennai,Evening,zero,Night,Kolkata,Economy,2.42,13,5041
121059,GO_FIRST,G8-102,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.58,12,6488
245483,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,13.75,10,57081
279060,Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Business,7.33,30,58315
162554,AirAsia,I5-972,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,8.17,30,2250
115074,Indigo,6E-6012,Bangalore,Afternoon,one,Night,Hyderabad,Economy,8.0,46,1694
296646,Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Business,23.92,18,54896
19880,SpiceJet,SG-8171,Delhi,Morning,one,Night,Bangalore,Economy,10.42,48,5938
178626,Vistara,UK-830,Hyderabad,Morning,one,Morning,Chennai,Economy,23.58,29,4639
165888,Indigo,6E-531,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,3.5,6,4836
15264,AirAsia,I5-721,Delhi,Night,zero,Night,Bangalore,Economy,2.83,27,4499
150142,Air_India,AI-773,Kolkata,Evening,one,Morning,Chennai,Economy,17.67,24,7268
236374,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Kolkata,Business,7.17,29,51405
288686,Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,12.17,20,68112
279014,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,17.42,29,67130
278970,Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Business,8.67,29,45883
164879,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.83,44,5795
24780,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,28,4776
46015,Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Economy,7.17,17,10148
177585,Indigo,6E-6066,Hyderabad,Morning,one,Afternoon,Chennai,Economy,6.67,18,3194
241966,Air_India,AI-687,Mumbai,Afternoon,one,Night,Chennai,Business,7.58,9,49613
110346,Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25.0,8,7813
16121,Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Economy,24.5,31,4230
13791,Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,21,3357
287217,Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,Business,23.67,41,51707
269407,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Business,13.92,35,68415
214852,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,37,32859
189933,Air_India,AI-766,Chennai,Morning,one,Afternoon,Mumbai,Economy,28.17,20,7579
159147,Air_India,AI-543,Hyderabad,Morning,one,Morning,Mumbai,Economy,22.83,7,7774
222559,Vistara,UK-981,Delhi,Night,one,Evening,Chennai,Business,22.08,12,65944
253512,Vistara,UK-802,Bangalore,Evening,one,Morning,Kolkata,Business,13.75,12,70588
17165,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,36,4501
225816,Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Business,26.75,10,41101
168629,Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,8.5,31,6776
146442,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,13.0,36,4589
169711,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Economy,10.75,41,5441
31365,Air_India,AI-459,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.83,22,5232
139449,Air_India,AI-773,Kolkata,Evening,one,Morning,Bangalore,Economy,17.92,29,6006
254233,Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Business,12.0,23,60508
14205,GO_FIRST,G8-101,Delhi,Early_Morning,one,Morning,Bangalore,Economy,6.0,22,6832
72441,Air_India,AI-888,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.5,17,4173
20961,Air_India,AI-423,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,10.0,6,19343
282828,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Bangalore,Business,17.25,46,56590
227476,Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13.0,26,40435
151014,Indigo,6E-6021,Kolkata,Afternoon,one,Late_Night,Chennai,Economy,10.5,33,3962
280188,Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Business,14.75,47,60555
67516,Vistara,UK-877,Mumbai,Morning,two_or_more,Evening,Kolkata,Economy,8.83,34,8842
49447,GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.08,33,7900
76751,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.58,45,6349
211885,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Business,8.83,49,35532
154172,Indigo,6E-7076,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.67,17,5577
150252,Vistara,UK-774,Kolkata,Night,one,Night,Chennai,Economy,26.5,25,7021
69009,GO_FIRST,G8-319,Mumbai,Morning,one,Night,Kolkata,Economy,11.83,42,5817
177837,Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Economy,27.33,20,6287
68199,SpiceJet,SG-8158,Mumbai,Evening,one,Morning,Kolkata,Economy,13.67,38,6093
82625,Air_India,AI-442,Mumbai,Afternoon,one,Night,Chennai,Economy,8.0,39,4417
26069,Indigo,6E-2367,Delhi,Evening,one,Night,Kolkata,Economy,6.17,35,4118
287562,Air_India,AI-541,Hyderabad,Evening,one,Night,Chennai,Business,7.33,48,51595
158236,Air_India,AI-546,Hyderabad,Night,one,Evening,Delhi,Economy,22.58,47,4033
138344,Indigo,6E-893,Kolkata,Morning,one,Evening,Bangalore,Economy,10.5,22,4284
192986,Air_India,AI-9894,Chennai,Morning,one,Morning,Mumbai,Economy,25.67,42,5320
161271,Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.83,21,5614
18659,Indigo,6E-2753,Delhi,Evening,one,Night,Bangalore,Economy,6.5,43,3587
264188,Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Business,8.83,5,92607
20269,Vistara,UK-705,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.25,2,9000
67923,SpiceJet,SG-467,Mumbai,Evening,zero,Night,Kolkata,Economy,2.75,37,4500
293526,Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Business,9.5,5,44144
138815,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,14.17,25,6195
115672,Air_India,AI-9501,Bangalore,Early_Morning,two_or_more,Early_Morning,Chennai,Economy,24.08,3,11890
260111,Vistara,UK-802,Bangalore,Evening,one,Evening,Chennai,Business,21.5,27,60396
271729,Air_India,AI-424,Kolkata,Afternoon,one,Evening,Hyderabad,Business,29.83,32,52063
49869,GO_FIRST,G8-382,Mumbai,Afternoon,one,Night,Delhi,Economy,5.0,35,12005
71478,GO_FIRST,G8-511,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,5.67,10,16077
43198,Air_India,AI-639,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.42,2,15498
104287,Vistara,UK-820,Bangalore,Evening,one,Morning,Kolkata,Economy,14.75,13,11205
119730,Air_India,AI-676,Kolkata,Morning,one,Morning,Delhi,Economy,24.58,1,14364
164369,Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.67,41,4363
262768,Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Business,7.92,28,32881
286958,Vistara,UK-830,Hyderabad,Morning,one,Evening,Chennai,Business,6.0,36,51707
297015,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,11.17,26,55377
254988,Vistara,UK-657,Bangalore,Morning,one,Evening,Kolkata,Business,8.08,34,82113
200924,Indigo,6E-6006,Chennai,Afternoon,one,Night,Kolkata,Economy,6.92,33,2359
116682,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,16,4792
