,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Data & Hora,Unnamed: 0.1,temp,feels_like,pressure,humidity,wind_speed,clouds_all,weather_description
1164,2.131,0.0,0.995,2023-02-18 12:00:00,1164.0,18.48,17.32,1028.0,36.0,3.49,8.0,sky is clear
1165,0.004,0.0,0.584,2023-02-18 13:00:00,1165.0,19.57,18.55,1027.0,37.0,2.91,10.0,sky is clear
1166,0.86,0.0,0.448,2023-02-18 14:00:00,1166.0,19.56,18.56,1027.0,38.0,2.26,13.0,few clouds
1167,0.024,0.0,0.282,2023-02-18 15:00:00,1167.0,19.34,18.37,1026.0,40.0,1.62,26.0,scattered clouds
1168,0.237,0.0,0.18,2023-02-18 16:00:00,1168.0,18.79,17.82,1026.0,42.0,0.79,45.0,scattered clouds
1169,0.843,0.0,0.02,2023-02-18 17:00:00,1169.0,18.11,17.13,1026.0,44.0,0.45,66.0,broken clouds
1170,0.883,0.0,0.0,2023-02-18 18:00:00,1170.0,14.94,13.77,1026.0,49.0,1.49,62.0,broken clouds
1171,0.514,0.0,0.0,2023-02-18 19:00:00,1171.0,14.02,12.91,1026.0,55.0,1.69,33.0,scattered clouds
1172,0.643,0.0,0.0,2023-02-18 20:00:00,1172.0,14.02,13.2,1027.0,66.0,1.67,73.0,broken clouds
1173,0.601,0.0,0.0,2023-02-18 21:00:00,1173.0,13.92,13.2,1027.0,70.0,1.91,88.0,overcast clouds
1174,0.0,0.586,0.0,2023-02-18 22:00:00,1174.0,12.45,11.58,1027.0,70.0,1.88,71.0,broken clouds
1175,0.0,0.582,0.0,2023-02-18 23:00:00,1175.0,14.72,13.68,1027.0,55.0,1.57,34.0,scattered clouds
1176,0.0,1.6,0.0,2023-02-19 00:00:00,1176.0,10.76,9.95,1026.0,79.0,1.65,3.0,sky is clear
1177,0.0,0.541,0.0,2023-02-19 01:00:00,1177.0,9.91,9.24,1026.0,82.0,1.82,5.0,sky is clear
1178,0.0,0.344,0.0,2023-02-19 02:00:00,1178.0,10.36,9.54,1026.0,80.0,2.02,5.0,sky is clear
1179,0.0,0.357,0.0,2023-02-19 03:00:00,1179.0,9.48,8.44,1026.0,80.0,2.18,4.0,sky is clear
1180,0.0,0.3,0.0,2023-02-19 04:00:00,1180.0,10.94,10.05,1025.0,75.0,2.22,3.0,sky is clear
1181,0.0,0.332,0.0,2023-02-19 05:00:00,1181.0,10.79,9.86,1025.0,74.0,2.36,5.0,sky is clear
1182,0.0,0.328,0.0,2023-02-19 06:00:00,1182.0,10.08,9.08,1025.0,74.0,2.41,10.0,sky is clear
1183,0.0,0.348,0.011,2023-02-19 07:00:00,1183.0,9.83,8.68,1025.0,72.0,2.42,12.0,few clouds
1184,0.103,0.0,0.211,2023-02-19 08:00:00,1184.0,8.55,6.93,1026.0,70.0,2.75,35.0,scattered clouds
1185,0.19,0.0,0.282,2023-02-19 09:00:00,1185.0,11.89,10.96,1026.0,70.0,3.09,57.0,broken clouds
1186,0.0,0.0,0.331,2023-02-19 10:00:00,1186.0,15.73,14.98,1026.0,62.0,2.54,41.0,light rain
1187,0.224,0.0,0.514,2023-02-19 11:00:00,1187.0,16.73,15.89,1026.0,55.0,2.3,39.0,scattered clouds
1188,1.068,0.0,0.976,2023-02-19 12:00:00,1188.0,17.74,16.95,1025.0,53.0,2.56,22.0,light rain
1189,0.297,0.0,0.54,2023-02-19 13:00:00,1189.0,18.78,18.07,1024.0,52.0,2.49,45.0,light rain
1190,0.423,0.0,0.498,2023-02-19 14:00:00,1190.0,19.55,18.92,1024.0,52.0,2.03,58.0,light rain
1191,0.781,0.0,0.249,2023-02-19 15:00:00,1191.0,18.01,17.2,1023.0,51.0,1.64,37.0,scattered clouds
1192,0.146,0.0,0.235,2023-02-19 16:00:00,1192.0,17.51,16.65,1022.0,51.0,1.16,11.0,few clouds
1193,0.245,0.0,0.062,2023-02-19 17:00:00,1193.0,17.51,16.78,1023.0,56.0,0.52,2.0,sky is clear
1194,0.472,0.0,0.0,2023-02-19 18:00:00,1194.0,16.06,15.29,1023.0,60.0,1.08,2.0,sky is clear
1195,0.968,0.0,0.0,2023-02-19 19:00:00,1195.0,15.15,14.37,1023.0,63.0,1.79,21.0,few clouds
1196,0.705,0.0,0.0,2023-02-19 20:00:00,1196.0,14.31,13.6,1023.0,69.0,2.01,19.0,few clouds
1197,0.573,0.0,0.0,2023-02-19 21:00:00,1197.0,13.58,12.87,1023.0,72.0,1.96,50.0,scattered clouds
1198,0.0,0.484,0.0,2023-02-19 22:00:00,1198.0,13.09,12.44,1023.0,76.0,1.95,1.0,sky is clear
1199,0.0,0.524,0.0,2023-02-19 23:00:00,1199.0,12.47,11.78,1023.0,77.0,2.19,21.0,few clouds
1200,0.0,0.52,0.0,2023-02-20 00:00:00,1200.0,13.38,12.76,1022.0,76.0,2.32,53.0,broken clouds
1201,0.0,0.443,0.0,2023-02-20 01:00:00,1201.0,12.56,11.86,1022.0,76.0,2.43,40.0,scattered clouds
1202,0.0,0.274,0.0,2023-02-20 02:00:00,1202.0,11.38,10.53,1021.0,75.0,2.51,45.0,scattered clouds
1203,0.0,0.312,0.0,2023-02-20 03:00:00,1203.0,12.4,11.71,1021.0,77.0,2.62,94.0,overcast clouds
1204,0.0,0.256,0.0,2023-02-20 04:00:00,1204.0,11.79,11.01,1021.0,76.0,2.67,97.0,overcast clouds
1205,0.0,0.244,0.0,2023-02-20 05:00:00,1205.0,12.94,12.27,1021.0,76.0,2.77,96.0,overcast clouds
1206,0.0,0.25,0.0,2023-02-20 06:00:00,1206.0,14.01,13.4,1021.0,74.0,2.84,96.0,overcast clouds
1207,0.0,1.045,0.0,2023-02-20 07:00:00,1207.0,14.62,14.07,1021.0,74.0,2.93,86.0,overcast clouds
1208,0.484,0.0,0.046,2023-02-20 08:00:00,1208.0,14.24,13.6,1021.0,72.0,3.2,95.0,overcast clouds
1209,0.134,0.0,0.123,2023-02-20 09:00:00,1209.0,14.28,13.59,1021.0,70.0,3.55,97.0,overcast clouds
1210,0.027,0.0,0.242,2023-02-20 10:00:00,1210.0,16.69,15.72,1022.0,50.0,3.49,95.0,overcast clouds
1211,0.109,0.0,0.286,2023-02-20 11:00:00,1211.0,17.32,16.41,1022.0,50.0,3.24,95.0,overcast clouds
1212,0.993,0.0,0.475,2023-02-20 12:00:00,1212.0,18.45,17.63,1021.0,49.0,3.18,93.0,overcast clouds
1213,0.0,0.0,0.243,2023-02-20 13:00:00,1213.0,19.5,18.71,1020.0,46.0,2.32,93.0,overcast clouds
1214,0.01,0.0,0.228,2023-02-20 14:00:00,1214.0,20.45,19.7,1020.0,44.0,1.33,93.0,overcast clouds
1215,0.073,0.0,0.166,2023-02-20 15:00:00,1215.0,19.96,19.21,1019.0,46.0,1.2,98.0,overcast clouds
1216,0.18,0.0,0.064,2023-02-20 16:00:00,1216.0,19.7,19.03,1019.0,50.0,1.37,99.0,overcast clouds
1217,0.254,0.0,0.004,2023-02-20 17:00:00,1217.0,17.85,17.05,1020.0,52.0,1.27,100.0,overcast clouds
1218,0.333,0.0,0.0,2023-02-20 18:00:00,1218.0,17.17,16.35,1020.0,54.0,1.27,99.0,overcast clouds
1219,0.42,0.0,0.0,2023-02-20 19:00:00,1219.0,16.67,15.88,1020.0,57.0,1.16,99.0,overcast clouds
1220,0.534,0.0,0.0,2023-02-20 20:00:00,1220.0,15.54,14.9,1020.0,67.0,1.99,97.0,overcast clouds
1221,0.601,0.0,0.0,2023-02-20 21:00:00,1221.0,14.51,13.95,1020.0,74.0,1.9,96.0,overcast clouds
1222,0.0,0.594,0.0,2023-02-20 22:00:00,1222.0,14.03,13.47,1020.0,76.0,1.72,94.0,overcast clouds
1223,0.0,0.561,0.0,2023-02-20 23:00:00,1223.0,13.75,13.4,1020.0,85.0,1.61,92.0,overcast clouds
1224,0.0,0.569,0.0,2023-02-21 00:00:00,1224.0,13.5,13.1,1020.0,84.0,1.45,95.0,overcast clouds
1225,0.0,0.561,0.0,2023-02-21 01:00:00,1225.0,12.98,12.58,1020.0,86.0,1.43,93.0,overcast clouds
1226,0.0,0.509,0.0,2023-02-21 02:00:00,1226.0,12.98,12.5,1019.0,83.0,1.46,97.0,overcast clouds
1227,0.0,0.494,0.0,2023-02-21 03:00:00,1227.0,12.87,12.59,1019.0,91.0,1.39,98.0,overcast clouds
1228,0.0,0.491,0.0,2023-02-21 04:00:00,1228.0,12.67,12.37,1019.0,91.0,1.21,90.0,overcast clouds
1229,0.0,0.422,0.0,2023-02-21 05:00:00,1229.0,12.39,11.8,1019.0,81.0,1.15,77.0,broken clouds
1230,0.0,0.264,0.0,2023-02-21 06:00:00,1230.0,12.34,11.77,1019.0,82.0,1.17,54.0,broken clouds
1231,0.0,0.262,0.003,2023-02-21 07:00:00,1231.0,12.33,11.71,1019.0,80.0,1.22,43.0,scattered clouds
1232,0.21,0.0,0.052,2023-02-21 08:00:00,1232.0,12.26,11.66,1020.0,81.0,1.2,40.0,scattered clouds
1233,0.183,0.0,0.158,2023-02-21 09:00:00,1233.0,12.56,12.01,1020.0,82.0,1.48,31.0,scattered clouds
1234,0.212,0.0,0.196,2023-02-21 10:00:00,1234.0,14.36,13.81,1020.0,75.0,1.19,63.0,light rain
1235,0.01,0.0,0.361,2023-02-21 11:00:00,1235.0,15.0,14.54,1021.0,76.0,1.7,51.0,light rain
1236,0.617,0.0,0.345,2023-02-21 12:00:00,1236.0,14.53,14.05,1021.0,77.0,1.82,47.0,scattered clouds
1237,0.536,0.0,0.085,2023-02-21 13:00:00,1237.0,15.63,15.29,1020.0,78.0,1.69,70.0,broken clouds
1238,0.308,0.0,0.227,2023-02-21 14:00:00,1238.0,15.63,15.31,1020.0,79.0,2.82,62.0,moderate rain
1239,0.354,0.0,0.209,2023-02-21 15:00:00,1239.0,14.05,13.83,1020.0,89.0,3.02,89.0,light rain
1240,0.422,0.0,0.064,2023-02-21 16:00:00,1240.0,14.03,13.81,1019.0,89.0,3.16,65.0,light rain
1241,0.464,0.0,0.013,2023-02-21 17:00:00,1241.0,14.02,13.8,1020.0,89.0,2.8,56.0,broken clouds
1242,0.533,0.0,0.0,2023-02-21 18:00:00,1242.0,12.98,12.66,1020.0,89.0,1.53,51.0,broken clouds
1243,2.77,0.0,0.0,2023-02-21 19:00:00,1243.0,12.93,12.6,1021.0,89.0,1.3,61.0,broken clouds
1244,1.482,0.0,0.0,2023-02-21 20:00:00,1244.0,12.38,12.02,1021.0,90.0,1.51,42.0,scattered clouds
1245,0.715,0.0,0.0,2023-02-21 21:00:00,1245.0,12.38,12.05,1021.0,91.0,1.55,62.0,broken clouds
1246,0.0,0.56,0.0,2023-02-21 22:00:00,1246.0,11.81,11.45,1021.0,92.0,1.42,67.0,broken clouds
1247,0.0,0.738,0.0,2023-02-21 23:00:00,1247.0,11.84,11.48,1021.0,92.0,1.01,82.0,broken clouds
1248,0.0,0.427,0.0,2023-02-22 00:00:00,1248.0,11.84,11.48,1021.0,92.0,1.31,86.0,overcast clouds
1249,0.0,0.236,0.0,2023-02-22 01:00:00,1249.0,11.78,11.44,1021.0,93.0,1.31,86.0,overcast clouds
1250,0.0,0.385,0.0,2023-02-22 02:00:00,1250.0,11.83,11.5,1021.0,93.0,0.71,100.0,overcast clouds
1251,0.0,0.32,0.0,2023-02-22 03:00:00,1251.0,11.83,11.5,1021.0,93.0,0.71,100.0,overcast clouds
1252,0.0,0.242,0.0,2023-02-22 04:00:00,1252.0,11.29,10.9,1021.0,93.0,0.71,100.0,overcast clouds
1253,0.0,0.247,0.0,2023-02-22 05:00:00,1253.0,11.29,10.93,1021.0,94.0,0.8,100.0,light rain
1254,0.0,0.254,0.0,2023-02-22 06:00:00,1254.0,11.29,10.93,1021.0,94.0,0.8,100.0,light rain
1255,0.0,0.573,0.0,2023-02-22 07:00:00,1255.0,11.25,10.88,1021.0,94.0,0.8,100.0,light rain
1256,0.696,0.0,0.048,2023-02-22 08:00:00,1256.0,10.73,10.31,1021.0,94.0,0.66,100.0,overcast clouds
1257,0.168,0.0,0.235,2023-02-22 09:00:00,1257.0,10.78,10.37,1021.0,94.0,0.66,100.0,overcast clouds
1258,0.546,0.0,0.783,2023-02-22 10:00:00,1258.0,10.85,10.45,1021.0,94.0,0.66,100.0,overcast clouds
1259,0.208,0.0,0.518,2023-02-22 11:00:00,1259.0,11.9,11.6,1021.0,94.0,1.28,96.0,light rain
1260,0.0,0.0,0.403,2023-02-22 12:00:00,1260.0,13.49,13.14,1021.0,86.0,1.28,96.0,light rain
1261,0.172,0.0,0.302,2023-02-22 13:00:00,1261.0,14.05,13.65,1021.0,82.0,1.28,96.0,light rain
1262,0.03,0.0,0.344,2023-02-22 14:00:00,1262.0,14.0,13.6,1019.0,82.0,3.48,100.0,overcast clouds
1263,0.177,0.0,0.243,2023-02-22 15:00:00,1263.0,13.49,13.11,1019.0,85.0,3.48,100.0,overcast clouds
1264,0.258,0.0,0.191,2023-02-22 16:00:00,1264.0,12.96,12.64,1019.0,89.0,3.48,100.0,overcast clouds
1265,0.241,0.0,0.039,2023-02-22 17:00:00,1265.0,12.13,11.77,1019.0,91.0,3.5,58.0,light rain
1266,1.128,0.0,0.0,2023-02-22 18:00:00,1266.0,11.87,11.46,1019.0,90.0,3.5,58.0,light rain
1267,0.518,0.0,0.0,2023-02-22 19:00:00,1267.0,10.78,10.21,1019.0,88.0,3.5,58.0,light rain
1268,1.229,0.0,0.0,2023-02-22 20:00:00,1268.0,9.69,7.82,1019.0,88.0,3.58,74.0,light rain
1269,1.321,0.0,0.0,2023-02-22 21:00:00,1269.0,9.63,7.75,1019.0,88.0,3.58,74.0,light rain
1270,0.0,0.6,0.0,2023-02-22 22:00:00,1270.0,8.49,6.36,1019.0,88.0,3.58,74.0,light rain
1271,0.0,0.583,0.0,2023-02-22 23:00:00,1271.0,7.92,5.56,1019.0,88.0,3.78,91.0,overcast clouds
1272,0.0,0.522,0.0,2023-02-23 00:00:00,1272.0,7.92,5.56,1019.0,86.0,3.78,91.0,overcast clouds
1273,0.0,0.447,0.0,2023-02-23 01:00:00,1273.0,6.86,4.26,1019.0,85.0,3.78,91.0,overcast clouds
1274,0.0,0.251,0.0,2023-02-23 02:00:00,1274.0,6.28,3.31,1018.0,85.0,4.22,88.0,overcast clouds
1275,0.0,0.244,0.0,2023-02-23 03:00:00,1275.0,6.26,3.29,1018.0,85.0,4.22,88.0,overcast clouds
1276,0.0,0.243,0.0,2023-02-23 04:00:00,1276.0,5.73,2.64,1018.0,86.0,4.22,88.0,overcast clouds
1277,0.0,0.238,0.0,2023-02-23 05:00:00,1277.0,5.68,2.97,1018.0,83.0,3.53,4.0,sky is clear
1278,0.0,0.24,0.0,2023-02-23 06:00:00,1278.0,5.15,2.33,1018.0,84.0,3.53,4.0,sky is clear
1279,0.0,0.223,0.017,2023-02-23 07:00:00,1279.0,5.14,2.31,1018.0,84.0,3.53,4.0,sky is clear
1280,0.895,0.0,0.325,2023-02-23 08:00:00,1280.0,5.14,2.76,1018.0,81.0,2.88,4.0,sky is clear
1281,0.0,0.0,0.268,2023-02-23 09:00:00,1281.0,6.8,4.75,1018.0,76.0,2.88,4.0,sky is clear
1282,0.0,0.0,0.273,2023-02-23 10:00:00,1282.0,7.9,6.07,1018.0,73.0,2.88,4.0,sky is clear
1283,0.571,0.0,0.564,2023-02-23 11:00:00,1283.0,9.04,6.51,1017.0,66.0,4.69,12.0,few clouds
1284,0.788,0.0,0.397,2023-02-23 12:00:00,1284.0,9.61,7.22,1017.0,64.0,4.69,12.0,few clouds
1285,0.048,0.0,0.383,2023-02-23 13:00:00,1285.0,10.14,8.72,1017.0,58.0,4.69,12.0,few clouds
1286,0.0,0.0,0.432,2023-02-23 14:00:00,1286.0,10.16,8.8,1014.0,60.0,6.33,59.0,broken clouds
1287,0.0,0.0,0.391,2023-02-23 15:00:00,1287.0,11.23,9.87,1014.0,56.0,6.33,59.0,broken clouds
1288,0.15,0.0,0.307,2023-02-23 16:00:00,1288.0,10.7,9.26,1014.0,55.0,6.33,59.0,broken clouds
1289,0.332,0.0,0.061,2023-02-23 17:00:00,1289.0,9.61,7.12,1014.0,58.0,4.94,5.0,sky is clear
1290,1.297,0.0,0.0,2023-02-23 18:00:00,1290.0,9.56,7.06,1014.0,62.0,4.94,5.0,sky is clear
1291,1.62,0.0,0.0,2023-02-23 19:00:00,1291.0,7.94,5.04,1014.0,62.0,4.94,5.0,sky is clear
1292,0.972,0.0,0.0,2023-02-23 20:00:00,1292.0,6.56,6.56,1014.0,69.0,1.21,7.0,sky is clear
1293,0.715,0.0,0.0,2023-02-23 21:00:00,1293.0,6.32,6.32,1014.0,69.0,1.21,7.0,sky is clear
1294,0.0,0.79,0.0,2023-02-23 22:00:00,1294.0,6.22,6.22,1014.0,78.0,1.21,7.0,sky is clear
1295,0.0,0.652,0.0,2023-02-23 23:00:00,1295.0,5.68,5.68,1014.0,81.0,1.1,0.0,sky is clear
1296,0.0,0.65,0.0,2023-02-24 00:00:00,1296.0,5.08,5.08,1014.0,83.0,1.1,0.0,sky is clear
1297,0.0,1.161,0.0,2023-02-24 01:00:00,1297.0,4.56,4.56,1014.0,85.0,1.1,0.0,sky is clear
1298,0.0,0.442,0.0,2023-02-24 02:00:00,1298.0,4.0,2.88,1013.0,87.0,1.45,0.0,sky is clear
1299,0.0,0.269,0.0,2023-02-24 03:00:00,1299.0,4.5,3.44,1013.0,86.0,1.45,0.0,sky is clear
1300,0.0,0.26,0.0,2023-02-24 04:00:00,1300.0,3.42,2.22,1013.0,87.0,1.45,0.0,sky is clear
1301,0.0,0.307,0.0,2023-02-24 05:00:00,1301.0,3.44,2.22,1013.0,88.0,1.46,0.0,sky is clear
1302,0.0,0.306,0.0,2023-02-24 06:00:00,1302.0,3.97,2.83,1013.0,86.0,1.46,0.0,sky is clear
1303,0.0,0.633,0.021,2023-02-24 07:00:00,1303.0,2.29,0.92,1013.0,76.0,1.46,0.0,sky is clear
1304,0.048,0.0,0.309,2023-02-24 08:00:00,1304.0,4.41,4.41,1013.0,81.0,1.24,0.0,sky is clear
1305,0.0,0.0,0.326,2023-02-24 09:00:00,1305.0,5.65,5.65,1013.0,76.0,1.24,0.0,sky is clear
1306,0.343,0.0,0.733,2023-02-24 10:00:00,1306.0,7.9,7.9,1013.0,71.0,1.24,0.0,sky is clear
1307,0.015,0.0,0.809,2023-02-24 11:00:00,1307.0,9.02,8.0,1012.0,70.0,2.06,0.0,sky is clear
1308,0.116,0.0,0.589,2023-02-24 12:00:00,1308.0,10.12,8.81,1012.0,62.0,2.06,0.0,sky is clear
1309,0.0,0.0,0.272,2023-02-24 13:00:00,1309.0,10.72,9.41,1012.0,60.0,2.06,0.0,sky is clear
1310,0.0,0.0,0.292,2023-02-24 14:00:00,1310.0,11.77,10.44,1010.0,55.0,3.5,3.0,sky is clear
1311,0.081,0.0,0.457,2023-02-24 15:00:00,1311.0,11.7,10.34,1010.0,54.0,3.5,3.0,sky is clear
1312,0.082,0.0,0.326,2023-02-24 16:00:00,1312.0,11.71,10.37,1010.0,55.0,3.5,3.0,sky is clear
1313,0.308,0.0,0.048,2023-02-24 17:00:00,1313.0,10.63,9.32,1010.0,60.0,2.1,2.0,sky is clear
1314,0.448,0.0,0.0,2023-02-24 18:00:00,1314.0,9.54,8.57,1010.0,63.0,2.1,2.0,sky is clear
1315,1.336,0.0,0.0,2023-02-24 19:00:00,1315.0,7.41,6.08,1010.0,63.0,2.1,2.0,sky is clear
1316,0.756,0.0,0.0,2023-02-24 20:00:00,1316.0,6.8,6.8,1010.0,74.0,1.28,1.0,sky is clear
1317,0.723,0.0,0.0,2023-02-24 21:00:00,1317.0,6.22,6.22,1010.0,78.0,1.28,1.0,sky is clear
1318,0.0,0.696,0.0,2023-02-24 22:00:00,1318.0,5.66,5.66,1010.0,78.0,1.28,1.0,sky is clear
1319,0.0,1.797,0.0,2023-02-24 23:00:00,1319.0,5.68,5.68,1010.0,80.0,1.07,0.0,sky is clear
1320,0.0,2.527,0.0,2023-02-25 00:00:00,1320.0,5.11,5.11,1010.0,81.0,1.07,0.0,sky is clear
1321,0.0,2.478,0.0,2023-02-25 01:00:00,1321.0,4.63,4.63,1010.0,82.0,1.07,0.0,sky is clear
1322,0.0,2.468,0.0,2023-02-25 02:00:00,1322.0,4.6,4.6,1009.0,84.0,1.1,2.0,sky is clear
1323,0.0,0.851,0.0,2023-02-25 03:00:00,1323.0,4.59,4.59,1009.0,85.0,1.1,2.0,sky is clear
1324,0.0,0.31,0.0,2023-02-25 04:00:00,1324.0,5.11,5.11,1009.0,84.0,1.1,2.0,sky is clear
1325,0.0,0.318,0.0,2023-02-25 05:00:00,1325.0,5.11,5.11,1009.0,83.0,1.33,100.0,overcast clouds
1326,0.0,0.327,0.0,2023-02-25 06:00:00,1326.0,5.1,5.1,1009.0,84.0,1.33,100.0,overcast clouds
1327,0.0,0.319,0.0,2023-02-25 07:00:00,1327.0,4.57,4.57,1009.0,86.0,1.33,100.0,overcast clouds
1328,0.29,0.0,0.022,2023-02-25 08:00:00,1328.0,4.57,4.57,1008.0,88.0,1.31,100.0,overcast clouds
1329,0.255,0.0,0.083,2023-02-25 09:00:00,1329.0,4.07,4.07,1008.0,90.0,1.31,100.0,overcast clouds
1330,0.139,0.0,0.178,2023-02-25 10:00:00,1330.0,4.65,4.65,1008.0,91.0,1.31,100.0,overcast clouds
1331,0.889,0.0,0.208,2023-02-25 11:00:00,1331.0,5.23,3.4,1008.0,91.0,2.24,100.0,overcast clouds
1332,0.469,0.0,0.176,2023-02-25 12:00:00,1332.0,5.74,4.0,1008.0,90.0,2.24,100.0,overcast clouds
1333,0.355,0.0,0.205,2023-02-25 13:00:00,1333.0,6.48,4.87,1008.0,88.0,2.24,100.0,overcast clouds
1334,0.185,0.0,0.139,2023-02-25 14:00:00,1334.0,7.52,5.37,1006.0,88.0,3.25,100.0,overcast clouds
1335,0.238,0.0,0.071,2023-02-25 15:00:00,1335.0,7.53,5.39,1006.0,90.0,3.25,100.0,overcast clouds
1336,0.386,0.0,0.035,2023-02-25 16:00:00,1336.0,7.96,5.91,1006.0,89.0,3.25,100.0,overcast clouds
1337,0.537,0.0,0.0,2023-02-25 17:00:00,1337.0,8.49,7.47,1007.0,90.0,1.96,100.0,light rain
1338,0.894,0.0,0.0,2023-02-25 18:00:00,1338.0,8.47,7.45,1007.0,91.0,1.96,100.0,light rain
1339,0.882,0.0,0.0,2023-02-25 19:00:00,1339.0,7.93,6.82,1007.0,91.0,1.96,100.0,light rain
1340,1.791,0.0,0.0,2023-02-25 20:00:00,1340.0,7.35,5.66,1008.0,91.0,2.53,100.0,light rain
1341,1.124,0.0,0.0,2023-02-25 21:00:00,1341.0,6.83,5.04,1008.0,89.0,2.53,100.0,light rain
1342,0.0,0.579,0.0,2023-02-25 22:00:00,1342.0,6.82,5.03,1008.0,89.0,2.53,100.0,light rain
1343,0.0,0.569,0.0,2023-02-25 23:00:00,1343.0,6.82,5.63,1009.0,87.0,1.86,100.0,overcast clouds
1344,0.0,0.516,0.0,2023-02-26 00:00:00,1344.0,7.3,6.18,1009.0,86.0,1.86,100.0,overcast clouds
1345,0.0,0.609,0.0,2023-02-26 01:00:00,1345.0,6.77,5.57,1009.0,85.0,1.86,100.0,overcast clouds
1346,0.0,0.548,0.0,2023-02-26 02:00:00,1346.0,6.78,5.77,1009.0,84.0,1.68,100.0,overcast clouds
1347,0.0,0.717,0.0,2023-02-26 03:00:00,1347.0,6.54,5.49,1009.0,84.0,1.68,100.0,overcast clouds
1348,0.0,0.545,0.0,2023-02-26 04:00:00,1348.0,4.31,2.93,1009.0,85.0,1.68,100.0,overcast clouds
1349,0.0,0.806,0.0,2023-02-26 05:00:00,1349.0,5.82,5.05,1011.0,84.0,1.37,93.0,overcast clouds
1350,0.0,0.324,0.0,2023-02-26 06:00:00,1350.0,5.86,5.1,1011.0,84.0,1.37,93.0,overcast clouds
1351,0.0,0.287,0.032,2023-02-26 07:00:00,1351.0,5.85,5.09,1011.0,84.0,1.37,93.0,overcast clouds
1352,0.045,0.0,0.282,2023-02-26 08:00:00,1352.0,6.66,5.57,1012.0,80.0,1.74,92.0,overcast clouds
1353,0.0,0.0,0.332,2023-02-26 09:00:00,1353.0,8.46,7.64,1012.0,76.0,1.74,92.0,overcast clouds
1354,0.0,0.0,0.333,2023-02-26 10:00:00,1354.0,10.67,9.67,1012.0,72.0,1.74,92.0,overcast clouds
1355,0.261,0.0,0.656,2023-02-26 11:00:00,1355.0,11.8,10.86,1013.0,70.0,2.26,3.0,sky is clear
1356,1.123,0.0,1.07,2023-02-26 12:00:00,1356.0,12.34,11.41,1013.0,68.0,2.26,3.0,sky is clear
1357,0.09,0.0,0.675,2023-02-26 13:00:00,1357.0,13.45,12.5,1013.0,63.0,2.26,3.0,sky is clear
1358,0.093,0.0,0.722,2023-02-26 14:00:00,1358.0,14.51,13.48,1012.0,56.0,4.23,5.0,sky is clear
1359,0.0,0.0,0.52,2023-02-26 15:00:00,1359.0,14.94,13.98,1012.0,57.0,4.23,5.0,sky is clear
1360,0.207,0.0,0.374,2023-02-26 16:00:00,1360.0,14.93,13.91,1012.0,55.0,4.23,5.0,sky is clear
1361,0.507,0.0,0.051,2023-02-26 17:00:00,1361.0,13.92,13.01,1013.0,63.0,2.73,0.0,sky is clear
1362,2.191,0.0,0.0,2023-02-26 18:00:00,1362.0,11.61,10.55,1013.0,66.0,2.73,0.0,sky is clear
1363,2.146,0.0,0.0,2023-02-26 19:00:00,1363.0,10.08,8.87,1013.0,66.0,2.73,0.0,sky is clear
1364,0.962,0.0,0.0,2023-02-26 20:00:00,1364.0,9.69,9.69,1013.0,81.0,1.12,0.0,sky is clear
1365,0.557,0.0,0.0,2023-02-26 21:00:00,1365.0,7.85,7.85,1013.0,81.0,1.12,0.0,sky is clear
1366,0.0,0.45,0.0,2023-02-26 22:00:00,1366.0,6.96,6.96,1013.0,81.0,1.12,0.0,sky is clear
1367,0.0,0.574,0.0,2023-02-26 23:00:00,1367.0,4.99,3.76,1014.0,81.0,1.64,0.0,sky is clear
1368,0.0,0.586,0.0,2023-02-27 00:00:00,1368.0,4.93,3.69,1014.0,81.0,1.64,0.0,sky is clear
1369,0.0,0.569,0.0,2023-02-27 01:00:00,1369.0,4.04,2.67,1014.0,81.0,1.64,0.0,sky is clear
1370,0.0,0.521,0.0,2023-02-27 02:00:00,1370.0,5.05,3.66,1015.0,80.0,1.78,0.0,sky is clear
1371,0.0,0.416,0.0,2023-02-27 03:00:00,1371.0,4.87,3.46,1015.0,80.0,1.78,0.0,sky is clear
1372,0.0,0.29,0.0,2023-02-27 04:00:00,1372.0,5.76,4.48,1015.0,80.0,1.78,0.0,sky is clear
1373,0.0,0.281,0.0,2023-02-27 05:00:00,1373.0,6.72,5.16,1016.0,72.0,2.23,14.0,few clouds
1374,0.0,0.298,0.0,2023-02-27 06:00:00,1374.0,5.76,4.03,1016.0,72.0,2.23,14.0,few clouds
1375,0.0,1.3,0.04,2023-02-27 07:00:00,1375.0,5.7,3.96,1016.0,72.0,2.23,14.0,few clouds
1376,0.042,0.0,0.307,2023-02-27 08:00:00,1376.0,5.06,3.46,1018.0,51.0,1.98,4.0,sky is clear
1377,0.0,0.0,0.288,2023-02-27 09:00:00,1377.0,6.85,5.54,1018.0,60.0,1.98,4.0,sky is clear
1378,0.0,0.0,0.306,2023-02-27 10:00:00,1378.0,8.56,7.53,1018.0,58.0,1.98,4.0,sky is clear
1379,0.219,0.0,0.498,2023-02-27 11:00:00,1379.0,10.17,8.6,1019.0,52.0,1.41,4.0,sky is clear
1380,0.564,0.0,0.915,2023-02-27 12:00:00,1380.0,10.76,9.12,1019.0,47.0,1.41,4.0,sky is clear
