,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
1120,0.245,0.0,0.049,None,2021-11-14 16:00:00,19.0,18.29,17.89,19.23,1019,51,1.3,2,sky is clear
1121,0.404,0.0,0.0,None,2021-11-14 17:00:00,17.9,17.21,15.67,17.93,1019,56,1.86,0,sky is clear
1122,1.603,0.0,0.0,None,2021-11-14 18:00:00,13.0,12.52,10.72,16.21,1019,83,1.85,0,sky is clear
1123,1.238,0.0,0.0,None,2021-11-14 19:00:00,15.08,14.45,12.57,15.15,1020,69,1.76,0,sky is clear
1124,0.825,0.0,0.0,None,2021-11-14 20:00:00,13.79,13.18,9.72,14.04,1020,75,1.99,0,sky is clear
1125,0.549,0.0,0.0,None,2021-11-14 21:00:00,13.94,13.32,10.9,14.04,1020,74,1.94,0,sky is clear
1126,0.0,0.665,0.0,None,2021-11-14 22:00:00,13.67,13.0,8.72,14.04,1021,73,2.32,0,sky is clear
1127,0.0,0.491,0.0,None,2021-11-14 23:00:00,12.66,11.97,8.72,12.93,1021,76,2.35,0,sky is clear
1128,0.0,0.398,0.0,None,2021-11-15 00:00:00,8.03,6.76,7.72,10.57,1020,88,2.16,0,sky is clear
1129,0.0,0.249,0.0,None,2021-11-15 01:00:00,7.08,5.66,6.72,10.01,1021,88,2.14,0,sky is clear
1130,0.0,0.279,0.0,None,2021-11-15 02:00:00,5.17,3.37,4.72,9.23,1020,87,2.2,0,sky is clear
1131,0.0,0.3,0.0,None,2021-11-15 03:00:00,7.78,6.41,5.72,9.23,1020,86,2.23,0,sky is clear
1132,0.0,0.239,0.0,None,2021-11-15 04:00:00,7.51,6.12,4.72,9.23,1020,88,2.19,0,sky is clear
1133,0.0,0.25,0.0,None,2021-11-15 05:00:00,10.42,9.21,4.72,10.7,1020,65,2.26,0,sky is clear
1134,0.0,0.294,0.0,None,2021-11-15 06:00:00,7.06,5.4,6.45,9.23,1020,89,2.43,2,sky is clear
1135,0.0,1.685,0.016,None,2021-11-15 07:00:00,5.94,3.94,5.72,8.68,1020,89,2.59,2,sky is clear
1136,0.449,0.0,0.343,Medium,2021-11-15 08:00:00,7.01,4.91,6.72,8.12,1021,88,3.02,2,sky is clear
1137,0.0,0.0,0.259,High,2021-11-15 09:00:00,13.21,12.28,8.72,13.48,1022,65,3.23,0,sky is clear
1138,0.0,0.0,0.261,High,2021-11-15 10:00:00,14.46,13.66,10.9,14.59,1022,65,2.93,0,sky is clear
1139,0.0,0.0,0.25,Very High,2021-11-15 11:00:00,15.58,14.79,12.57,15.7,1022,61,2.63,0,sky is clear
1140,0.0,0.0,0.252,Very High,2021-11-15 12:00:00,16.8,16.05,15.57,17.32,1021,58,2.19,0,sky is clear
1141,0.0,0.0,0.262,High,2021-11-15 13:00:00,16.86,16.12,16.68,17.88,1021,58,1.93,0,sky is clear
1142,0.0,0.0,0.256,High,2021-11-15 14:00:00,16.87,16.1,15.9,17.72,1021,57,1.96,0,sky is clear
1143,0.007,0.0,0.25,Medium,2021-11-15 15:00:00,16.82,16.02,16.72,17.33,1020,56,2.2,3,sky is clear
1144,0.173,0.0,0.073,None,2021-11-15 16:00:00,16.8,16.0,15.9,17.33,1020,56,1.34,18,few clouds
1145,0.236,0.0,0.0,None,2021-11-15 17:00:00,16.18,15.45,14.72,16.26,1020,61,2.06,25,scattered clouds
1146,0.249,0.0,0.0,None,2021-11-15 18:00:00,15.07,14.25,13.12,15.67,1020,62,2.05,64,broken clouds
1147,0.874,0.0,0.0,None,2021-11-15 19:00:00,14.42,13.61,11.72,14.59,1021,65,2.24,95,overcast clouds
1148,0.739,0.0,0.0,None,2021-11-15 20:00:00,13.87,13.06,10.72,14.55,1021,67,2.39,98,overcast clouds
1149,0.49,0.0,0.0,None,2021-11-15 21:00:00,13.3,12.51,9.72,14.0,1021,70,2.18,99,overcast clouds
1150,0.0,0.369,0.0,None,2021-11-15 22:00:00,13.31,12.55,10.34,13.48,1021,71,2.24,96,overcast clouds
1151,0.0,0.369,0.0,None,2021-11-15 23:00:00,13.25,12.46,9.72,13.48,1021,70,2.08,97,overcast clouds
1152,0.0,0.304,0.0,None,2021-11-16 00:00:00,13.25,12.41,9.72,13.48,1021,68,2.21,97,overcast clouds
1153,0.0,0.281,0.0,None,2021-11-16 01:00:00,12.79,11.9,10.34,12.93,1021,68,2.43,100,overcast clouds
1154,0.0,0.255,0.0,None,2021-11-16 02:00:00,11.68,10.76,8.72,12.23,1021,71,2.49,92,overcast clouds
1155,0.0,0.266,0.0,None,2021-11-16 03:00:00,12.15,11.25,8.72,12.37,1021,70,2.48,86,overcast clouds
1156,0.0,0.29,0.0,None,2021-11-16 04:00:00,11.78,10.89,10.34,11.82,1021,72,2.45,35,scattered clouds
1157,0.0,0.278,0.0,None,2021-11-16 05:00:00,11.7,10.83,9.54,11.82,1021,73,2.46,67,broken clouds
1158,0.0,0.298,0.0,None,2021-11-16 06:00:00,11.18,10.31,9.54,11.26,1021,75,2.48,66,broken clouds
1159,0.0,0.998,0.016,None,2021-11-16 07:00:00,10.09,9.43,6.45,10.72,1021,87,2.42,27,scattered clouds
1160,0.264,0.0,0.375,Low,2021-11-16 08:00:00,11.22,10.33,9.45,11.26,1022,74,2.49,3,sky is clear
1161,0.365,0.0,0.381,High,2021-11-16 09:00:00,12.35,11.49,11.68,12.37,1022,71,2.6,1,sky is clear
1162,0.0,0.0,0.226,High,2021-11-16 10:00:00,13.49,12.7,13.34,14.0,1022,69,1.78,0,sky is clear
1163,0.0,0.0,0.303,High,2021-11-16 11:00:00,14.6,13.84,13.9,15.11,1022,66,1.7,2,sky is clear
1164,0.0,0.0,0.208,Very High,2021-11-16 12:00:00,15.2,14.42,15.01,16.72,1021,63,1.85,1,sky is clear
1165,0.0,0.0,0.208,High,2021-11-16 13:00:00,15.73,14.93,15.57,16.72,1021,60,1.78,0,sky is clear
1166,0.0,0.0,0.21,High,2021-11-16 14:00:00,15.75,14.87,14.79,16.72,1020,57,1.53,10,sky is clear
1167,0.0,0.0,0.207,Medium,2021-11-16 15:00:00,15.71,14.77,14.79,16.68,1020,55,1.39,80,broken clouds
1168,0.138,0.0,0.066,None,2021-11-16 16:00:00,15.66,14.77,14.72,16.68,1020,57,1.31,98,overcast clouds
1169,0.193,0.0,0.0,None,2021-11-16 17:00:00,15.09,14.22,13.68,15.66,1020,60,1.83,89,overcast clouds
1170,0.438,0.0,0.0,None,2021-11-16 18:00:00,13.96,13.16,11.72,15.1,1020,67,2.08,27,scattered clouds
1171,1.74,0.0,0.0,None,2021-11-16 19:00:00,13.33,12.49,10.72,13.48,1020,68,2.27,20,few clouds
1172,0.772,0.0,0.0,None,2021-11-16 20:00:00,12.81,12.0,10.34,12.93,1021,71,2.29,14,few clouds
1173,0.409,0.0,0.0,None,2021-11-16 21:00:00,12.35,11.52,10.9,12.37,1021,72,2.24,27,scattered clouds
1174,0.0,0.558,0.0,None,2021-11-16 22:00:00,12.33,11.45,11.21,12.37,1021,70,2.07,82,broken clouds
1175,0.0,0.261,0.0,None,2021-11-16 23:00:00,11.74,10.88,10.34,12.33,1021,73,1.98,86,overcast clouds
1176,0.0,0.255,0.0,None,2021-11-17 00:00:00,12.15,11.27,8.72,12.37,1021,71,2.02,87,overcast clouds
1177,0.0,0.323,0.0,None,2021-11-17 01:00:00,10.2,9.52,9.23,11.68,1022,86,2.4,88,overcast clouds
1178,0.0,0.241,0.0,None,2021-11-17 02:00:00,11.61,10.63,7.72,11.82,1022,69,2.62,80,broken clouds
1179,0.0,0.315,0.0,None,2021-11-17 03:00:00,11.73,10.73,9.23,11.82,1021,68,2.64,64,broken clouds
1180,0.0,0.282,0.0,None,2021-11-17 04:00:00,11.13,10.1,8.68,11.26,1022,69,2.44,61,broken clouds
1181,0.0,0.27,0.0,None,2021-11-17 05:00:00,11.71,10.71,8.68,11.82,1022,68,2.28,52,broken clouds
1182,0.0,0.274,0.0,None,2021-11-17 06:00:00,11.51,10.49,8.12,11.82,1022,68,2.25,36,scattered clouds
1183,0.0,1.717,0.005,None,2021-11-17 07:00:00,9.11,7.98,7.57,10.01,1022,87,2.22,44,scattered clouds
1184,0.708,0.0,0.247,Medium,2021-11-17 08:00:00,10.05,9.33,7.01,10.72,1023,85,2.39,41,scattered clouds
1185,0.0,0.0,0.28,High,2021-11-17 09:00:00,12.77,11.72,8.68,12.93,1024,62,2.58,20,few clouds
1186,0.173,0.0,0.607,Medium,2021-11-17 10:00:00,13.95,12.94,11.45,14.04,1024,59,1.98,0,sky is clear
1187,0.382,0.0,0.676,High,2021-11-17 11:00:00,14.6,13.63,13.9,15.1,1024,58,1.81,0,sky is clear
1188,0.0,0.0,0.27,Very High,2021-11-17 12:00:00,15.71,14.77,15.57,16.22,1024,55,1.66,0,sky is clear
1189,0.0,0.0,0.257,High,2021-11-17 13:00:00,16.35,15.4,15.34,17.72,1023,52,1.85,0,sky is clear
1190,0.0,0.0,0.247,High,2021-11-17 14:00:00,16.84,15.89,16.77,17.72,1023,50,2.4,0,sky is clear
1191,0.0,0.0,0.247,Medium,2021-11-17 15:00:00,16.82,15.89,16.72,17.79,1022,51,2.4,0,sky is clear
1192,0.219,0.0,0.039,None,2021-11-17 16:00:00,16.81,15.9,15.34,17.79,1022,52,1.37,0,sky is clear
1193,0.278,0.0,0.0,None,2021-11-17 17:00:00,16.17,15.28,14.72,16.26,1022,55,2.21,0,sky is clear
1194,0.39,0.0,0.0,None,2021-11-17 18:00:00,13.89,13.08,12.57,15.67,1023,67,2.47,0,sky is clear
1195,0.326,0.0,0.0,None,2021-11-17 19:00:00,12.16,11.47,10.72,14.0,1023,78,2.55,1,sky is clear
1196,0.346,0.0,0.0,None,2021-11-17 20:00:00,11.82,11.15,10.72,13.34,1023,80,2.32,30,scattered clouds
1197,0.423,0.0,0.0,None,2021-11-17 21:00:00,11.2,10.54,9.72,13.44,1024,83,2.13,16,few clouds
1198,0.0,1.079,0.0,None,2021-11-17 22:00:00,12.35,11.34,11.72,13.44,1024,65,2.25,0,sky is clear
1199,0.0,0.389,0.0,None,2021-11-17 23:00:00,12.35,11.29,11.72,12.37,1025,63,2.44,0,sky is clear
1200,0.0,0.341,0.0,None,2021-11-18 00:00:00,11.81,10.74,11.12,12.33,1025,65,2.76,32,scattered clouds
1201,0.0,0.316,0.0,None,2021-11-18 01:00:00,11.26,10.16,10.66,11.72,1025,66,3.05,13,few clouds
1202,0.0,0.257,0.0,None,2021-11-18 02:00:00,11.24,10.12,10.66,11.26,1025,65,3.36,0,sky is clear
1203,0.0,0.304,0.0,None,2021-11-18 03:00:00,10.7,9.52,10.57,10.72,1025,65,3.76,0,sky is clear
1204,0.0,0.308,0.0,None,2021-11-18 04:00:00,9.92,8.03,6.45,10.57,1024,72,3.72,0,sky is clear
1205,0.0,0.29,0.0,None,2021-11-18 05:00:00,10.49,9.45,7.01,10.72,1024,71,3.51,0,sky is clear
1206,0.0,1.905,0.0,None,2021-11-18 06:00:00,9.38,7.58,6.45,11.12,1024,71,3.32,0,sky is clear
1207,0.0,2.151,0.002,None,2021-11-18 07:00:00,8.44,6.56,5.34,11.12,1024,73,3.12,4,sky is clear
1208,0.072,0.0,0.284,Medium,2021-11-18 08:00:00,8.58,6.71,5.34,11.22,1025,74,3.15,8,sky is clear
1209,0.0,0.0,0.272,High,2021-11-18 09:00:00,11.78,10.66,10.66,12.33,1025,63,3.77,12,few clouds
1210,0.0,0.0,0.278,High,2021-11-18 10:00:00,12.95,11.84,11.68,13.72,1025,59,3.86,0,sky is clear
1211,0.0,0.0,0.255,Very High,2021-11-18 11:00:00,13.47,12.39,12.79,13.48,1025,58,5.05,0,sky is clear
1212,0.035,0.0,0.659,High,2021-11-18 12:00:00,14.57,13.54,13.9,14.72,1024,56,5.36,0,sky is clear
1213,0.0,0.0,0.249,High,2021-11-18 13:00:00,15.15,14.13,15.01,15.34,1024,54,5.17,0,sky is clear
1214,0.0,0.0,0.355,High,2021-11-18 14:00:00,15.16,14.14,15.1,15.9,1023,54,4.84,0,sky is clear
1215,0.0,0.0,0.254,Medium,2021-11-18 15:00:00,15.73,14.74,15.1,16.72,1023,53,4.19,0,sky is clear
1216,0.221,0.0,0.036,None,2021-11-18 16:00:00,15.73,14.72,15.1,16.72,1023,52,2.73,0,sky is clear
1217,0.256,0.0,0.0,None,2021-11-18 17:00:00,14.59,13.59,14.23,15.11,1023,57,2.19,0,sky is clear
1218,0.535,0.0,0.0,None,2021-11-18 18:00:00,13.41,12.35,12.72,14.55,1023,59,2.33,0,sky is clear
1219,0.952,0.0,0.0,None,2021-11-18 19:00:00,13.2,12.19,11.45,14.55,1023,62,2.57,0,sky is clear
1220,0.834,0.0,0.0,None,2021-11-18 20:00:00,11.11,9.95,8.72,14.0,1023,64,2.72,0,sky is clear
1221,0.638,0.0,0.0,None,2021-11-18 21:00:00,12.63,11.65,10.34,14.0,1024,65,2.96,0,sky is clear
1222,0.0,0.769,0.0,None,2021-11-18 22:00:00,11.38,10.27,9.72,13.44,1024,65,3.29,0,sky is clear
1223,0.0,1.118,0.0,None,2021-11-18 23:00:00,10.87,9.76,8.72,13.44,1024,67,3.36,0,sky is clear
1224,0.0,1.716,0.0,None,2021-11-19 00:00:00,12.35,11.39,9.79,13.44,1024,67,3.28,0,sky is clear
1225,0.0,1.601,0.0,None,2021-11-19 01:00:00,11.03,9.99,9.72,12.88,1024,69,3.36,0,sky is clear
1226,0.0,1.35,0.0,None,2021-11-19 02:00:00,11.4,10.4,9.23,12.32,1024,69,3.33,0,sky is clear
1227,0.0,0.377,0.0,None,2021-11-19 03:00:00,9.68,7.9,7.72,12.32,1023,70,3.4,0,sky is clear
1228,0.0,0.409,0.0,None,2021-11-19 04:00:00,8.88,6.9,6.72,11.77,1023,71,3.47,0,sky is clear
1229,0.0,0.37,0.0,None,2021-11-19 05:00:00,10.39,9.29,9.23,11.68,1023,69,3.52,0,sky is clear
1230,0.0,0.382,0.0,None,2021-11-19 06:00:00,10.93,9.91,9.23,11.21,1023,70,3.48,0,sky is clear
1231,0.0,1.314,0.002,None,2021-11-19 07:00:00,11.5,10.51,8.12,11.72,1023,69,3.48,0,sky is clear
1232,0.227,0.0,0.316,Medium,2021-11-19 08:00:00,11.26,10.27,8.12,11.72,1023,70,3.64,0,sky is clear
1233,0.0,0.0,0.348,High,2021-11-19 09:00:00,12.33,11.32,10.34,12.72,1023,65,4.09,0,sky is clear
1234,0.323,0.0,0.615,Medium,2021-11-19 10:00:00,13.96,13.06,12.32,14.04,1023,63,4.1,0,sky is clear
1235,0.0,0.0,0.462,High,2021-11-19 11:00:00,15.13,14.29,13.9,15.72,1023,61,4.74,0,sky is clear
1236,0.368,0.0,0.698,Medium,2021-11-19 12:00:00,15.25,14.4,15.01,16.72,1022,60,4.7,0,sky is clear
1237,0.0,0.0,0.346,High,2021-11-19 13:00:00,16.81,16.03,16.12,16.82,1022,57,4.38,0,sky is clear
1238,0.0,0.0,0.358,Medium,2021-11-19 14:00:00,16.81,15.98,16.21,17.33,1021,55,4.2,0,sky is clear
1239,0.065,0.0,0.333,Low,2021-11-19 15:00:00,16.82,15.99,16.68,17.33,1020,55,4.04,0,sky is clear
1240,0.413,0.0,0.05,None,2021-11-19 16:00:00,16.8,16.02,16.21,17.01,1020,57,2.79,0,sky is clear
1241,0.563,0.0,0.0,None,2021-11-19 17:00:00,16.27,15.47,15.57,16.72,1020,58,2.43,0,sky is clear
1242,1.087,0.0,0.0,None,2021-11-19 18:00:00,15.72,14.97,15.57,16.22,1020,62,2.52,0,sky is clear
1243,1.61,0.0,0.0,None,2021-11-19 19:00:00,15.75,15.05,13.68,16.22,1020,64,2.63,25,scattered clouds
1244,1.807,0.0,0.0,None,2021-11-19 20:00:00,15.69,15.04,12.57,15.72,1020,66,2.74,48,scattered clouds
1245,1.63,0.0,0.0,None,2021-11-19 21:00:00,14.97,14.25,12.01,15.67,1020,66,2.91,65,broken clouds
1246,0.0,0.807,0.0,None,2021-11-19 22:00:00,15.48,14.75,12.01,15.72,1021,64,3.1,43,scattered clouds
1247,0.0,0.405,0.0,None,2021-11-19 23:00:00,15.26,14.54,11.45,15.72,1020,65,3.18,17,few clouds
1248,0.0,0.473,0.0,None,2021-11-20 00:00:00,14.69,13.91,10.9,15.11,1020,65,3.34,13,few clouds
1249,0.0,0.289,0.0,None,2021-11-20 01:00:00,15.21,14.51,12.01,15.72,1020,66,3.35,49,scattered clouds
1250,0.0,0.294,0.0,None,2021-11-20 02:00:00,14.64,13.94,11.45,14.72,1020,68,3.42,49,scattered clouds
1251,0.0,0.297,0.0,None,2021-11-20 03:00:00,14.44,13.77,11.45,14.72,1020,70,3.23,37,scattered clouds
1252,0.0,0.375,0.0,None,2021-11-20 04:00:00,14.4,13.72,12.01,14.72,1020,70,3.14,23,few clouds
1253,0.0,0.304,0.0,None,2021-11-20 05:00:00,14.24,13.6,12.01,14.72,1020,72,3.24,18,few clouds
1254,0.0,0.29,0.0,None,2021-11-20 06:00:00,13.63,12.98,11.45,13.9,1020,74,3.19,37,scattered clouds
1255,0.0,0.425,0.002,None,2021-11-20 07:00:00,13.63,12.98,12.01,13.9,1020,74,3.13,45,scattered clouds
1256,0.235,0.0,0.112,None,2021-11-20 08:00:00,13.02,12.34,10.9,13.43,1020,75,3.31,41,scattered clouds
1257,0.0,0.0,0.291,High,2021-11-20 09:00:00,14.02,13.23,13.43,14.55,1021,67,3.81,41,scattered clouds
1258,0.284,0.0,0.265,Medium,2021-11-20 10:00:00,15.15,14.47,14.45,15.72,1020,67,3.63,69,broken clouds
1259,0.683,0.0,0.567,Medium,2021-11-20 11:00:00,15.75,15.05,14.79,16.72,1021,64,3.5,84,broken clouds
1260,0.504,0.0,0.565,None,2021-11-20 12:00:00,16.81,16.17,16.12,17.57,1020,62,3.39,80,broken clouds
1261,0.821,0.0,0.485,None,2021-11-20 13:00:00,17.92,17.31,17.23,17.93,1019,59,3.31,70,broken clouds
1262,0.787,0.0,0.358,Low,2021-11-20 14:00:00,17.95,17.34,17.32,18.72,1019,59,2.87,70,broken clouds
1263,0.035,0.0,0.22,Low,2021-11-20 15:00:00,17.92,17.28,17.23,18.12,1018,58,2.56,58,broken clouds
1264,0.197,0.0,0.052,None,2021-11-20 16:00:00,17.92,17.33,16.77,18.72,1018,60,1.31,40,scattered clouds
1265,0.242,0.0,0.0,None,2021-11-20 17:00:00,16.81,16.22,16.12,16.82,1018,64,1.61,26,scattered clouds
1266,0.554,0.0,0.0,None,2021-11-20 18:00:00,15.68,15.11,14.79,15.7,1018,69,1.61,43,scattered clouds
1267,0.507,0.0,0.0,None,2021-11-20 19:00:00,13.96,13.55,12.72,15.67,1018,82,1.83,16,few clouds
1268,0.885,0.0,0.0,None,2021-11-20 20:00:00,13.72,13.39,12.72,15.11,1018,86,1.47,21,few clouds
1269,0.417,0.0,0.0,None,2021-11-20 21:00:00,13.03,12.69,11.45,15.11,1019,88,1.38,24,few clouds
1270,0.0,0.37,0.0,None,2021-11-20 22:00:00,14.95,14.3,10.9,15.15,1018,69,1.67,58,broken clouds
1271,0.0,0.385,0.0,None,2021-11-20 23:00:00,14.94,14.34,10.34,15.15,1019,71,1.76,34,scattered clouds
1272,0.0,0.323,0.0,None,2021-11-21 00:00:00,14.57,13.94,13.34,14.59,1018,71,1.68,36,scattered clouds
1273,0.0,0.334,0.0,None,2021-11-21 01:00:00,15.01,14.34,10.72,15.15,1019,68,1.51,33,scattered clouds
1274,0.0,0.293,0.0,None,2021-11-21 02:00:00,14.44,13.77,9.72,14.59,1018,70,1.41,39,scattered clouds
1275,0.0,0.326,0.0,None,2021-11-21 03:00:00,14.46,13.79,10.72,14.59,1018,70,1.43,30,scattered clouds
1276,0.0,0.276,0.0,None,2021-11-21 04:00:00,14.46,13.84,10.72,14.59,1017,72,1.51,26,scattered clouds
1277,0.0,0.265,0.0,None,2021-11-21 05:00:00,13.43,12.79,11.12,13.48,1017,75,1.46,26,scattered clouds
1278,0.0,0.247,0.0,None,2021-11-21 06:00:00,13.37,12.75,10.66,13.48,1017,76,1.43,30,scattered clouds
1279,0.0,0.238,0.003,None,2021-11-21 07:00:00,13.43,12.79,10.57,13.48,1017,75,1.4,38,scattered clouds
1280,0.551,0.0,0.107,None,2021-11-21 08:00:00,13.95,13.36,10.57,14.04,1017,75,1.22,46,scattered clouds
1281,0.458,0.0,0.377,Medium,2021-11-21 09:00:00,13.94,13.4,10.66,14.04,1018,77,1.45,47,scattered clouds
1282,0.0,0.0,0.491,Medium,2021-11-21 10:00:00,15.05,14.6,12.32,15.15,1018,76,0.76,80,broken clouds
1283,0.999,0.0,0.799,None,2021-11-21 11:00:00,16.78,16.29,13.99,16.82,1018,68,0.32,63,broken clouds
1284,0.555,0.0,0.808,None,2021-11-21 12:00:00,16.82,16.36,15.34,18.44,1017,69,0.86,50,scattered clouds
1285,0.298,0.0,0.666,Medium,2021-11-21 13:00:00,17.34,16.93,16.72,17.37,1016,69,1.53,73,broken clouds
1286,0.887,0.0,0.516,None,2021-11-21 14:00:00,17.39,16.99,16.68,18.99,1015,69,1.94,81,broken clouds
1287,0.698,0.0,0.275,None,2021-11-21 15:00:00,16.78,16.37,15.72,17.32,1015,71,2.2,55,broken clouds
1288,0.753,0.0,0.038,None,2021-11-21 16:00:00,16.7,16.36,14.72,16.82,1015,74,1.9,10,sky is clear
1289,0.879,0.0,0.0,None,2021-11-21 17:00:00,15.06,14.66,13.72,15.15,1015,78,1.84,13,few clouds
1290,0.818,0.0,0.0,None,2021-11-21 18:00:00,14.02,13.57,12.79,14.04,1015,80,1.94,9,sky is clear
1291,1.547,0.0,0.0,None,2021-11-21 19:00:00,12.82,12.3,10.72,12.93,1015,82,1.7,5,sky is clear
1292,0.713,0.0,0.0,None,2021-11-21 20:00:00,12.35,11.86,11.45,12.89,1015,85,1.77,1,sky is clear
1293,1.058,0.0,0.0,None,2021-11-21 21:00:00,11.81,11.29,10.57,11.82,1015,86,1.65,0,sky is clear
1294,0.0,0.7,0.0,None,2021-11-21 22:00:00,11.77,11.27,10.01,11.82,1015,87,1.83,2,sky is clear
1295,0.0,0.514,0.0,None,2021-11-21 23:00:00,11.23,10.71,9.79,11.26,1015,88,1.69,40,scattered clouds
1296,0.0,0.369,0.0,None,2021-11-22 00:00:00,10.59,9.92,8.12,10.7,1015,85,2.21,19,few clouds
1297,0.0,0.321,0.0,None,2021-11-22 01:00:00,9.92,8.65,5.72,10.15,1015,87,2.62,11,few clouds
1298,0.0,0.323,0.0,None,2021-11-22 02:00:00,8.9,7.22,6.72,9.04,1014,82,2.95,4,sky is clear
1299,0.0,0.267,0.0,None,2021-11-22 03:00:00,9.45,7.94,6.72,9.59,1014,79,2.86,6,sky is clear
1300,0.0,0.249,0.0,None,2021-11-22 04:00:00,9.44,7.96,6.72,9.59,1014,79,2.81,5,sky is clear
1301,0.0,0.246,0.0,None,2021-11-22 05:00:00,8.88,7.14,6.72,9.04,1014,81,3.04,2,sky is clear
1302,0.0,0.306,0.0,None,2021-11-22 06:00:00,8.36,6.33,6.72,8.48,1014,80,3.36,0,sky is clear
1303,0.0,1.489,0.002,None,2021-11-22 07:00:00,8.34,6.23,6.72,8.48,1014,72,3.48,0,sky is clear
1304,0.751,0.0,0.263,Medium,2021-11-22 08:00:00,8.84,6.76,6.68,9.04,1014,63,3.64,0,sky is clear
1305,0.0,0.0,0.28,High,2021-11-22 09:00:00,10.0,8.0,7.57,10.15,1015,63,4.01,0,sky is clear
1306,0.204,0.0,0.481,High,2021-11-22 10:00:00,10.17,8.81,9.45,10.72,1015,60,3.86,1,sky is clear
1307,0.076,0.0,0.504,High,2021-11-22 11:00:00,11.28,9.98,8.68,12.88,1015,58,4.4,5,sky is clear
1308,0.0,0.0,0.275,Very High,2021-11-22 12:00:00,11.86,10.54,11.68,13.43,1015,55,5.28,12,few clouds
1309,0.0,0.0,0.257,High,2021-11-22 13:00:00,12.46,11.17,9.79,15.1,1014,54,5.47,37,scattered clouds
1310,0.003,0.0,0.255,High,2021-11-22 14:00:00,11.86,10.59,11.82,13.43,1013,57,5.65,81,broken clouds
1311,0.087,0.0,0.177,Low,2021-11-22 15:00:00,11.31,10.12,11.26,12.72,1012,62,5.23,85,light rain
1312,0.23,0.0,0.037,None,2021-11-22 16:00:00,10.75,9.58,10.7,12.32,1012,65,3.76,43,scattered clouds
1313,0.273,0.0,0.0,None,2021-11-22 17:00:00,10.18,9.06,10.15,11.21,1012,69,3.23,18,few clouds
1314,0.326,0.0,0.0,None,2021-11-22 18:00:00,9.03,7.14,8.68,9.55,1013,72,3.35,16,few clouds
1315,1.653,0.0,0.0,None,2021-11-22 19:00:00,9.02,7.25,8.68,9.04,1013,69,3.14,3,sky is clear
1316,0.994,0.0,0.0,None,2021-11-22 20:00:00,8.95,7.24,7.72,9.04,1014,70,3.01,23,few clouds
1317,0.482,0.0,0.0,None,2021-11-22 21:00:00,8.33,6.58,7.23,8.72,1014,78,2.88,24,few clouds
1318,0.0,0.698,0.0,None,2021-11-22 22:00:00,8.42,6.63,7.72,8.68,1014,73,2.98,15,few clouds
1319,0.0,0.466,0.0,None,2021-11-22 23:00:00,8.31,6.33,5.72,8.68,1014,73,3.25,44,scattered clouds
1320,0.0,0.411,0.0,None,2021-11-23 00:00:00,7.88,5.7,6.68,8.68,1014,73,3.43,11,few clouds
1321,0.0,0.374,0.0,None,2021-11-23 01:00:00,6.79,4.33,5.72,6.82,1014,79,3.51,63,broken clouds
1322,0.0,0.373,0.0,None,2021-11-23 02:00:00,6.78,4.62,5.72,6.82,1014,78,3.03,99,overcast clouds
1323,0.0,0.33,0.0,None,2021-11-23 03:00:00,6.78,4.74,4.45,8.68,1014,81,2.86,98,overcast clouds
1324,0.0,0.202,0.0,None,2021-11-23 04:00:00,6.73,4.87,5.01,9.23,1013,79,2.6,97,overcast clouds
1325,0.0,0.26,0.0,None,2021-11-23 05:00:00,5.96,3.77,5.1,6.26,1013,83,2.84,100,overcast clouds
1326,0.0,0.257,0.0,None,2021-11-23 06:00:00,6.23,4.09,5.01,6.26,1013,84,2.85,99,overcast clouds
1327,0.0,1.063,0.001,None,2021-11-23 07:00:00,6.75,4.81,4.54,9.79,1013,84,2.72,25,light rain
1328,0.472,0.0,0.074,None,2021-11-23 08:00:00,7.73,6.17,5.1,9.79,1014,78,2.45,20,light rain
1329,0.265,0.0,0.308,Medium,2021-11-23 09:00:00,8.32,6.69,6.21,9.79,1015,80,2.7,62,broken clouds
1330,0.0,0.0,0.267,High,2021-11-23 10:00:00,9.6,8.66,8.9,10.34,1015,77,2.08,68,broken clouds
1331,0.0,0.0,0.262,Very High,2021-11-23 11:00:00,12.81,11.9,10.1,12.93,1015,67,2.37,88,overcast clouds
1332,0.0,0.0,0.258,Very High,2021-11-23 12:00:00,12.99,12.15,11.45,13.99,1015,69,2.8,93,overcast clouds
1333,0.0,0.0,0.255,High,2021-11-23 13:00:00,14.61,13.77,12.57,15.66,1015,63,3.2,86,overcast clouds
1334,0.0,0.0,0.259,High,2021-11-23 14:00:00,14.16,13.28,12.57,15.72,1014,63,2.87,68,broken clouds
1335,0.034,0.0,0.332,Low,2021-11-23 15:00:00,14.15,13.16,13.12,15.72,1014,59,2.44,67,broken clouds
1336,0.225,0.0,0.026,None,2021-11-23 16:00:00,14.06,13.06,14.04,14.72,1014,59,1.81,66,broken clouds
1337,0.259,0.0,0.0,None,2021-11-23 17:00:00,13.01,12.01,11.45,14.0,1014,63,2.81,71,broken clouds
1338,0.308,0.0,0.0,None,2021-11-23 18:00:00,11.76,10.77,9.72,12.89,1014,68,3.08,69,broken clouds
