,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Data & Hora
1030,0.0,1.115,0.0,2023-02-12 22:00:00
1031,0.0,2.7,0.0,2023-02-12 23:00:00
1032,0.0,2.029,0.0,2023-02-13 00:00:00
1033,0.0,0.431,0.0,2023-02-13 01:00:00
1034,0.0,0.383,0.0,2023-02-13 02:00:00
1035,0.0,0.34,0.0,2023-02-13 03:00:00
1036,0.0,0.328,0.0,2023-02-13 04:00:00
1037,0.0,0.313,0.0,2023-02-13 05:00:00
1038,0.0,0.315,0.0,2023-02-13 06:00:00
1039,0.0,1.475,0.0,2023-02-13 07:00:00
1040,0.506,0.0,0.066,2023-02-13 08:00:00
1041,0.122,0.0,0.185,2023-02-13 09:00:00
1042,0.03,0.0,0.272,2023-02-13 10:00:00
1043,0.0,0.0,0.296,2023-02-13 11:00:00
1044,0.0,0.0,0.315,2023-02-13 12:00:00
1045,0.0,0.0,0.292,2023-02-13 13:00:00
1046,0.0,0.0,0.3,2023-02-13 14:00:00
1047,0.0,0.0,0.399,2023-02-13 15:00:00
1048,0.126,0.0,0.27,2023-02-13 16:00:00
1049,0.376,0.0,0.025,2023-02-13 17:00:00
1050,1.585,0.0,0.0,2023-02-13 18:00:00
1051,2.533,0.0,0.0,2023-02-13 19:00:00
1052,1.498,0.0,0.0,2023-02-13 20:00:00
1053,1.158,0.0,0.0,2023-02-13 21:00:00
1054,0.0,1.171,0.0,2023-02-13 22:00:00
1055,0.0,0.907,0.0,2023-02-13 23:00:00
1056,0.0,0.549,0.0,2023-02-14 00:00:00
1057,0.0,0.374,0.0,2023-02-14 01:00:00
1058,0.0,0.325,0.0,2023-02-14 02:00:00
1059,0.0,0.312,0.0,2023-02-14 03:00:00
1060,0.0,0.315,0.0,2023-02-14 04:00:00
1061,0.0,0.312,0.0,2023-02-14 05:00:00
1062,0.0,0.298,0.0,2023-02-14 06:00:00
1063,0.0,1.017,0.0,2023-02-14 07:00:00
1064,0.143,0.0,0.181,2023-02-14 08:00:00
1065,0.906,0.0,0.411,2023-02-14 09:00:00
1066,0.0,0.0,0.284,2023-02-14 10:00:00
1067,0.0,0.0,0.298,2023-02-14 11:00:00
1068,0.0,0.0,0.284,2023-02-14 12:00:00
1069,0.0,0.0,0.29,2023-02-14 13:00:00
1070,0.178,0.0,0.474,2023-02-14 14:00:00
1071,0.0,0.0,0.277,2023-02-14 15:00:00
1072,0.129,0.0,0.171,2023-02-14 16:00:00
1073,0.295,0.0,0.024,2023-02-14 17:00:00
1074,0.54,0.0,0.0,2023-02-14 18:00:00
1075,0.808,0.0,0.0,2023-02-14 19:00:00
1076,0.735,0.0,0.0,2023-02-14 20:00:00
1077,0.837,0.0,0.0,2023-02-14 21:00:00
1078,0.0,0.566,0.0,2023-02-14 22:00:00
1079,0.0,0.616,0.0,2023-02-14 23:00:00
1080,0.0,0.605,0.0,2023-02-15 00:00:00
1081,0.0,0.512,0.0,2023-02-15 01:00:00
1082,0.0,0.433,0.0,2023-02-15 02:00:00
1083,0.0,0.416,0.0,2023-02-15 03:00:00
1084,0.0,0.267,0.0,2023-02-15 04:00:00
1085,0.0,0.263,0.0,2023-02-15 05:00:00
1086,0.0,0.309,0.0,2023-02-15 06:00:00
1087,0.0,1.326,0.007,2023-02-15 07:00:00
1088,0.429,0.0,0.214,2023-02-15 08:00:00
1089,0.0,0.0,0.245,2023-02-15 09:00:00
1090,0.0,0.0,0.329,2023-02-15 10:00:00
1091,0.325,0.0,0.782,2023-02-15 11:00:00
1092,0.507,0.0,0.803,2023-02-15 12:00:00
1093,0.0,0.0,0.312,2023-02-15 13:00:00
1094,0.268,0.0,0.697,2023-02-15 14:00:00
1095,0.0,0.0,0.36,2023-02-15 15:00:00
1096,0.157,0.0,0.25,2023-02-15 16:00:00
1097,0.39,0.0,0.029,2023-02-15 17:00:00
1098,0.564,0.0,0.0,2023-02-15 18:00:00
1099,0.456,0.0,0.0,2023-02-15 19:00:00
1100,0.59,0.0,0.0,2023-02-15 20:00:00
1101,0.583,0.0,0.0,2023-02-15 21:00:00
1102,0.0,0.612,0.0,2023-02-15 22:00:00
1103,0.0,0.624,0.0,2023-02-15 23:00:00
1104,0.0,0.572,0.0,2023-02-16 00:00:00
1105,0.0,0.498,0.0,2023-02-16 01:00:00
1106,0.0,0.32,0.0,2023-02-16 02:00:00
1107,0.0,0.267,0.0,2023-02-16 03:00:00
1108,0.0,0.314,0.0,2023-02-16 04:00:00
1109,0.0,0.243,0.0,2023-02-16 05:00:00
1110,0.0,0.271,0.0,2023-02-16 06:00:00
1111,0.0,0.767,0.004,2023-02-16 07:00:00
1112,0.124,0.0,0.194,2023-02-16 08:00:00
1113,0.0,0.0,0.234,2023-02-16 09:00:00
1114,0.474,0.0,0.494,2023-02-16 10:00:00
1115,0.0,0.0,0.257,2023-02-16 11:00:00
1116,0.0,0.0,0.254,2023-02-16 12:00:00
1117,0.0,0.0,0.255,2023-02-16 13:00:00
1118,0.0,0.0,0.249,2023-02-16 14:00:00
1119,0.0,0.0,0.247,2023-02-16 15:00:00
1120,0.091,0.0,0.222,2023-02-16 16:00:00
1121,0.251,0.0,0.031,2023-02-16 17:00:00
1122,0.849,0.0,0.0,2023-02-16 18:00:00
1123,1.41,0.0,0.0,2023-02-16 19:00:00
1124,1.102,0.0,0.0,2023-02-16 20:00:00
1125,0.536,0.0,0.0,2023-02-16 21:00:00
1126,0.0,2.162,0.0,2023-02-16 22:00:00
1127,0.0,0.711,0.0,2023-02-16 23:00:00
1128,0.0,1.039,0.0,2023-02-17 00:00:00
1129,0.0,0.419,0.0,2023-02-17 01:00:00
1130,0.0,0.446,0.0,2023-02-17 02:00:00
1131,0.0,0.408,0.0,2023-02-17 03:00:00
1132,0.0,0.264,0.0,2023-02-17 04:00:00
1133,0.0,0.256,0.0,2023-02-17 05:00:00
1134,0.0,0.256,0.0,2023-02-17 06:00:00
1135,0.0,1.149,0.006,2023-02-17 07:00:00
1136,0.078,0.0,0.235,2023-02-17 08:00:00
1137,0.0,0.0,0.247,2023-02-17 09:00:00
1138,0.0,0.0,0.254,2023-02-17 10:00:00
1139,0.0,0.0,0.256,2023-02-17 11:00:00
1140,0.0,0.0,0.26,2023-02-17 12:00:00
1141,0.0,0.0,0.336,2023-02-17 13:00:00
1142,0.434,0.0,0.612,2023-02-17 14:00:00
1143,0.108,0.0,0.545,2023-02-17 15:00:00
1144,0.071,0.0,0.306,2023-02-17 16:00:00
1145,0.233,0.0,0.026,2023-02-17 17:00:00
1146,0.345,0.0,0.0,2023-02-17 18:00:00
1147,0.403,0.0,0.0,2023-02-17 19:00:00
1148,0.429,0.0,0.0,2023-02-17 20:00:00
1149,0.538,0.0,0.0,2023-02-17 21:00:00
1150,0.0,0.579,0.0,2023-02-17 22:00:00
1151,0.0,0.568,0.0,2023-02-17 23:00:00
1152,0.0,0.529,0.0,2023-02-18 00:00:00
1153,0.0,0.476,0.0,2023-02-18 01:00:00
1154,0.0,0.421,0.0,2023-02-18 02:00:00
1155,0.0,0.275,0.0,2023-02-18 03:00:00
1156,0.0,0.268,0.0,2023-02-18 04:00:00
1157,0.0,0.265,0.0,2023-02-18 05:00:00
1158,0.0,1.387,0.0,2023-02-18 06:00:00
1159,0.0,0.481,0.005,2023-02-18 07:00:00
1160,0.016,0.0,0.238,2023-02-18 08:00:00
1161,0.0,0.0,0.26,2023-02-18 09:00:00
1162,0.222,0.0,0.564,2023-02-18 10:00:00
1163,1.301,0.0,0.954,2023-02-18 11:00:00
1164,2.131,0.0,0.995,2023-02-18 12:00:00
1165,0.004,0.0,0.584,2023-02-18 13:00:00
1166,0.86,0.0,0.448,2023-02-18 14:00:00
1167,0.024,0.0,0.282,2023-02-18 15:00:00
1168,0.237,0.0,0.18,2023-02-18 16:00:00
1169,0.843,0.0,0.02,2023-02-18 17:00:00
1170,0.883,0.0,0.0,2023-02-18 18:00:00
1171,0.514,0.0,0.0,2023-02-18 19:00:00
1172,0.643,0.0,0.0,2023-02-18 20:00:00
1173,0.601,0.0,0.0,2023-02-18 21:00:00
1174,0.0,0.586,0.0,2023-02-18 22:00:00
1175,0.0,0.582,0.0,2023-02-18 23:00:00
1176,0.0,1.6,0.0,2023-02-19 00:00:00
1177,0.0,0.541,0.0,2023-02-19 01:00:00
1178,0.0,0.344,0.0,2023-02-19 02:00:00
1179,0.0,0.357,0.0,2023-02-19 03:00:00
1180,0.0,0.3,0.0,2023-02-19 04:00:00
1181,0.0,0.332,0.0,2023-02-19 05:00:00
1182,0.0,0.328,0.0,2023-02-19 06:00:00
1183,0.0,0.348,0.011,2023-02-19 07:00:00
1184,0.103,0.0,0.211,2023-02-19 08:00:00
1185,0.19,0.0,0.282,2023-02-19 09:00:00
1186,0.0,0.0,0.331,2023-02-19 10:00:00
1187,0.224,0.0,0.514,2023-02-19 11:00:00
1188,1.068,0.0,0.976,2023-02-19 12:00:00
1189,0.297,0.0,0.54,2023-02-19 13:00:00
1190,0.423,0.0,0.498,2023-02-19 14:00:00
1191,0.781,0.0,0.249,2023-02-19 15:00:00
1192,0.146,0.0,0.235,2023-02-19 16:00:00
1193,0.245,0.0,0.062,2023-02-19 17:00:00
1194,0.472,0.0,0.0,2023-02-19 18:00:00
1195,0.968,0.0,0.0,2023-02-19 19:00:00
1196,0.705,0.0,0.0,2023-02-19 20:00:00
1197,0.573,0.0,0.0,2023-02-19 21:00:00
1198,0.0,0.484,0.0,2023-02-19 22:00:00
1199,0.0,0.524,0.0,2023-02-19 23:00:00
1200,0.0,0.52,0.0,2023-02-20 00:00:00
1201,0.0,0.443,0.0,2023-02-20 01:00:00
1202,0.0,0.274,0.0,2023-02-20 02:00:00
1203,0.0,0.312,0.0,2023-02-20 03:00:00
1204,0.0,0.256,0.0,2023-02-20 04:00:00
1205,0.0,0.244,0.0,2023-02-20 05:00:00
1206,0.0,0.25,0.0,2023-02-20 06:00:00
1207,0.0,1.045,0.0,2023-02-20 07:00:00
1208,0.484,0.0,0.046,2023-02-20 08:00:00
1209,0.134,0.0,0.123,2023-02-20 09:00:00
1210,0.027,0.0,0.242,2023-02-20 10:00:00
1211,0.109,0.0,0.286,2023-02-20 11:00:00
1212,0.993,0.0,0.475,2023-02-20 12:00:00
1213,0.0,0.0,0.243,2023-02-20 13:00:00
1214,0.01,0.0,0.228,2023-02-20 14:00:00
1215,0.073,0.0,0.166,2023-02-20 15:00:00
1216,0.18,0.0,0.064,2023-02-20 16:00:00
1217,0.254,0.0,0.004,2023-02-20 17:00:00
1218,0.333,0.0,0.0,2023-02-20 18:00:00
1219,0.42,0.0,0.0,2023-02-20 19:00:00
1220,0.534,0.0,0.0,2023-02-20 20:00:00
1221,0.601,0.0,0.0,2023-02-20 21:00:00
1222,0.0,0.594,0.0,2023-02-20 22:00:00
1223,0.0,0.561,0.0,2023-02-20 23:00:00
1224,0.0,0.569,0.0,2023-02-21 00:00:00
1225,0.0,0.561,0.0,2023-02-21 01:00:00
1226,0.0,0.509,0.0,2023-02-21 02:00:00
1227,0.0,0.494,0.0,2023-02-21 03:00:00
1228,0.0,0.491,0.0,2023-02-21 04:00:00
1229,0.0,0.422,0.0,2023-02-21 05:00:00
1230,0.0,0.264,0.0,2023-02-21 06:00:00
1231,0.0,0.262,0.003,2023-02-21 07:00:00
1232,0.21,0.0,0.052,2023-02-21 08:00:00
1233,0.183,0.0,0.158,2023-02-21 09:00:00
1234,0.212,0.0,0.196,2023-02-21 10:00:00
1235,0.01,0.0,0.361,2023-02-21 11:00:00
1236,0.617,0.0,0.345,2023-02-21 12:00:00
1237,0.536,0.0,0.085,2023-02-21 13:00:00
1238,0.308,0.0,0.227,2023-02-21 14:00:00
1239,0.354,0.0,0.209,2023-02-21 15:00:00
1240,0.422,0.0,0.064,2023-02-21 16:00:00
1241,0.464,0.0,0.013,2023-02-21 17:00:00
1242,0.533,0.0,0.0,2023-02-21 18:00:00
1243,2.77,0.0,0.0,2023-02-21 19:00:00
1244,1.482,0.0,0.0,2023-02-21 20:00:00
1245,0.715,0.0,0.0,2023-02-21 21:00:00
1246,0.0,0.56,0.0,2023-02-21 22:00:00
1247,0.0,0.738,0.0,2023-02-21 23:00:00
1248,0.0,0.427,0.0,2023-02-22 00:00:00
1249,0.0,0.236,0.0,2023-02-22 01:00:00
1250,0.0,0.385,0.0,2023-02-22 02:00:00
1251,0.0,0.32,0.0,2023-02-22 03:00:00
1252,0.0,0.242,0.0,2023-02-22 04:00:00
1253,0.0,0.247,0.0,2023-02-22 05:00:00
1254,0.0,0.254,0.0,2023-02-22 06:00:00
1255,0.0,0.573,0.0,2023-02-22 07:00:00
1256,0.696,0.0,0.048,2023-02-22 08:00:00
1257,0.168,0.0,0.235,2023-02-22 09:00:00
1258,0.546,0.0,0.783,2023-02-22 10:00:00
1259,0.208,0.0,0.518,2023-02-22 11:00:00
1260,0.0,0.0,0.403,2023-02-22 12:00:00
1261,0.172,0.0,0.302,2023-02-22 13:00:00
1262,0.03,0.0,0.344,2023-02-22 14:00:00
1263,0.177,0.0,0.243,2023-02-22 15:00:00
1264,0.258,0.0,0.191,2023-02-22 16:00:00
1265,0.241,0.0,0.039,2023-02-22 17:00:00
1266,1.128,0.0,0.0,2023-02-22 18:00:00
1267,0.518,0.0,0.0,2023-02-22 19:00:00
1268,1.229,0.0,0.0,2023-02-22 20:00:00
1269,1.321,0.0,0.0,2023-02-22 21:00:00
1270,0.0,0.6,0.0,2023-02-22 22:00:00
1271,0.0,0.583,0.0,2023-02-22 23:00:00
1272,0.0,0.522,0.0,2023-02-23 00:00:00
1273,0.0,0.447,0.0,2023-02-23 01:00:00
1274,0.0,0.251,0.0,2023-02-23 02:00:00
1275,0.0,0.244,0.0,2023-02-23 03:00:00
1276,0.0,0.243,0.0,2023-02-23 04:00:00
1277,0.0,0.238,0.0,2023-02-23 05:00:00
1278,0.0,0.24,0.0,2023-02-23 06:00:00
1279,0.0,0.223,0.017,2023-02-23 07:00:00
1280,0.895,0.0,0.325,2023-02-23 08:00:00
1281,0.0,0.0,0.268,2023-02-23 09:00:00
1282,0.0,0.0,0.273,2023-02-23 10:00:00
1283,0.571,0.0,0.564,2023-02-23 11:00:00
1284,0.788,0.0,0.397,2023-02-23 12:00:00
1285,0.048,0.0,0.383,2023-02-23 13:00:00
1286,0.0,0.0,0.432,2023-02-23 14:00:00
1287,0.0,0.0,0.391,2023-02-23 15:00:00
1288,0.15,0.0,0.307,2023-02-23 16:00:00
1289,0.332,0.0,0.061,2023-02-23 17:00:00
1290,1.297,0.0,0.0,2023-02-23 18:00:00
1291,1.62,0.0,0.0,2023-02-23 19:00:00
1292,0.972,0.0,0.0,2023-02-23 20:00:00
1293,0.715,0.0,0.0,2023-02-23 21:00:00
1294,0.0,0.79,0.0,2023-02-23 22:00:00
1295,0.0,0.652,0.0,2023-02-23 23:00:00
1296,0.0,0.65,0.0,2023-02-24 00:00:00
1297,0.0,1.161,0.0,2023-02-24 01:00:00
1298,0.0,0.442,0.0,2023-02-24 02:00:00
1299,0.0,0.269,0.0,2023-02-24 03:00:00
1300,0.0,0.26,0.0,2023-02-24 04:00:00
1301,0.0,0.307,0.0,2023-02-24 05:00:00
1302,0.0,0.306,0.0,2023-02-24 06:00:00
1303,0.0,0.633,0.021,2023-02-24 07:00:00
1304,0.048,0.0,0.309,2023-02-24 08:00:00
1305,0.0,0.0,0.326,2023-02-24 09:00:00
1306,0.343,0.0,0.733,2023-02-24 10:00:00
1307,0.015,0.0,0.809,2023-02-24 11:00:00
1308,0.116,0.0,0.589,2023-02-24 12:00:00
1309,0.0,0.0,0.272,2023-02-24 13:00:00
1310,0.0,0.0,0.292,2023-02-24 14:00:00
1311,0.081,0.0,0.457,2023-02-24 15:00:00
1312,0.082,0.0,0.326,2023-02-24 16:00:00
1313,0.308,0.0,0.048,2023-02-24 17:00:00
1314,0.448,0.0,0.0,2023-02-24 18:00:00
1315,1.336,0.0,0.0,2023-02-24 19:00:00
1316,0.756,0.0,0.0,2023-02-24 20:00:00
1317,0.723,0.0,0.0,2023-02-24 21:00:00
1318,0.0,0.696,0.0,2023-02-24 22:00:00
1319,0.0,1.797,0.0,2023-02-24 23:00:00
1320,0.0,2.527,0.0,2023-02-25 00:00:00
1321,0.0,2.478,0.0,2023-02-25 01:00:00
1322,0.0,2.468,0.0,2023-02-25 02:00:00
1323,0.0,0.851,0.0,2023-02-25 03:00:00
1324,0.0,0.31,0.0,2023-02-25 04:00:00
1325,0.0,0.318,0.0,2023-02-25 05:00:00
1326,0.0,0.327,0.0,2023-02-25 06:00:00
1327,0.0,0.319,0.0,2023-02-25 07:00:00
1328,0.29,0.0,0.022,2023-02-25 08:00:00
1329,0.255,0.0,0.083,2023-02-25 09:00:00
1330,0.139,0.0,0.178,2023-02-25 10:00:00
1331,0.889,0.0,0.208,2023-02-25 11:00:00
1332,0.469,0.0,0.176,2023-02-25 12:00:00
1333,0.355,0.0,0.205,2023-02-25 13:00:00
1334,0.185,0.0,0.139,2023-02-25 14:00:00
1335,0.238,0.0,0.071,2023-02-25 15:00:00
1336,0.386,0.0,0.035,2023-02-25 16:00:00
1337,0.537,0.0,0.0,2023-02-25 17:00:00
1338,0.894,0.0,0.0,2023-02-25 18:00:00
1339,0.882,0.0,0.0,2023-02-25 19:00:00
1340,1.791,0.0,0.0,2023-02-25 20:00:00
1341,1.124,0.0,0.0,2023-02-25 21:00:00
1342,0.0,0.579,0.0,2023-02-25 22:00:00
1343,0.0,0.569,0.0,2023-02-25 23:00:00
1344,0.0,0.516,0.0,2023-02-26 00:00:00
1345,0.0,0.609,0.0,2023-02-26 01:00:00
1346,0.0,0.548,0.0,2023-02-26 02:00:00
1347,0.0,0.717,0.0,2023-02-26 03:00:00
1348,0.0,0.545,0.0,2023-02-26 04:00:00
1349,0.0,0.806,0.0,2023-02-26 05:00:00
1350,0.0,0.324,0.0,2023-02-26 06:00:00
1351,0.0,0.287,0.032,2023-02-26 07:00:00
1352,0.045,0.0,0.282,2023-02-26 08:00:00
1353,0.0,0.0,0.332,2023-02-26 09:00:00
1354,0.0,0.0,0.333,2023-02-26 10:00:00
1355,0.261,0.0,0.656,2023-02-26 11:00:00
1356,1.123,0.0,1.07,2023-02-26 12:00:00
1357,0.09,0.0,0.675,2023-02-26 13:00:00
1358,0.093,0.0,0.722,2023-02-26 14:00:00
1359,0.0,0.0,0.52,2023-02-26 15:00:00
1360,0.207,0.0,0.374,2023-02-26 16:00:00
1361,0.507,0.0,0.051,2023-02-26 17:00:00
1362,2.191,0.0,0.0,2023-02-26 18:00:00
1363,2.146,0.0,0.0,2023-02-26 19:00:00
1364,0.962,0.0,0.0,2023-02-26 20:00:00
1365,0.557,0.0,0.0,2023-02-26 21:00:00
1366,0.0,0.45,0.0,2023-02-26 22:00:00
1367,0.0,0.574,0.0,2023-02-26 23:00:00
1368,0.0,0.586,0.0,2023-02-27 00:00:00
1369,0.0,0.569,0.0,2023-02-27 01:00:00
1370,0.0,0.521,0.0,2023-02-27 02:00:00
1371,0.0,0.416,0.0,2023-02-27 03:00:00
1372,0.0,0.29,0.0,2023-02-27 04:00:00
1373,0.0,0.281,0.0,2023-02-27 05:00:00
1374,0.0,0.298,0.0,2023-02-27 06:00:00
1375,0.0,1.3,0.04,2023-02-27 07:00:00
1376,0.042,0.0,0.307,2023-02-27 08:00:00
1377,0.0,0.0,0.288,2023-02-27 09:00:00
1378,0.0,0.0,0.306,2023-02-27 10:00:00
1379,0.219,0.0,0.498,2023-02-27 11:00:00
1380,0.564,0.0,0.915,2023-02-27 12:00:00
1381,0.231,0.0,0.496,2023-02-27 13:00:00
1382,0.0,0.0,0.306,2023-02-27 14:00:00
1383,0.0,0.0,0.285,2023-02-27 15:00:00
1384,0.019,0.0,0.267,2023-02-27 16:00:00
1385,0.244,0.0,0.054,2023-02-27 17:00:00
1386,0.541,0.0,0.0,2023-02-27 18:00:00
1387,0.655,0.0,0.0,2023-02-27 19:00:00
1388,0.468,0.0,0.0,2023-02-27 20:00:00
1389,0.48,0.0,0.0,2023-02-27 21:00:00
1390,0.0,0.553,0.0,2023-02-27 22:00:00
1391,0.0,0.52,0.0,2023-02-27 23:00:00
1392,0.0,0.628,0.0,2023-02-28 00:00:00
1393,0.0,0.489,0.0,2023-02-28 01:00:00
1394,0.0,0.312,0.0,2023-02-28 02:00:00
1395,0.0,0.32,0.0,2023-02-28 03:00:00
1396,0.0,0.306,0.0,2023-02-28 04:00:00
1397,0.0,0.304,0.0,2023-02-28 05:00:00
1398,0.0,0.464,0.0,2023-02-28 06:00:00
1399,0.0,1.093,0.046,2023-02-28 07:00:00
1400,0.074,0.0,0.321,2023-02-28 08:00:00
1401,0.437,0.0,0.548,2023-02-28 09:00:00
1402,0.0,0.0,0.366,2023-02-28 10:00:00
1403,0.0,0.0,0.29,2023-02-28 11:00:00
1404,0.0,0.0,0.305,2023-02-28 12:00:00
1405,0.0,0.0,0.301,2023-02-28 13:00:00
1406,0.0,0.0,0.288,2023-02-28 14:00:00
1407,0.0,0.0,0.298,2023-02-28 15:00:00
1408,0.009,0.0,0.268,2023-02-28 16:00:00
1409,0.226,0.0,0.06,2023-02-28 17:00:00
1410,0.567,0.0,0.0,2023-02-28 18:00:00
1411,0.529,0.0,0.0,2023-02-28 19:00:00
1412,0.921,0.0,0.0,2023-02-28 20:00:00
1413,1.635,0.0,0.0,2023-02-28 21:00:00
1414,0.0,0.66,0.0,2023-02-28 22:00:00
1415,0.0,0.573,0.0,2023-02-28 23:00:00
1416,0.0,0.527,0.0,2023-03-01 00:00:00
1417,0.0,0.572,0.0,2023-03-01 01:00:00
1418,0.0,0.309,0.0,2023-03-01 02:00:00
1419,0.0,0.308,0.0,2023-03-01 03:00:00
1420,0.0,0.285,0.0,2023-03-01 04:00:00
1421,0.0,0.302,0.0,2023-03-01 05:00:00
1422,0.0,0.297,0.0,2023-03-01 06:00:00
1423,0.0,0.901,0.05,2023-03-01 07:00:00
1424,0.862,0.0,0.347,2023-03-01 08:00:00
1425,0.0,0.0,0.289,2023-03-01 09:00:00
1426,0.0,0.0,0.306,2023-03-01 10:00:00
1427,0.0,0.0,0.401,2023-03-01 11:00:00
1428,0.491,0.0,0.712,2023-03-01 12:00:00
1429,0.0,0.0,0.31,2023-03-01 13:00:00
1430,0.0,0.0,0.283,2023-03-01 14:00:00
1431,0.0,0.0,0.289,2023-03-01 15:00:00
1432,0.112,0.0,0.221,2023-03-01 16:00:00
1433,0.244,0.0,0.104,2023-03-01 17:00:00
1434,0.401,0.0,0.001,2023-03-01 18:00:00
1435,1.437,0.0,0.0,2023-03-01 19:00:00
1436,0.778,0.0,0.0,2023-03-01 20:00:00
1437,0.69,0.0,0.0,2023-03-01 21:00:00
1438,0.0,0.589,0.0,2023-03-01 22:00:00
1439,0.0,0.439,0.0,2023-03-01 23:00:00
1440,0.0,0.492,0.0,2023-03-02 00:00:00
1441,0.0,0.481,0.0,2023-03-02 01:00:00
1442,0.0,0.334,0.0,2023-03-02 02:00:00
1443,0.0,0.285,0.0,2023-03-02 03:00:00
1444,0.0,0.294,0.0,2023-03-02 04:00:00
1445,0.0,0.295,0.0,2023-03-02 05:00:00
1446,0.0,0.289,0.0,2023-03-02 06:00:00
1447,0.0,1.303,0.065,2023-03-02 07:00:00
1448,0.901,0.0,0.378,2023-03-02 08:00:00
1449,0.21,0.0,0.438,2023-03-02 09:00:00
1450,0.282,0.0,0.65,2023-03-02 10:00:00
1451,0.0,0.0,0.439,2023-03-02 11:00:00
1452,0.0,0.0,0.31,2023-03-02 12:00:00
1453,0.0,0.0,0.303,2023-03-02 13:00:00
1454,0.0,0.0,0.295,2023-03-02 14:00:00
1455,0.0,0.0,0.305,2023-03-02 15:00:00
1456,0.007,0.0,0.265,2023-03-02 16:00:00
1457,0.223,0.0,0.065,2023-03-02 17:00:00
1458,1.064,0.0,0.0,2023-03-02 18:00:00
1459,2.155,0.0,0.0,2023-03-02 19:00:00
1460,0.72,0.0,0.0,2023-03-02 20:00:00
1461,1.813,0.0,0.0,2023-03-02 21:00:00
1462,0.0,2.472,0.0,2023-03-02 22:00:00
1463,0.0,0.857,0.0,2023-03-02 23:00:00
1464,0.0,0.557,0.0,2023-03-03 00:00:00
1465,0.0,0.487,0.0,2023-03-03 01:00:00
1466,0.0,0.379,0.0,2023-03-03 02:00:00
1467,0.0,0.348,0.0,2023-03-03 03:00:00
1468,0.0,0.298,0.0,2023-03-03 04:00:00
1469,0.0,0.294,0.0,2023-03-03 05:00:00
1470,0.0,0.302,0.0,2023-03-03 06:00:00
1471,0.0,1.119,0.048,2023-03-03 07:00:00
1472,0.092,0.0,0.326,2023-03-03 08:00:00
1473,0.0,0.0,0.281,2023-03-03 09:00:00
1474,0.274,0.0,0.644,2023-03-03 10:00:00
1475,0.609,0.0,0.861,2023-03-03 11:00:00
1476,0.503,0.0,0.895,2023-03-03 12:00:00
1477,0.0,0.0,0.297,2023-03-03 13:00:00
1478,0.26,0.0,0.526,2023-03-03 14:00:00
1479,0.139,0.0,0.416,2023-03-03 15:00:00
1480,0.096,0.0,0.304,2023-03-03 16:00:00
1481,0.326,0.0,0.07,2023-03-03 17:00:00
1482,0.431,0.0,0.0,2023-03-03 18:00:00
1483,1.144,0.0,0.0,2023-03-03 19:00:00
1484,0.747,0.0,0.0,2023-03-03 20:00:00
1485,1.34,0.0,0.0,2023-03-03 21:00:00
1486,0.0,1.657,0.0,2023-03-03 22:00:00
1487,0.0,0.577,0.0,2023-03-03 23:00:00
1488,0.0,0.677,0.0,2023-03-04 00:00:00
1489,0.0,0.42,0.0,2023-03-04 01:00:00
1490,0.0,0.343,0.0,2023-03-04 02:00:00
1491,0.0,0.364,0.0,2023-03-04 03:00:00
1492,0.0,0.332,0.0,2023-03-04 04:00:00
1493,0.0,0.397,0.0,2023-03-04 05:00:00
1494,0.0,0.34,0.0,2023-03-04 06:00:00
1495,0.0,1.427,0.073,2023-03-04 07:00:00
1496,0.139,0.0,0.335,2023-03-04 08:00:00
1497,0.0,0.0,0.389,2023-03-04 09:00:00
1498,0.0,0.0,0.353,2023-03-04 10:00:00
1499,0.39,0.0,0.783,2023-03-04 11:00:00
1500,0.062,0.0,0.874,2023-03-04 12:00:00
1501,0.0,0.0,0.317,2023-03-04 13:00:00
1502,0.0,0.0,0.312,2023-03-04 14:00:00
1503,0.379,0.0,0.368,2023-03-04 15:00:00
1504,0.347,0.0,0.337,2023-03-04 16:00:00
1505,0.413,0.0,0.065,2023-03-04 17:00:00
1506,1.175,0.0,0.0,2023-03-04 18:00:00
1507,0.698,0.0,0.0,2023-03-04 19:00:00
1508,0.577,0.0,0.0,2023-03-04 20:00:00
1509,0.575,0.0,0.0,2023-03-04 21:00:00
1510,0.0,0.696,0.0,2023-03-04 22:00:00
1511,0.0,0.626,0.0,2023-03-04 23:00:00
1512,0.0,0.617,0.0,2023-03-05 00:00:00
1513,0.0,0.462,0.0,2023-03-05 01:00:00
1514,0.0,0.298,0.0,2023-03-05 02:00:00
1515,0.0,1.153,0.0,2023-03-05 03:00:00
1516,0.0,1.417,0.0,2023-03-05 04:00:00
1517,0.0,1.309,0.0,2023-03-05 05:00:00
1518,0.0,1.502,0.0,2023-03-05 06:00:00
1519,0.0,0.319,0.0,2023-03-05 07:00:00
1520,0.363,0.0,0.031,2023-03-05 08:00:00
1521,0.219,0.0,0.116,2023-03-05 09:00:00
1522,0.978,0.0,0.177,2023-03-05 10:00:00
1523,1.773,0.0,0.178,2023-03-05 11:00:00
1524,1.795,0.0,0.12,2023-03-05 12:00:00
1525,0.507,0.0,0.087,2023-03-05 13:00:00
1526,0.29,0.0,0.064,2023-03-05 14:00:00
1527,0.743,0.0,0.079,2023-03-05 15:00:00
