,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Data & Hora,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description
5210,0.0,0.207,0.0,None,2022-08-06 02:00:00,20.48,20.86,17.23,20.7,1015,87,0.79,11,few clouds
5211,0.0,0.202,0.0,None,2022-08-06 03:00:00,19.92,20.27,16.68,20.15,1014,88,0.6,12,few clouds
5212,0.0,0.184,0.0,None,2022-08-06 04:00:00,19.45,19.77,16.68,19.59,1014,89,0.31,21,few clouds
5213,0.0,0.186,0.0,None,2022-08-06 05:00:00,19.41,19.76,16.68,19.59,1015,90,0.29,28,scattered clouds
5214,0.0,0.2,0.0,None,2022-08-06 06:00:00,19.5,19.91,16.68,19.59,1015,92,0.46,36,scattered clouds
5215,0.0,0.096,0.096,None,2022-08-06 07:00:00,20.59,21.03,17.23,20.7,1015,89,0.44,27,scattered clouds
5216,0.0,0.0,0.218,Medium,2022-08-06 08:00:00,23.69,24.02,17.72,24.54,1015,73,0.58,21,few clouds
5217,0.0,0.0,0.261,High,2022-08-06 09:00:00,25.32,25.74,17.72,26.14,1016,70,0.81,3,sky is clear
5218,0.0,0.0,0.275,High,2022-08-06 10:00:00,20.35,20.24,17.72,30.34,1016,69,1.86,9,sky is clear
5219,0.0,0.0,0.264,Very High,2022-08-06 11:00:00,28.06,30.13,18.72,33.12,1016,65,1.87,8,sky is clear
5220,0.0,0.0,0.265,Very High,2022-08-06 12:00:00,23.29,23.35,19.72,34.79,1016,64,2.17,3,sky is clear
5221,0.0,0.0,0.28,Very High,2022-08-06 13:00:00,22.87,22.91,19.72,34.23,1016,65,2.7,1,sky is clear
5222,0.0,0.0,0.274,Very High,2022-08-06 14:00:00,22.22,22.22,19.72,35.34,1016,66,3.29,4,sky is clear
5223,0.0,0.0,0.26,Very High,2022-08-06 15:00:00,29.01,30.75,19.72,34.79,1015,58,3.64,6,sky is clear
5224,0.0,0.0,0.262,High,2022-08-06 16:00:00,27.95,29.49,19.72,34.79,1015,61,3.61,7,sky is clear
5225,0.0,0.0,0.266,High,2022-08-06 17:00:00,27.38,28.66,18.72,32.57,1015,61,3.42,5,sky is clear
5226,0.061,0.0,0.198,Medium,2022-08-06 18:00:00,27.34,28.44,18.72,32.01,1015,59,2.91,2,sky is clear
5227,0.207,0.0,0.04,None,2022-08-06 19:00:00,25.2,25.53,17.72,29.79,1016,67,2.27,2,sky is clear
5228,0.239,0.0,0.003,None,2022-08-06 20:00:00,22.77,23.11,17.72,22.93,1016,77,1.59,1,sky is clear
5229,0.218,0.0,0.0,None,2022-08-06 21:00:00,21.06,21.39,17.72,25.34,1016,83,0.91,1,sky is clear
5230,0.0,0.195,0.0,None,2022-08-06 22:00:00,19.54,19.87,17.72,19.59,1017,89,0.74,69,broken clouds
5231,0.0,0.202,0.0,None,2022-08-06 23:00:00,19.01,19.32,17.72,19.54,1016,90,0.36,81,broken clouds
5232,0.0,0.214,0.0,None,2022-08-07 00:00:00,18.47,18.77,17.23,21.45,1016,92,0.37,97,overcast clouds
5233,0.0,0.197,0.0,None,2022-08-07 01:00:00,18.45,18.75,17.23,20.9,1016,92,0.65,81,broken clouds
5234,0.0,0.193,0.0,None,2022-08-07 02:00:00,18.45,18.78,17.23,20.34,1015,93,0.69,63,broken clouds
5235,0.0,0.213,0.0,None,2022-08-07 03:00:00,18.44,18.77,17.23,19.79,1015,93,1.38,61,broken clouds
5236,0.0,0.204,0.0,None,2022-08-07 04:00:00,17.88,18.15,16.72,19.79,1015,93,1.54,61,broken clouds
5237,0.0,0.192,0.0,None,2022-08-07 05:00:00,17.88,18.18,16.72,19.23,1014,94,1.37,61,broken clouds
5238,0.0,0.204,0.0,None,2022-08-07 06:00:00,17.36,17.61,16.72,17.88,1015,94,1.06,58,broken clouds
5239,0.0,0.205,0.005,None,2022-08-07 07:00:00,17.09,17.26,16.72,17.88,1015,92,1.19,61,broken clouds
5240,0.152,0.0,0.051,None,2022-08-07 08:00:00,21.33,21.89,16.72,22.47,1016,91,1.4,63,broken clouds
5241,0.126,0.0,0.117,None,2022-08-07 09:00:00,22.74,23.34,17.72,24.07,1016,87,1.25,81,broken clouds
5242,0.066,0.0,0.167,None,2022-08-07 10:00:00,24.21,24.78,17.72,25.5,1016,80,1.36,79,broken clouds
5243,0.0,0.0,0.183,Medium,2022-08-07 11:00:00,25.65,26.28,18.72,26.74,1016,77,1.54,45,scattered clouds
5244,0.0,0.0,0.193,Medium,2022-08-07 12:00:00,26.31,26.31,18.72,27.55,1015,73,2.04,28,scattered clouds
5245,0.0,0.0,0.208,High,2022-08-07 13:00:00,26.57,26.57,24.74,27.74,1015,73,3.05,1,sky is clear
5246,0.0,0.0,0.201,Very High,2022-08-07 14:00:00,27.04,29.01,24.54,28.06,1015,71,3.54,6,sky is clear
5247,0.0,0.0,0.194,Very High,2022-08-07 15:00:00,21.77,21.78,20.72,33.68,1015,68,3.6,15,few clouds
5248,0.0,0.0,0.203,High,2022-08-07 16:00:00,21.27,21.23,19.72,33.68,1014,68,3.3,21,few clouds
5249,0.0,0.0,0.231,High,2022-08-07 17:00:00,25.86,26.25,19.72,32.57,1014,67,3.11,10,sky is clear
5250,0.351,0.0,0.239,None,2022-08-07 18:00:00,25.86,26.28,19.72,30.34,1014,68,2.88,9,sky is clear
5251,0.784,0.0,0.059,None,2022-08-07 19:00:00,23.75,24.06,18.72,28.68,1014,72,2.47,1,sky is clear
5252,0.534,0.0,0.003,None,2022-08-07 20:00:00,22.64,23.0,17.72,26.45,1015,78,1.96,5,sky is clear
5253,0.373,0.0,0.0,None,2022-08-07 21:00:00,21.26,21.58,16.72,24.79,1015,82,1.61,2,sky is clear
5254,0.0,0.431,0.0,None,2022-08-07 22:00:00,20.43,20.72,16.72,23.68,1015,84,0.9,1,sky is clear
5255,0.0,0.372,0.0,None,2022-08-07 23:00:00,19.39,19.66,16.68,22.57,1015,87,1.12,0,sky is clear
5256,0.0,0.292,0.0,None,2022-08-08 00:00:00,18.87,19.14,16.12,22.01,1015,89,1.35,2,sky is clear
5257,0.0,0.255,0.0,None,2022-08-08 01:00:00,18.8,19.06,15.57,21.45,1015,89,1.43,6,sky is clear
5258,0.0,0.246,0.0,None,2022-08-08 02:00:00,18.8,19.09,15.57,20.9,1015,90,1.31,0,sky is clear
5259,0.0,0.234,0.0,None,2022-08-08 03:00:00,18.29,18.55,15.57,20.34,1014,91,1.27,7,sky is clear
5260,0.0,0.204,0.0,None,2022-08-08 04:00:00,17.78,17.99,15.57,19.79,1014,91,1.8,5,sky is clear
5261,0.0,0.215,0.0,None,2022-08-08 05:00:00,17.25,17.43,15.57,19.79,1014,92,1.74,4,sky is clear
5262,0.0,0.191,0.0,None,2022-08-08 06:00:00,17.27,17.45,15.57,19.23,1015,92,1.61,11,few clouds
5263,0.0,0.264,0.016,None,2022-08-08 07:00:00,17.92,18.17,15.72,17.93,1015,92,1.24,13,few clouds
5264,0.129,0.0,0.102,None,2022-08-08 08:00:00,20.97,21.45,16.72,21.78,1015,89,0.57,12,few clouds
5265,0.0,0.0,0.19,Medium,2022-08-08 09:00:00,22.98,23.53,18.72,23.84,1016,84,0.44,1,sky is clear
5266,0.002,0.0,0.468,High,2022-08-08 10:00:00,25.5,26.04,19.72,26.2,1016,74,1.31,3,sky is clear
5267,0.0,0.0,0.223,Very High,2022-08-08 11:00:00,26.99,28.84,18.72,32.01,1016,70,1.97,3,sky is clear
5268,0.0,0.0,0.195,Very High,2022-08-08 12:00:00,27.73,30.04,17.72,33.12,1015,69,2.68,2,sky is clear
5269,0.0,0.0,0.199,Very High,2022-08-08 13:00:00,27.98,30.37,17.72,34.79,1015,68,3.39,4,sky is clear
5270,0.0,0.0,0.32,Very High,2022-08-08 14:00:00,28.26,30.75,17.72,35.34,1015,67,3.85,9,sky is clear
5271,0.0,0.0,0.372,High,2022-08-08 15:00:00,28.23,30.43,18.72,35.9,1015,65,4.04,6,sky is clear
5272,0.037,0.0,0.368,High,2022-08-08 16:00:00,27.54,29.59,17.72,34.23,1014,68,3.61,3,sky is clear
5273,0.0,0.0,0.257,High,2022-08-08 17:00:00,26.39,26.39,17.72,33.68,1015,64,2.87,4,sky is clear
5274,0.021,0.0,0.24,None,2022-08-08 18:00:00,25.29,25.65,17.72,32.01,1015,68,2.51,7,sky is clear
5275,0.815,0.0,0.051,None,2022-08-08 19:00:00,23.18,23.49,17.72,29.23,1015,74,2.13,4,sky is clear
5276,0.449,0.0,0.004,None,2022-08-08 20:00:00,21.6,21.9,17.72,27.01,1015,80,1.76,3,sky is clear
5277,0.51,0.0,0.0,None,2022-08-08 21:00:00,20.49,20.79,16.72,25.34,1016,84,1.5,8,sky is clear
5278,0.0,0.576,0.0,None,2022-08-08 22:00:00,19.44,19.71,16.72,24.23,1016,87,0.97,58,broken clouds
5279,0.0,0.436,0.0,None,2022-08-08 23:00:00,18.92,19.19,16.68,23.12,1016,89,0.48,43,scattered clouds
5280,0.0,0.328,0.0,None,2022-08-09 00:00:00,18.39,18.63,16.68,22.57,1016,90,0.38,58,broken clouds
5281,0.0,0.394,0.0,None,2022-08-09 01:00:00,17.87,18.11,16.68,22.01,1015,92,0.98,52,broken clouds
5282,0.0,0.236,0.0,None,2022-08-09 02:00:00,17.87,18.11,16.68,21.45,1015,92,1.41,56,broken clouds
5283,0.0,0.286,0.0,None,2022-08-09 03:00:00,17.87,18.14,16.68,20.9,1015,93,1.31,55,broken clouds
5284,0.0,0.185,0.0,None,2022-08-09 04:00:00,17.87,18.17,16.68,20.34,1014,94,1.05,47,scattered clouds
5285,0.0,0.185,0.0,None,2022-08-09 05:00:00,17.87,18.14,16.68,19.79,1015,93,0.7,52,broken clouds
5286,0.0,0.185,0.0,None,2022-08-09 06:00:00,17.33,17.57,16.12,19.79,1015,94,0.32,60,broken clouds
5287,0.0,0.184,0.01,None,2022-08-09 07:00:00,20.55,20.98,16.72,21.15,1015,89,0.49,49,scattered clouds
5288,0.151,0.0,0.069,None,2022-08-09 08:00:00,22.89,23.4,16.72,23.7,1015,83,0.55,9,sky is clear
5289,0.01,0.0,0.214,Medium,2022-08-09 09:00:00,25.32,25.89,17.72,26.21,1015,76,1.0,7,sky is clear
5290,0.027,0.0,0.594,Medium,2022-08-09 10:00:00,26.66,26.66,17.72,32.01,1016,73,1.4,32,scattered clouds
5291,0.0,0.0,0.27,Very High,2022-08-09 11:00:00,27.65,29.89,17.72,35.34,1015,69,2.19,6,sky is clear
5292,0.0,0.0,0.406,Very High,2022-08-09 12:00:00,28.34,30.9,18.72,35.34,1015,67,2.53,2,sky is clear
5293,0.0,0.0,0.352,Very High,2022-08-09 13:00:00,28.87,31.76,18.72,36.45,1015,66,2.97,1,sky is clear
5294,0.0,0.0,0.355,Very High,2022-08-09 14:00:00,28.87,31.76,18.72,35.9,1014,66,3.48,3,sky is clear
5295,0.0,0.0,0.245,Very High,2022-08-09 15:00:00,28.6,29.73,19.72,35.34,1014,55,3.65,2,sky is clear
5296,0.0,0.0,0.201,High,2022-08-09 16:00:00,28.86,29.72,19.72,34.23,1014,52,3.29,4,sky is clear
5297,0.0,0.0,0.327,Medium,2022-08-09 17:00:00,29.14,30.24,20.72,32.01,1014,53,2.35,2,sky is clear
5298,0.116,0.0,0.233,Low,2022-08-09 18:00:00,28.44,28.86,19.72,30.34,1014,49,1.52,1,sky is clear
5299,0.407,0.0,0.042,None,2022-08-09 19:00:00,26.94,27.74,18.72,28.68,1014,56,1.19,1,sky is clear
5300,0.632,0.0,0.002,None,2022-08-09 20:00:00,24.77,24.9,17.72,27.01,1014,61,0.83,0,sky is clear
5301,0.432,0.0,0.0,None,2022-08-09 21:00:00,23.64,23.78,16.72,25.34,1015,66,0.33,0,sky is clear
5302,0.0,0.45,0.0,None,2022-08-09 22:00:00,18.8,18.9,16.72,24.23,1015,83,0.46,2,sky is clear
5303,0.0,0.374,0.0,None,2022-08-09 23:00:00,18.57,18.68,16.72,24.23,1014,84,0.56,9,sky is clear
5304,0.0,0.321,0.0,None,2022-08-10 00:00:00,22.05,22.16,16.72,24.23,1014,71,1.11,17,few clouds
5305,0.0,0.363,0.0,None,2022-08-10 01:00:00,22.05,22.16,16.72,24.23,1014,71,0.11,13,few clouds
5306,0.0,0.367,0.0,None,2022-08-10 02:00:00,18.17,18.44,16.72,24.23,1014,92,0.63,13,few clouds
5307,0.0,0.262,0.0,None,2022-08-10 03:00:00,17.6,17.9,15.72,24.23,1013,95,0.81,26,scattered clouds
5308,0.0,0.185,0.0,None,2022-08-10 04:00:00,21.66,21.55,15.72,24.23,1013,64,0.81,35,scattered clouds
5309,0.0,0.185,0.0,None,2022-08-10 05:00:00,20.97,21.0,15.72,24.23,1013,72,0.78,38,scattered clouds
5310,0.0,0.181,0.0,None,2022-08-10 06:00:00,19.5,19.59,15.72,20.1,1013,80,0.94,37,scattered clouds
5311,0.0,0.124,0.057,None,2022-08-10 07:00:00,20.03,20.26,15.72,20.15,1014,83,0.7,58,broken clouds
5312,0.02,0.0,0.189,Medium,2022-08-10 08:00:00,18.56,18.82,16.72,28.68,1015,90,0.98,34,scattered clouds
5313,0.0,0.0,0.187,High,2022-08-10 09:00:00,19.28,19.48,17.72,28.68,1014,85,0.82,36,scattered clouds
5314,0.086,0.0,0.413,Medium,2022-08-10 10:00:00,26.07,26.07,19.72,29.79,1014,76,1.41,44,scattered clouds
5315,0.0,0.0,0.289,High,2022-08-10 11:00:00,27.51,29.75,19.72,32.57,1014,70,1.22,16,few clouds
5316,0.0,0.0,0.307,Very High,2022-08-10 12:00:00,29.11,31.88,27.46,32.57,1013,64,0.99,10,sky is clear
5317,0.0,0.0,0.203,Very High,2022-08-10 13:00:00,21.15,20.89,19.72,37.01,1013,60,1.96,6,sky is clear
5318,0.0,0.0,0.356,Very High,2022-08-10 14:00:00,21.91,21.62,20.72,36.45,1012,56,2.8,6,sky is clear
5319,0.0,0.0,0.244,High,2022-08-10 15:00:00,22.76,22.53,21.72,34.79,1012,55,3.86,23,few clouds
5320,0.0,0.0,0.232,High,2022-08-10 16:00:00,22.96,22.85,21.72,32.01,1012,59,4.58,35,scattered clouds
5321,0.042,0.0,0.41,Low,2022-08-10 17:00:00,28.8,30.7,21.72,29.04,1012,60,4.55,34,scattered clouds
5322,0.473,0.0,0.177,None,2022-08-10 18:00:00,27.74,29.38,20.72,27.93,1012,63,3.78,31,scattered clouds
5323,0.958,0.0,0.045,None,2022-08-10 19:00:00,19.16,19.12,18.72,25.34,1013,76,3.02,23,light rain
5324,0.418,0.0,0.004,None,2022-08-10 20:00:00,18.03,18.0,17.72,24.23,1013,81,1.94,13,few clouds
5325,0.432,0.0,0.0,None,2022-08-10 21:00:00,17.91,17.95,17.72,23.68,1014,84,1.56,8,sky is clear
5326,0.0,0.517,0.0,None,2022-08-10 22:00:00,17.85,17.96,17.72,22.57,1014,87,1.62,55,light rain
5327,0.0,0.422,0.0,None,2022-08-10 23:00:00,17.85,17.99,17.72,22.01,1014,88,1.11,50,light rain
5328,0.0,0.38,0.0,None,2022-08-11 00:00:00,19.26,19.59,17.72,21.77,1013,90,0.51,39,scattered clouds
5329,0.0,0.365,0.0,None,2022-08-11 01:00:00,21.08,21.41,17.72,21.26,1013,83,0.85,31,scattered clouds
5330,0.0,0.361,0.0,None,2022-08-11 02:00:00,20.02,20.35,17.72,20.34,1013,87,1.22,14,few clouds
5331,0.0,0.282,0.0,None,2022-08-11 03:00:00,19.97,20.32,16.72,20.15,1013,88,1.67,12,few clouds
5332,0.0,0.186,0.0,None,2022-08-11 04:00:00,19.49,19.77,16.72,21.21,1014,87,1.58,23,few clouds
5333,0.0,0.188,0.0,None,2022-08-11 05:00:00,18.97,19.25,16.72,20.66,1014,89,1.42,49,scattered clouds
5334,0.0,0.186,0.0,None,2022-08-11 06:00:00,18.34,18.61,15.72,18.68,1014,91,1.1,64,broken clouds
5335,0.0,0.259,0.032,None,2022-08-11 07:00:00,19.03,19.34,17.72,21.21,1014,90,0.99,65,broken clouds
5336,0.183,0.0,0.11,None,2022-08-11 08:00:00,20.63,20.97,18.34,22.57,1015,85,1.07,63,broken clouds
5337,0.051,0.0,0.248,Medium,2022-08-11 09:00:00,21.71,22.05,19.45,25.34,1015,81,1.33,56,broken clouds
5338,0.196,0.0,0.295,Medium,2022-08-11 10:00:00,22.87,23.22,20.01,22.93,1015,77,0.48,83,broken clouds
5339,0.0,0.0,0.278,Medium,2022-08-11 11:00:00,23.32,23.72,20.57,28.68,1015,77,1.49,20,few clouds
5340,0.0,0.0,0.204,High,2022-08-11 12:00:00,23.94,24.35,20.57,24.04,1015,75,2.8,24,few clouds
5341,0.0,0.0,0.192,High,2022-08-11 13:00:00,25.06,25.5,22.72,25.15,1014,72,3.21,3,sky is clear
5342,0.0,0.0,0.202,Very High,2022-08-11 14:00:00,26.0,26.0,22.72,32.01,1014,69,3.78,2,sky is clear
5343,0.0,0.0,0.204,High,2022-08-11 15:00:00,26.49,26.49,21.72,30.9,1014,67,4.23,3,sky is clear
5344,0.0,0.0,0.22,High,2022-08-11 16:00:00,26.48,26.48,21.72,30.34,1014,66,4.04,0,sky is clear
5345,0.0,0.0,0.24,High,2022-08-11 17:00:00,25.95,25.95,21.72,28.68,1014,64,3.43,0,sky is clear
5346,0.541,0.0,0.236,None,2022-08-11 18:00:00,25.48,25.75,22.23,27.01,1014,64,2.71,0,sky is clear
5347,0.263,0.0,0.046,None,2022-08-11 19:00:00,23.66,23.91,21.72,25.34,1015,70,2.19,0,sky is clear
5348,0.354,0.0,0.003,None,2022-08-11 20:00:00,21.72,21.91,19.72,23.12,1015,75,1.36,0,sky is clear
5349,0.344,0.0,0.0,None,2022-08-11 21:00:00,17.97,17.99,17.72,21.45,1016,83,0.95,0,sky is clear
5350,0.0,0.408,0.0,None,2022-08-11 22:00:00,16.96,16.83,16.72,20.9,1016,81,0.67,0,sky is clear
5351,0.0,0.385,0.0,None,2022-08-11 23:00:00,16.9,16.71,16.72,20.34,1016,79,0.41,0,sky is clear
5352,0.0,0.46,0.0,None,2022-08-12 00:00:00,19.44,19.61,16.72,19.59,1016,83,0.61,0,sky is clear
5353,0.0,0.378,0.0,None,2022-08-12 01:00:00,18.88,19.07,15.72,19.23,1016,86,0.54,0,sky is clear
5354,0.0,0.316,0.0,None,2022-08-12 02:00:00,18.61,18.77,15.72,19.04,1015,86,0.23,0,sky is clear
5355,0.0,0.276,0.0,None,2022-08-12 03:00:00,18.29,18.47,14.72,18.48,1015,88,0.9,2,sky is clear
5356,0.0,0.176,0.0,None,2022-08-12 04:00:00,17.72,17.87,13.72,17.93,1015,89,1.15,5,sky is clear
5357,0.0,0.19,0.0,None,2022-08-12 05:00:00,17.72,17.9,13.72,17.93,1015,90,0.92,7,sky is clear
5358,0.0,0.189,0.0,None,2022-08-12 06:00:00,17.56,17.72,14.72,19.54,1015,90,0.85,13,few clouds
5359,0.0,0.138,0.088,None,2022-08-12 07:00:00,18.42,18.67,15.72,19.54,1015,90,0.81,8,sky is clear
5360,0.0,0.0,0.226,Medium,2022-08-12 08:00:00,20.13,20.37,18.9,20.15,1016,83,0.52,29,scattered clouds
5361,0.0,0.0,0.203,High,2022-08-12 09:00:00,22.31,22.58,20.66,22.37,1016,76,0.81,12,few clouds
5362,0.184,0.0,0.621,High,2022-08-12 10:00:00,23.95,24.23,21.72,24.04,1016,70,0.92,1,sky is clear
5363,0.0,0.0,0.398,Very High,2022-08-12 11:00:00,22.9,22.89,22.72,28.68,1016,63,1.56,1,sky is clear
5364,0.0,0.0,0.411,Very High,2022-08-12 12:00:00,23.06,22.99,22.72,30.34,1015,60,2.22,0,sky is clear
5365,0.0,0.0,0.452,Very High,2022-08-12 13:00:00,27.56,28.46,22.72,31.45,1015,56,2.63,0,sky is clear
5366,0.0,0.0,0.505,High,2022-08-12 14:00:00,28.6,29.61,22.72,32.57,1015,54,2.75,0,sky is clear
5367,0.0,0.0,0.365,Very High,2022-08-12 15:00:00,29.1,29.79,22.72,32.01,1015,50,2.94,0,sky is clear
5368,0.0,0.0,0.405,High,2022-08-12 16:00:00,28.6,29.05,22.72,31.45,1014,49,3.16,0,sky is clear
5369,0.0,0.0,0.346,Medium,2022-08-12 17:00:00,27.52,28.25,21.72,30.34,1014,54,3.35,0,sky is clear
5370,0.289,0.0,0.235,None,2022-08-12 18:00:00,26.68,27.4,20.72,28.68,1014,55,3.01,0,sky is clear
5371,0.612,0.0,0.033,None,2022-08-12 19:00:00,24.61,24.75,19.72,27.01,1014,62,2.4,0,sky is clear
5372,0.934,0.0,0.0,None,2022-08-12 20:00:00,21.74,21.9,18.72,21.82,1014,74,1.93,1,sky is clear
5373,0.513,0.0,0.0,None,2022-08-12 21:00:00,20.08,20.21,17.72,22.57,1014,79,1.52,1,sky is clear
5374,0.0,0.667,0.0,None,2022-08-12 22:00:00,19.54,19.66,17.72,21.21,1015,81,1.35,2,sky is clear
5375,0.0,0.627,0.0,None,2022-08-12 23:00:00,18.67,18.79,15.72,20.66,1015,84,0.83,5,sky is clear
5376,0.0,0.596,0.0,None,2022-08-13 00:00:00,18.45,18.6,16.72,20.66,1015,86,0.75,3,sky is clear
5377,0.0,0.658,0.0,None,2022-08-13 01:00:00,17.88,18.0,15.72,20.1,1014,87,0.83,6,sky is clear
5378,0.0,0.694,0.0,None,2022-08-13 02:00:00,17.6,17.74,16.68,17.93,1014,89,1.12,4,sky is clear
5379,0.0,0.705,0.0,None,2022-08-13 03:00:00,17.33,17.42,16.45,17.37,1013,88,1.28,21,few clouds
5380,0.0,0.515,0.0,None,2022-08-13 04:00:00,16.81,16.9,15.9,16.82,1013,90,0.89,100,overcast clouds
5381,0.0,0.384,0.0,None,2022-08-13 05:00:00,16.81,16.9,15.9,16.82,1013,90,1.48,100,overcast clouds
5382,0.0,0.213,0.0,None,2022-08-13 06:00:00,16.25,16.31,15.72,16.68,1013,91,1.62,100,overcast clouds
5383,0.0,0.198,0.015,None,2022-08-13 07:00:00,16.85,16.99,16.68,19.54,1014,92,1.44,100,overcast clouds
5384,0.13,0.0,0.098,None,2022-08-13 08:00:00,18.45,18.62,16.68,20.1,1014,87,1.3,58,broken clouds
5385,0.032,0.0,0.172,None,2022-08-13 09:00:00,19.25,19.5,16.72,20.1,1014,87,0.91,42,scattered clouds
5386,0.23,0.0,0.218,Low,2022-08-13 10:00:00,17.81,17.6,16.72,26.45,1013,75,1.2,59,broken clouds
5387,0.0,0.0,0.302,Medium,2022-08-13 11:00:00,23.44,23.67,16.72,27.57,1014,70,2.93,60,broken clouds
5388,0.204,0.0,0.495,Medium,2022-08-13 12:00:00,24.73,24.96,18.72,29.23,1014,65,3.34,63,broken clouds
5389,0.739,0.0,0.465,None,2022-08-13 13:00:00,19.07,18.65,17.72,28.68,1014,62,3.47,36,scattered clouds
5390,0.065,0.0,0.601,Medium,2022-08-13 14:00:00,20.08,19.68,19.72,29.23,1014,59,3.6,10,sky is clear
5391,0.0,0.0,0.304,Very High,2022-08-13 15:00:00,20.96,20.6,20.72,28.68,1014,57,3.87,10,sky is clear
5392,0.0,0.0,0.305,High,2022-08-13 16:00:00,23.25,23.43,19.72,27.57,1014,69,4.1,2,sky is clear
5393,0.0,0.0,0.304,Medium,2022-08-13 17:00:00,23.76,23.86,19.72,26.45,1014,64,3.81,0,sky is clear
5394,0.101,0.0,0.211,Low,2022-08-13 18:00:00,22.67,22.72,18.72,25.34,1014,66,3.62,0,sky is clear
5395,0.718,0.0,0.035,None,2022-08-13 19:00:00,20.6,20.6,18.72,22.57,1014,72,3.64,3,sky is clear
5396,1.071,0.0,0.0,None,2022-08-13 20:00:00,18.98,19.05,16.72,19.04,1015,81,2.58,8,sky is clear
5397,0.462,0.0,0.0,None,2022-08-13 21:00:00,17.92,18.04,16.72,20.1,1015,87,0.92,14,few clouds
5398,0.0,0.504,0.0,None,2022-08-13 22:00:00,17.79,17.97,16.72,20.1,1016,90,0.91,8,sky is clear
5399,0.0,0.446,0.0,None,2022-08-13 23:00:00,17.79,18.03,16.72,20.1,1016,92,1.49,29,scattered clouds
5400,0.0,0.508,0.0,None,2022-08-14 00:00:00,16.2,16.3,15.92,16.72,1016,93,1.42,39,scattered clouds
5401,0.0,0.313,0.0,None,2022-08-14 01:00:00,15.69,15.8,14.29,17.01,1016,95,1.54,35,scattered clouds
5402,0.0,0.246,0.0,None,2022-08-14 02:00:00,15.82,15.91,15.72,16.68,1015,94,1.05,36,scattered clouds
5403,0.0,0.235,0.0,None,2022-08-14 03:00:00,14.87,14.84,14.72,16.12,1015,93,0.25,76,broken clouds
5404,0.0,0.189,0.0,None,2022-08-14 04:00:00,15.76,15.87,14.79,16.12,1016,95,0.4,96,overcast clouds
5405,0.0,0.181,0.0,None,2022-08-14 05:00:00,15.7,15.83,14.23,15.72,1015,96,0.4,93,overcast clouds
5406,0.0,0.183,0.0,None,2022-08-14 06:00:00,16.2,16.25,14.23,16.26,1015,91,1.04,97,overcast clouds
5407,0.0,0.17,0.029,None,2022-08-14 07:00:00,16.86,16.98,14.79,18.43,1015,91,0.15,98,overcast clouds
5408,0.125,0.0,0.08,None,2022-08-14 08:00:00,17.16,17.31,16.82,18.99,1015,91,0.55,95,overcast clouds
5409,0.017,0.0,0.176,Medium,2022-08-14 09:00:00,19.05,19.2,18.48,20.66,1015,84,1.34,96,overcast clouds
5410,0.0,0.0,0.331,High,2022-08-14 10:00:00,20.98,21.09,20.7,23.12,1016,75,2.53,99,overcast clouds
5411,1.159,0.0,0.899,None,2022-08-14 11:00:00,22.33,22.42,21.72,25.34,1016,69,3.0,100,overcast clouds
5412,0.71,0.0,0.742,Medium,2022-08-14 12:00:00,22.89,22.93,21.72,22.93,1015,65,3.25,97,overcast clouds
5413,0.101,0.0,0.721,Medium,2022-08-14 13:00:00,23.97,24.07,21.72,24.04,1015,63,3.36,100,overcast clouds
5414,0.0,0.0,0.481,High,2022-08-14 14:00:00,24.97,25.06,21.72,28.12,1014,59,3.53,89,overcast clouds
5415,0.0,0.0,0.401,High,2022-08-14 15:00:00,25.42,25.56,21.72,28.68,1014,59,3.95,35,scattered clouds
5416,0.0,0.0,0.305,High,2022-08-14 16:00:00,25.42,25.58,21.72,28.12,1014,60,4.34,0,sky is clear
5417,0.0,0.0,0.338,Medium,2022-08-14 17:00:00,24.59,24.78,20.72,27.57,1014,64,4.67,0,sky is clear
5418,0.122,0.0,0.228,None,2022-08-14 18:00:00,23.83,23.94,20.72,25.9,1014,64,4.38,0,sky is clear
5419,0.231,0.0,0.04,None,2022-08-14 19:00:00,21.71,21.84,19.72,23.68,1014,73,3.49,0,sky is clear
5420,0.312,0.0,0.0,None,2022-08-14 20:00:00,19.51,19.42,18.72,21.21,1014,73,3.49,0,sky is clear
5421,0.331,0.0,0.0,None,2022-08-14 21:00:00,18.48,18.71,17.72,20.1,1015,89,1.76,18,few clouds
5422,0.0,0.339,0.0,None,2022-08-14 22:00:00,17.92,18.07,16.72,20.1,1015,88,1.6,53,broken clouds
5423,0.0,0.328,0.0,None,2022-08-14 23:00:00,17.34,17.48,16.72,17.57,1015,90,1.47,50,scattered clouds
5424,0.0,0.263,0.0,None,2022-08-15 00:00:00,17.39,17.56,17.01,17.79,1015,91,1.28,87,overcast clouds
5425,0.0,0.323,0.0,None,2022-08-15 01:00:00,17.45,17.63,15.9,19.54,1015,91,1.04,74,broken clouds
5426,0.0,0.283,0.0,None,2022-08-15 02:00:00,17.67,17.95,15.34,17.72,1014,94,1.13,79,broken clouds
5427,0.0,0.253,0.0,None,2022-08-15 03:00:00,16.88,17.0,15.34,18.99,1014,91,1.3,84,broken clouds
